Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2003:9, 8739.263, 23506.9, 0, 7.566431, 0.8285885, 14.01091, 0, 66.08739, 1.318548, 10.18815, 16.53064, 21.37968, 2.734847, 71.9799, 3123.542, 3278.111, 4569.757, 65.27457, 0.6096254, 0.2952454, 5266.939, 0.6026755, 2.689803, 3.024093, 0.8640229, 0.01798313, 0.2206758, 0.2292852, 0.2266472, 
2003:10, 9369.427, 25013.17, 0, 7.622847, 0.8131037, 14.04224, 0, 65.88351, 1.245551, 10.39275, 16.4984, 20.95024, 2.705291, 72.48277, 3390.889, 3594.438, 4996.57, 70.34972, 0.6270788, 0.2959846, 5622.51, 0.6000911, 2.669659, 3.030573, 0.8603731, 0.01853785, 0.2235001, 0.2320179, 0.22941, 
2003:11, 10062.33, 26738.61, 0, 7.474919, 0.713429, 14.08978, 0, 66.11463, 1.091941, 10.5153, 17.6613, 21.49111, 2.675321, 65.57977, 3695.589, 3910.849, 5438.654, 70.76888, 0.6345192, 0.2961553, 5956.861, 0.591996, 2.657297, 3.07583, 0.8599635, 0.01729172, 0.2262758, 0.2346889, 0.2321151, 
2003:12, 10289.4, 27377.76, 0, 7.433704, 0.691739, 14.08042, 0, 66.08221, 1.053847, 10.65807, 17.94416, 21.57394, 2.665006, 64.39835, 3796.53, 3589.008, 5156.805, 71.5516, 0.6301247, 0.2968912, 6079.469, 0.590848, 2.660774, 3.098447, 0.8628718, 0.01454391, 0.2267849, 0.2353648, 0.2327364, 
2004:1, 10346.31, 27696.26, 0, 7.258386, 0.6268022, 14.06382, 0, 66.31828, 0.989622, 10.74308, 19.09008, 22.4232, 2.658683, 58.85071, 3832.666, 3503.914, 5084.495, 68.62309, 0.911408, 0.2972342, 6079.055, 0.5875578, 2.676921, 3.074748, 0.8658726, 0.04244651, 0.2267093, 0.2354981, 0.2328011, 
2004:2, 9960.67, 26948.94, 0, 7.125034, 0.5918422, 14.03009, 0, 66.50414, 0.9721849, 10.7767, 19.96747, 23.27394, 2.667643, 55.08262, 3678.802, 3009.111, 4523.072, 64.49707, 0.8694307, 0.2977552, 5860.577, 0.5883718, 2.705535, 3.115916, 0.8722473, 0.03264671, 0.2248178, 0.2340098, 0.2311796, 
2004:3, 9288.496, 25505.22, 0, 6.998418, 0.5667512, 13.98431, 0, 66.69643, 0.9835138, 10.77057, 20.8521, 24.29933, 2.689142, 51.71875, 3402.355, 2551.951, 3948.391, 59.30653, 0.8245066, 0.2982264, 5496.244, 0.5917259, 2.745894, 3.157433, 0.8806951, 0.02335089, 0.2215254, 0.2312298, 0.2282285, 
2004:4, 8462.295, 23609.86, 0, 7.114884, 0.676383, 13.83515, 0, 66.34496, 1.173957, 10.85468, 19.12199, 23.44487, 2.729288, 60.07508, 3040.475, 2092.588, 3336.523, 58.56466, 0.7881727, 0.2995486, 5105.967, 0.6033785, 2.790007, 3.110248, 0.8993084, 0.01870073, 0.21677, 0.2270691, 0.2238659, 
2004:5, 8017.124, 22608.2, 0, 7.076108, 0.6745145, 13.77516, 0, 66.40908, 1.212174, 10.85296, 19.22112, 23.82904, 2.753171, 59.11731, 2852.843, 2293.848, 3458.714, 56.12093, 0.7559389, 0.2996891, 4866.591, 0.6070245, 2.819988, 3.120322, 0.9105343, 0.01405138, 0.2140246, 0.2246013, 0.2213024, 
2004:6, 7586.173, 21627.59, 0, 7.041167, 0.677317, 13.71569, 0, 66.44472, 1.259375, 10.86173, 19.22997, 24.15226, 2.779376, 58.61736, 2670.835, 2125.5, 3213.576, 53.67842, 0.731716, 0.2998624, 4635.694, 0.6110715, 2.850922, 3.123976, 0.9227095, 0.01150289, 0.2110795, 0.2219352, 0.218539, 
2004:7, 7170.625, 20654.16, 0, 7.080336, 0.7265896, 13.6245, 0, 66.28563, 1.369977, 10.91297, 18.40907, 23.82391, 2.810165, 62.10152, 2489.573, 1971.01, 2982.763, 52.8535, 0.7173526, 0.3003469, 4426.481, 0.6173075, 2.880385, 3.099291, 0.9371464, 0.01094947, 0.2078798, 0.2190001, 0.2155102, 
2004:8, 6933.961, 20088.41, 0, 7.180509, 0.7932415, 13.5325, 0, 66.00426, 1.486192, 11.0033, 17.24246, 23.0841, 2.831692, 67.32903, 2381.37, 2024.962, 2991.174, 53.97887, 0.729678, 0.3008153, 4320.264, 0.6230585, 2.897105, 3.056246, 0.9500151, 0.01412516, 0.2059174, 0.2171616, 0.2136273, 
2004:9, 6973.351, 20170.39, 0, 7.343545, 0.8637684, 13.46752, 0, 65.62451, 1.56756, 11.13311, 16.00795, 22.05443, 2.832255, 73.41823, 2388.701, 2256.431, 3225.671, 57.72114, 0.7666415, 0.301134, 4371.898, 0.6269437, 2.892496, 3.007382, 0.9577441, 0.0212745, 0.2063154, 0.2174848, 0.2139772, 
2004:10, 7365.096, 21156.47, 0, 7.326514, 0.8070313, 13.49105, 0, 65.72259, 1.448096, 11.20472, 16.48897, 22.18503, 2.803756, 69.7074, 2557.16, 2706.812, 3746.215, 59.21239, 0.8253697, 0.3002649, 4575, 0.6211732, 2.872531, 3.009214, 0.9626062, 0.03127491, 0.2097576, 0.2206074, 0.2172134, 
2004:11, 7666.974, 21917.29, 0, 7.316525, 0.77551, 13.51046, 0, 65.74651, 1.376524, 11.27446, 16.76901, 22.1911, 2.783191, 67.8643, 2686.878, 2719.763, 3812.951, 60.45457, 0.8857753, 0.2999209, 4734.681, 0.6175423, 2.858662, 3.008734, 0.9674588, 0.04190841, 0.2120955, 0.2227521, 0.2194261, 
2004:12, 7876.657, 22484, 0, 7.219054, 0.7133898, 13.53693, 0, 65.94834, 1.282551, 11.29975, 17.63745, 22.73902, 2.768185, 63.12171, 2782.301, 2733.335, 3865.742, 59.47561, 0.9505653, 0.2994667, 4827.175, 0.6128456, 2.85451, 3.027403, 0.9735518, 0.05148649, 0.2136552, 0.2241973, 0.2209115, 
2005:1, 7825.22, 22393.03, 0, 7.182958, 0.7045642, 13.5302, 0, 65.98843, 1.273619, 11.32023, 17.83707, 22.92161, 2.770138, 62.30426, 2762.544, 2494.393, 3618.048, 58.73634, 0.8684897, 0.2995747, 4796.076, 0.6128999, 2.861648, 3.058544, 0.9815014, 0.03901704, 0.2133042, 0.2239195, 0.2206085, 
2005:2, 7680.235, 22108.28, 0, 7.057386, 0.6532528, 13.53266, 0, 66.22979, 1.228277, 11.29865, 18.81855, 23.8017, 2.776436, 57.67618, 2708.545, 2391.404, 3491.939, 55.74451, 0.927924, 0.2993115, 4696.529, 0.6115084, 2.878594, 3.080957, 0.9903992, 0.04307922, 0.2124066, 0.2231349, 0.2197848, 
2005:3, 7298.973, 21222.44, 0, 7.022272, 0.6711749, 13.48023, 0, 66.22141, 1.296052, 11.30885, 18.71527, 23.99675, 2.801378, 58.61595, 2546.878, 2045.094, 3077.639, 53.69375, 0.9944167, 0.299668, 4493.571, 0.6156443, 2.907592, 3.066788, 1.001367, 0.0493193, 0.2095833, 0.2205911, 0.217143, 
2005:4, 6926.075, 20327.4, 0, 7.015771, 0.7006645, 13.41988, 0, 66.17181, 1.384198, 11.3077, 18.34548, 23.99992, 2.830367, 60.51412, 2386.545, 1927.152, 2892.717, 52.19094, 1.046003, 0.299969, 4296.461, 0.6203313, 2.934908, 3.047294, 1.011735, 0.05489835, 0.206593, 0.2178364, 0.2143041, 
2005:5, 6627.493, 19599.45, 0, 7.011247, 0.7214016, 13.36905, 0, 66.14429, 1.456786, 11.29723, 18.04984, 24.02473, 2.856941, 61.75455, 2258.032, 1883.907, 2795.958, 50.90019, 1.090207, 0.3000711, 4135.817, 0.6240394, 2.957294, 3.031098, 1.020249, 0.06051239, 0.2040273, 0.21543, 0.2118397, 
2005:6, 6366.407, 18974.07, 0, 6.875744, 0.6496629, 13.39204, 0, 66.48618, 1.398746, 11.19764, 19.40075, 25.36425, 2.87973, 55.24516, 2155.52, 1846.503, 2715.914, 46.96501, 1.113976, 0.2992333, 3968.891, 0.6234114, 2.980342, 3.070601, 1.025824, 0.06154335, 0.2018409, 0.213346, 0.2097175, 
2005:7, 5883.909, 17760.21, 0, 6.786311, 0.6365345, 13.38108, 0, 66.64462, 1.460571, 11.09089, 19.93975, 26.24782, 2.931332, 53.36266, 1953.885, 1473.011, 2258.489, 43.26005, 1.134164, 0.2989936, 3694.819, 0.6279532, 3.018437, 3.082745, 1.033128, 0.06378084, 0.1968648, 0.2086356, 0.2049067, 
2005:8, 5336.308, 16339.83, 0, 6.683174, 0.6104233, 13.39651, 0, 66.85649, 1.527689, 10.92571, 20.84101, 27.52471, 3.004655, 50.36847, 1725.645, 1233.022, 1923.774, 38.98728, 1.171356, 0.2984044, 3380.729, 0.6335333, 3.06201, 3.101686, 1.038483, 0.0695624, 0.1902716, 0.2022908, 0.1984619, 
2005:9, 4723.576, 14681.21, 0, 6.588334, 0.5609312, 13.48163, 0, 67.10955, 1.588201, 10.67135, 22.4436, 29.45194, 3.113111, 45.57885, 1471.738, 964.7889, 1550.516, 34.10315, 1.178946, 0.2972606, 3028.865, 0.641223, 3.108072, 3.149896, 1.036971, 0.07182457, 0.1813108, 0.1935154, 0.1895988, 
2005:10, 4153.373, 13048.15, 0, 6.898218, 0.9885587, 13.06326, 0, 65.76423, 2.581979, 10.70377, 14.4814, 23.04744, 3.267705, 79.65295, 1191.384, 670.1129, 1140.544, 38.59981, 1.214531, 0.3021376, 2733.593, 0.6581621, 3.14158, 2.865597, 1.059222, 0.09456378, 0.1687063, 0.180904, 0.1769497, 
2005:11, 4317.896, 13431.93, 0, 7.188153, 1.079093, 12.94792, 0, 65.43298, 2.643972, 10.70788, 13.18589, 22.0936, 3.233886, 86.50954, 1248.694, 1511.202, 2007.785, 44.19866, 1.271127, 0.3015205, 2849.606, 0.6599525, 3.110758, 2.82181, 1.044978, 0.1078377, 0.1724988, 0.1844555, 0.1806058, 
2005:12, 5045.392, 15290.66, 0, 7.322434, 1.01523, 13.08071, 0, 65.56097, 2.245976, 10.77468, 13.84144, 22.24803, 3.080308, 81.72536, 1556.225, 2148.57, 2775.175, 49.00324, 1.356119, 0.2991684, 3275.01, 0.649109, 3.030618, 2.840028, 1.030782, 0.1227133, 0.1862498, 0.1977441, 0.1940968, 
2006:1, 5881.647, 17374.85, 0, 7.371627, 0.929257, 13.24495, 0, 65.72201, 1.899503, 10.83265, 14.81194, 22.31193, 2.956477, 76.18015, 1913.231, 2510.468, 3287.214, 52.58689, 1.532885, 0.2976798, 3743.556, 0.6364809, 2.954079, 2.881644, 1.020442, 0.1475319, 0.1978338, 0.2087107, 0.2052973, 
2006:2, 6588.897, 19121.99, 0, 7.307656, 0.8280407, 13.38587, 0, 66.00075, 1.629671, 10.84801, 16.08651, 22.71547, 2.878609, 69.38088, 2219.536, 2661.005, 3566.136, 53.78014, 1.614809, 0.2967644, 4115.353, 0.624589, 2.902154, 2.922246, 1.016272, 0.1601873, 0.205324, 0.2157182, 0.2124776, 
2006:3, 6953.741, 20069.43, 0, 7.103112, 0.700939, 13.49062, 0, 66.49103, 1.40857, 10.80574, 18.08364, 23.99819, 2.841895, 59.578, 2387.29, 2533.72, 3508.583, 51.11835, 1.679567, 0.2959976, 4273.718, 0.6145927, 2.886134, 2.985107, 1.019146, 0.1715938, 0.2086239, 0.2188337, 0.2156579, 
2006:4, 6780.855, 19699.65, 0, 6.945426, 0.6483861, 13.51849, 0, 66.76901, 1.360476, 10.7582, 19.34917, 25.11159, 2.851763, 54.92362, 2322.853, 2037.617, 2984.861, 47.69341, 1.691035, 0.2959608, 4159.051, 0.6133519, 2.905187, 3.028238, 1.024039, 0.1733334, 0.2070876, 0.2175108, 0.214261, 
2006:5, 6339.128, 18629.86, 0, 6.90881, 0.6899489, 13.46542, 0, 66.71874, 1.485767, 10.73131, 18.99199, 25.19086, 2.89208, 57.69053, 2134.202, 1658.643, 2526.632, 45.73476, 1.684045, 0.2965904, 3924.228, 0.6190484, 2.938868, 3.018376, 1.030832, 0.1736896, 0.2027846, 0.2135786, 0.2101976, 
2006:6, 5997.301, 17694.96, 0, 7.261341, 0.9340719, 13.31346, 0, 65.75056, 1.886329, 10.85424, 15.35393, 22.4452, 2.934162, 77.02984, 1966.927, 1580.214, 2378.718, 51.13785, 1.713153, 0.2989401, 3805.988, 0.6346167, 2.950488, 2.900898, 1.025829, 0.1810365, 0.1986483, 0.2097086, 0.2062307, 
2006:7, 6385.588, 18622.54, 0, 7.344031, 0.9127356, 13.35675, 0, 65.74244, 1.779368, 10.86468, 15.44034, 22.24094, 2.895028, 76.00334, 2129.705, 2401.717, 3269.178, 54.58026, 1.769469, 0.2982904, 4024.985, 0.6303233, 2.916338, 2.904494, 1.015911, 0.1912945, 0.2029084, 0.2136189, 0.2102666, 
2006:8, 6927.479, 19943.54, 0, 7.34307, 0.847051, 13.44236, 0, 65.86523, 1.604561, 10.89771, 16.09947, 22.34866, 2.845602, 71.75265, 2362.698, 2669.485, 3634.592, 56.51578, 1.84277, 0.297651, 4314.283, 0.6227782, 2.878903, 2.925811, 1.010593, 0.2036968, 0.2079575, 0.2182999, 0.2150777, 
2006:9, 7341.515, 20946.98, 0, 7.369545, 0.8261937, 13.49472, 0, 65.82822, 1.520001, 10.96132, 16.28719, 22.15431, 2.812854, 70.98971, 2538.999, 2695.849, 3734.567, 58.84778, 1.918208, 0.29767, 4543.497, 0.6188774, 2.853224, 2.933077, 1.006304, 0.2165296, 0.2111986, 0.2213278, 0.2181799, 
2006:10, 7732.596, 21873.76, 0, 7.462888, 0.8444736, 13.52757, 0, 65.61105, 1.491552, 11.06246, 15.95566, 21.56194, 2.786231, 73.54299, 2701.746, 2812.489, 3919.095, 62.89713, 1.995746, 0.2980598, 4776.121, 0.6176607, 2.828773, 2.925612, 1.000127, 0.2275335, 0.2138689, 0.2238294, 0.2207396, 
2006:11, 8284.262, 23182.55, 0, 7.533686, 0.836743, 13.58056, 0, 65.46336, 1.419343, 11.1663, 15.89912, 21.1161, 2.753571, 74.33044, 2934.221, 3147.648, 4351.25, 67.39865, 2.052869, 0.2982263, 5088.799, 0.6142731, 2.798385, 2.929705, 0.9937211, 0.2319374, 0.2173017, 0.2270076, 0.2240046, 
2006:12, 8915.563, 24772.53, 0, 7.344601, 0.7095833, 13.66512, 0, 65.88273, 1.216825, 11.18114, 17.5435, 22.04015, 2.71849, 64.70346, 3214.897, 3465.949, 4786.017, 66.06387, 2.083185, 0.2976237, 5380.419, 0.6034862, 2.778571, 2.988137, 0.9969174, 0.232591, 0.2208192, 0.2302585, 0.2273454, 
2007:1, 8959.304, 24959.6, 0, 7.223269, 0.6565102, 13.68491, 0, 66.09167, 1.144636, 11.19901, 18.46869, 22.72268, 2.712883, 60.1423, 3242.36, 2988.261, 4318.454, 63.81652, 1.798239, 0.2978339, 5382.46, 0.6007677, 2.785886, 3.060793, 1.004265, 0.1696088, 0.2208523, 0.2304245, 0.2274669, 
2007:2, 8665.959, 24365.45, 0, 7.105602, 0.6266004, 13.66049, 0, 66.25896, 1.132035, 11.21631, 19.23876, 23.48546, 2.723078, 57.02719, 3125.385, 2626.857, 3906.793, 60.44941, 1.781153, 0.2981546, 5212.424, 0.6014827, 2.811627, 3.092556, 1.01363, 0.162727, 0.2191285, 0.2290039, 0.2259441, 
2007:3, 8154.174, 23209.77, 0, 7.061255, 0.6416214, 13.59864, 0, 66.27085, 1.194163, 11.23349, 19.25742, 23.81889, 2.747996, 57.51652, 2909.8, 2266.92, 3455.755, 57.64664, 1.737397, 0.2987172, 4944.032, 0.6063192, 2.846366, 3.102401, 1.024173, 0.1498898, 0.2159801, 0.2262594, 0.2230618, 
2007:4, 7655.512, 22015.91, 0, 7.155078, 0.7251332, 13.49938, 0, 65.98663, 1.34784, 11.28596, 17.97788, 23.14647, 2.779735, 63.93326, 2690.11, 2085.809, 3182.472, 57.57715, 1.69225, 0.2996484, 4706.911, 0.6148395, 2.875825, 3.069716, 1.032756, 0.1393482, 0.212509, 0.223149, 0.2198265, 
2007:5, 7405.385, 21465.47, 0, 6.947785, 0.6126288, 13.54316, 0, 66.50265, 1.229509, 11.16426, 20.07722, 25.01401, 2.792326, 53.63454, 2598.415, 2265.438, 3323.539, 52.14213, 1.616503, 0.2987088, 4529.981, 0.6117144, 2.89863, 3.148846, 1.03981, 0.1190245, 0.2109612, 0.2217166, 0.2183533, 
2007:6, 6757.231, 19904.87, 0, 6.823304, 0.5759009, 13.5424, 0, 66.7452, 1.251425, 11.06176, 21.27888, 26.4675, 2.83847, 49.35913, 2331.23, 1670.888, 2616.868, 46.79187, 1.537402, 0.2985613, 4168.399, 0.6168798, 2.945714, 3.199877, 1.049191, 0.1018859, 0.2058145, 0.2169949, 0.2134803, 
2007:7, 5971.305, 17941.8, 0, 6.738118, 0.5803909, 13.51339, 0, 66.86917, 1.369301, 10.92964, 21.73868, 27.53935, 2.915206, 48.54185, 1999.789, 1275.105, 2082.614, 41.98186, 1.446785, 0.2985627, 3737.617, 0.6259297, 3.004669, 3.228029, 1.059671, 0.085278, 0.198154, 0.209803, 0.2061143, 
2007:8, 5204.522, 15945.24, 0, 6.65485, 0.5603095, 13.5406, 0, 67.04464, 1.477468, 10.72213, 22.754, 29.11665, 3.019066, 45.8351, 1678.049, 1022.752, 1696.278, 36.89132, 1.345088, 0.2979809, 3309.556, 0.6359, 3.063728, 3.278399, 1.066082, 0.06757926, 0.1887856, 0.2007851, 0.196954, 
2007:9, 4445.448, 13865.19, 0, 6.617857, 0.5164968, 13.6645, 0, 67.19406, 1.581757, 10.42533, 24.50454, 31.29644, 3.169408, 41.5124, 1361.099, 752.1537, 1294.013, 31.65196, 1.228202, 0.2966996, 2883.8, 0.6487086, 3.118963, 3.364773, 1.064601, 0.04838571, 0.1767376, 0.1888983, 0.1849765, 
2007:10, 3716.645, 11767.76, 0, 6.593267, 0.5009961, 13.81015, 0, 67.23828, 1.81331, 10.04397, 25.49957, 32.7722, 3.402198, 40.13845, 1052.286, 488.4772, 902.3838, 27.16794, 1.108062, 0.2951973, 2459.98, 0.661882, 3.166231, 3.433926, 1.060197, 0.03318352, 0.1608086, 0.1727293, 0.1688353, 
2007:11, 3091.737, 9829.387, 0, 6.665289, 0.4617645, 14.07535, 0, 67.18498, 2.066213, 9.546395, 26.95715, 34.1427, 3.745123, 37.62187, 787.9149, 327.0496, 631.7802, 23.08193, 0.9933097, 0.2925477, 2084.066, 0.6740763, 3.179244, 3.539291, 1.043457, 0.02115904, 0.1419175, 0.1529134, 0.1492697, 
2007:12, 2595.851, 8205.221, 0, 6.362402, 0.5118424, 14.05484, 0, 67.37915, 2.752836, 8.938915, 24.48822, 31.29281, 4.244012, 44.1011, 567.5491, 195.5906, 409.9305, 20.36312, 0.8874928, 0.2910565, 1717.277, 0.661547, 3.160899, 3.470463, 1.042725, 0.01569946, 0.1200544, 0.1291765, 0.1261061, 
2008:1, 2249.926, 6910.627, 0, 6.255121, 0.5126675, 14.05692, 0, 67.62534, 3.417345, 8.132624, 22.73977, 28.00973, 4.88085, 47.457, 413.513, 178.8324, 331.119, 18.01507, 0.7308707, 0.2881241, 1439.118, 0.6396291, 3.071492, 3.460137, 1.033398, 0.00684733, 0.09954914, 0.1061953, 0.1039298, 
2008:2, 2082.576, 6214.332, 0, 6.545573, 0.9097222, 12.74569, 0, 66.35569, 5.72876, 7.714577, 11.50612, 14.18391, 5.266155, 89.08852, 306.3757, 150.4788, 260.3227, 20.98359, 0.6660452, 0.2979181, 1255.356, 0.6027901, 2.983964, 3.043657, 1.083905, 0.00617459, 0.08157678, 0.08566425, 0.08425768, 
2008:3, 2151.949, 6455.933, 0, 7.028608, 1.044947, 12.15464, 0, 65.98881, 5.870005, 7.912985, 9.643404, 14.85809, 5.12195, 98.78005, 321.3625, 587.9202, 706.1431, 25.53501, 0.6416786, 0.29798, 1305.919, 0.606854, 3.00004, 2.983485, 1.072596, 0.005333309, 0.08561493, 0.09057099, 0.08888399, 
2008:4, 2643.221, 8150.939, 0, 6.99056, 1.053055, 12.63508, 0, 66.40765, 4.319086, 8.594574, 11.40006, 21.02047, 4.271884, 87.61727, 531.1311, 1092.171, 1299.217, 29.37214, 0.6460016, 0.2930017, 1685.508, 0.6376717, 3.083714, 3.01935, 1.058682, 0.006417218, 0.1189337, 0.1277518, 0.1248452, 
2008:5, 3300.447, 10125.01, 0, 7.041845, 1.007808, 13.006, 0, 66.72825, 3.246915, 8.969181, 13.17504, 23.9492, 3.702093, 78.51015, 812.9982, 1430.871, 1756.43, 32.20384, 0.6678292, 0.2908964, 2131.886, 0.6459388, 3.067769, 3.051325, 1.046044, 0.008765279, 0.1481402, 0.1585012, 0.1551681, 
2008:6, 3892.885, 11762.77, 0, 7.061266, 0.9427304, 13.23019, 0, 66.97437, 2.649459, 9.141982, 14.62812, 24.9176, 3.414646, 72.12732, 1067.928, 1588.466, 2021.107, 34.04237, 0.6977221, 0.2902529, 2497.73, 0.641614, 3.021608, 3.076684, 1.036027, 0.01154032, 0.1661097, 0.1766704, 0.1733198, 
2008:7, 4334.146, 12928.59, 0, 7.097294, 0.9295038, 13.34882, 0, 66.97773, 2.389733, 9.256933, 15.20531, 24.81672, 3.266234, 71.03078, 1255.924, 1622.394, 2133.903, 36.22326, 0.7388479, 0.29071, 2763.565, 0.6376263, 2.982961, 3.074893, 1.024515, 0.01601675, 0.1761686, 0.1866373, 0.1833395, 
2008:8, 4716.414, 13927.59, 0, 7.078698, 0.8858905, 13.44503, 0, 67.08704, 2.160094, 9.343266, 16.02589, 25.00358, 3.167407, 68.04625, 1421, 1730.771, 2311.351, 37.42203, 0.781179, 0.2908601, 2981.844, 0.6322271, 2.953005, 3.082438, 1.017661, 0.02086253, 0.1834295, 0.1937564, 0.1905189, 
2008:9, 4987.608, 14612.48, 0, 7.182721, 0.9356289, 13.47289, 0, 66.79773, 2.142813, 9.4682, 15.53972, 24.14249, 3.1078, 72.22018, 1532.648, 1726.104, 2353.285, 40.54649, 0.8311556, 0.2920367, 3155.017, 0.6325712, 2.929758, 3.051019, 1.005382, 0.02815361, 0.1876408, 0.1978903, 0.1946844, 
2008:10, 5376.829, 15610.58, 0, 7.178963, 0.8892441, 13.54018, 0, 66.86344, 1.95689, 9.571277, 16.18031, 24.22046, 3.038136, 69.38112, 1700.398, 1993.58, 2690.777, 42.16243, 0.8731724, 0.2921809, 3373.194, 0.6273575, 2.903306, 3.058966, 0.9984053, 0.03377666, 0.1932958, 0.2033638, 0.200226, 
2008:11, 5675.301, 16386.12, 0, 7.144495, 0.8436916, 13.58964, 0, 66.9397, 1.81565, 9.666825, 16.82156, 24.38912, 2.991542, 66.52198, 1830.594, 2020.422, 2771.58, 42.91086, 0.9055559, 0.2924233, 3535.768, 0.6230098, 2.887269, 3.070972, 0.9946057, 0.03819645, 0.1970344, 0.2070069, 0.2039046, 
2008:12, 5848.802, 16831.11, 0, 7.204825, 0.8716168, 13.59266, 0, 66.73055, 1.814605, 9.785758, 16.47386, 23.85176, 2.966615, 69.16051, 1902.38, 1971.077, 2751.712, 45.04325, 0.9413777, 0.2933084, 3647.151, 0.6235722, 2.877702, 3.052695, 0.9884874, 0.04458481, 0.198819, 0.2087972, 0.2056939, 
2009:1, 6088.926, 17471.35, 0, 7.13604, 0.8097732, 13.62916, 0, 66.88627, 1.681394, 9.857361, 17.32888, 24.30025, 2.935301, 64.91783, 2009.461, 2140.341, 2965.186, 44.9715, 1.029554, 0.2932881, 3769.439, 0.6190647, 2.869365, 3.117514, 0.9864626, 0.05082013, 0.2014485, 0.2113532, 0.2082762, 
2009:2, 6137.444, 17652.31, 0, 6.986494, 0.7262419, 13.66844, 0, 67.20024, 1.553452, 9.865125, 18.70923, 25.3482, 2.926086, 58.49823, 2038.995, 2004.117, 2840.443, 42.74149, 1.022414, 0.2930699, 3774.272, 0.6149583, 2.876166, 3.159512, 0.988501, 0.04912066, 0.2018995, 0.2118834, 0.2087795, 
2009:3, 5898.813, 17106.75, 0, 6.900436, 0.7152675, 13.65375, 0, 67.29299, 1.580268, 9.857281, 19.13155, 25.88887, 2.951459, 57.32187, 1941.288, 1675.899, 2470.47, 40.74915, 0.9960873, 0.2933562, 3638.511, 0.6168208, 2.900032, 3.176538, 0.9925832, 0.0453436, 0.1990944, 0.2093522, 0.2061523, 
2009:4, 5583.667, 16336.4, 0, 6.905239, 0.7681412, 13.59364, 0, 67.15437, 1.723979, 9.854642, 18.42754, 25.61498, 2.99282, 61.05328, 1804.634, 1495.999, 2232.884, 40.0506, 0.9691299, 0.2940454, 3474.265, 0.6222191, 2.925747, 3.157055, 0.9963556, 0.04302597, 0.1950407, 0.2055819, 0.2022802, 
2009:5, 5376.933, 15814.1, 0, 6.951307, 0.8203847, 13.53979, 0, 66.98405, 1.851154, 9.853301, 17.62414, 25.16691, 3.024434, 64.83368, 1712.998, 1514.985, 2213.385, 40.19441, 0.9435361, 0.2946016, 3370.219, 0.6267921, 2.9411, 3.133393, 0.9969758, 0.04104058, 0.1921198, 0.2028209, 0.1994601, 
2009:6, 5321.98, 15647.24, 0, 7.117265, 0.9167187, 13.47859, 0, 66.56745, 2.005482, 9.914485, 16.14055, 23.96623, 3.034958, 72.22156, 1681.338, 1602.749, 2288.006, 42.80924, 0.9234815, 0.2955768, 3366.124, 0.6324946, 2.940116, 3.089784, 0.9914474, 0.03980872, 0.1910905, 0.2018384, 0.19846, 
2009:7, 5578.43, 16245.24, 0, 7.362107, 1.005818, 13.46389, 0, 66.06672, 2.054419, 10.04705, 14.85773, 22.60055, 2.998263, 79.55077, 1781.003, 1945.901, 2673.189, 48.45031, 0.9205248, 0.2964189, 3546.631, 0.6357759, 2.912154, 3.052415, 0.9762228, 0.03954789, 0.1943486, 0.2049323, 0.2016151, 
2009:8, 6264.951, 17922.21, 0, 7.460326, 0.9614035, 13.55247, 0, 66.00004, 1.833222, 10.19255, 15.14828, 22.21984, 2.915012, 77.56346, 2071.639, 2549.868, 3398.944, 53.31718, 0.9311076, 0.296048, 3938.262, 0.6286181, 2.86071, 3.061715, 0.9637458, 0.03902811, 0.202318, 0.2124476, 0.2092941, 
2009:9, 7043.92, 19829.96, 0, 7.445543, 0.8722625, 13.65738, 0, 66.10629, 1.585778, 10.33274, 16.00567, 22.24804, 2.841695, 72.35884, 2406.415, 2885.837, 3874.559, 56.27757, 0.9450548, 0.2956946, 4357.671, 0.6186429, 2.815189, 3.089396, 0.9578251, 0.03767353, 0.2094554, 0.2191458, 0.2161453, 
2009:10, 7639.847, 21276.81, 0, 7.482021, 0.8477823, 13.7154, 0, 65.98826, 1.473709, 10.49284, 16.17549, 21.87896, 2.796573, 71.94914, 2659.911, 2932.086, 4026.059, 60.03549, 0.965019, 0.2960925, 4690.517, 0.6139542, 2.784979, 3.09673, 0.9529408, 0.0375076, 0.2137621, 0.223221, 0.2202998, 
2009:11, 8216.443, 22688.96, 0, 7.468318, 0.8053104, 13.76664, 0, 65.97026, 1.358603, 10.63087, 16.59106, 21.77806, 2.759619, 69.96976, 2907.414, 3135.746, 4332.271, 62.86295, 0.9880763, 0.2963611, 5000.708, 0.608622, 2.761409, 3.111487, 0.9511849, 0.03733932, 0.2173356, 0.2266029, 0.2237465, 
