Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1985:11, 5325.492, 15358.18, 0, 7.333005, 0.9806247, 13.55199, 0, 66.63294, 2.063889, 9.437536, 14.83863, 23.19026, 3.050517, 75.55044, 1670.217, 2184.652, 2870.3, 45.40707, 0.3143646, 0.2924845, 3358.161, 0.6305823, 2.883899, 3.004538, 0.944786, -0.006955404, 0.1922465, 0.2023305, 0.199191, 
1985:12, 6041.629, 17207.64, 0, 7.06117, 0.7488231, 13.72113, 0, 67.38199, 1.570634, 9.516247, 17.89601, 24.96751, 2.946756, 59.25616, 1991.008, 2507.411, 3326.685, 42.87166, 0.3286598, 0.2913227, 3704.999, 0.613245, 2.848179, 3.092963, 0.9471805, -0.005006814, 0.2013186, 0.2109996, 0.2080027, 
1986:1, 6025.359, 17245.17, 0, 6.893895, 0.6880686, 13.75542, 0, 67.6213, 1.485275, 9.556043, 19.24425, 25.97931, 2.942499, 54.61514, 1993.086, 1882.431, 2701.267, 40.43036, 0.3793802, 0.2915982, 3679.669, 0.610697, 2.862099, 3.270705, 0.9494715, -0.004513485, 0.2008845, 0.2107751, 0.2077066, 
1986:2, 5710.715, 16517.27, 0, 6.786901, 0.690699, 13.73319, 0, 67.7019, 1.547542, 9.539762, 19.62814, 26.54815, 2.978567, 54.45613, 1862.813, 1544.992, 2308.296, 38.27299, 0.3758111, 0.2920603, 3503.444, 0.6134861, 2.89233, 3.275724, 0.9528459, -0.004290307, 0.196998, 0.2072537, 0.2040575, 
1986:3, 5318.921, 15566.51, 0, 6.66794, 0.6716001, 13.72903, 0, 67.8818, 1.600506, 9.449119, 20.3569, 27.52253, 3.033374, 52.46877, 1700.998, 1362.236, 2057.176, 35.37753, 0.3673809, 0.2920142, 3279.64, 0.6165987, 2.926629, 3.294861, 0.9543671, -0.004209237, 0.1917971, 0.2024013, 0.1990796, 
1986:4, 4844.405, 14363.37, 0, 6.532433, 0.6244566, 13.77071, 0, 68.16277, 1.637049, 9.272597, 21.72371, 29.13092, 3.11635, 48.26929, 1506.243, 1131.95, 1745, 31.60198, 0.3535061, 0.2913529, 3005.908, 0.6204907, 2.96494, 3.339674, 0.9517823, -0.004206888, 0.1846565, 0.19559, 0.1921435, 
1986:5, 4274.276, 12844.53, 0, 6.418318, 0.5700337, 13.87215, 0, 68.43835, 1.704815, 8.996324, 23.52335, 31.19122, 3.251095, 43.62357, 1271.095, 846.8274, 1361.368, 27.44341, 0.3341763, 0.2901093, 2679.434, 0.6268742, 3.005077, 3.407138, 0.9427323, -0.004278167, 0.1742556, 0.1854457, 0.1818883, 
1986:6, 3693.652, 11252.68, 0, 6.280017, 0.6919278, 13.74173, 0, 68.32125, 2.225695, 8.739389, 21.01282, 29.69563, 3.459724, 53.05563, 1014.559, 576.506, 984.0447, 25.72676, 0.3128833, 0.290733, 2330.843, 0.6310401, 3.04649, 3.322145, 0.9523976, -0.005854923, 0.1597365, 0.1709154, 0.1673216, 
1986:7, 3325.742, 10175.26, 0, 6.317493, 0.8250374, 13.55545, 0, 67.989, 2.783945, 8.529057, 18.04288, 27.31813, 3.653227, 63.77456, 846.5829, 614.3715, 952.3926, 25.46869, 0.2928556, 0.2916548, 2106.074, 0.6332644, 3.059546, 3.221719, 0.9596932, -0.008013889, 0.1477624, 0.1586031, 0.15509, 
1986:8, 3182.273, 9716.402, 0, 6.49955, 0.9333204, 13.38507, 0, 67.5999, 3.166286, 8.415881, 15.74688, 25.34593, 3.751896, 72.37016, 775.8072, 744.3052, 1053.628, 26.58087, 0.2761565, 0.2924153, 2022.755, 0.635632, 3.05329, 3.146302, 0.9598371, -0.01001149, 0.1421313, 0.1526849, 0.1492566, 
1986:9, 3235.101, 9845.505, 0, 6.50645, 0.8574408, 13.43433, 0, 67.92522, 2.942448, 8.334107, 16.64489, 26.65613, 3.73089, 66.09692, 801.0156, 952.3889, 1273.019, 25.92132, 0.261056, 0.2902513, 2047.69, 0.6329601, 3.043337, 3.176073, 0.9530479, -0.01004742, 0.1446922, 0.155263, 0.1518428, 
1986:10, 3240.925, 9838.578, 0, 6.455603, 0.79586, 13.50981, 0, 68.21997, 2.794587, 8.224185, 17.59827, 27.70702, 3.733448, 61.16311, 806.9152, 888.8254, 1212.391, 24.74224, 0.2462954, 0.2886631, 2042.614, 0.6302564, 3.035732, 3.208595, 0.9458797, -0.01003511, 0.1453788, 0.1559206, 0.1525159, 
1986:11, 3180.116, 9634.431, 0, 6.509574, 0.8728914, 13.44118, 0, 67.99154, 3.033976, 8.150822, 16.31764, 26.41683, 3.77314, 67.11295, 775.7172, 785.7176, 1096.672, 25.30569, 0.2335331, 0.2893831, 2006.24, 0.63087, 3.029585, 3.169424, 0.9436325, -0.01132198, 0.1428295, 0.1532447, 0.1498778, 
1986:12, 3239.714, 9767.897, 0, 6.838476, 1.073313, 13.28299, 0, 67.16964, 3.4047, 8.230902, 13.59097, 23.61276, 3.725461, 81.90798, 787.7065, 900.6595, 1217.308, 29.71048, 0.2269747, 0.2921615, 2070.284, 0.639033, 3.015049, 3.079674, 0.9330281, -0.01333922, 0.1441834, 0.1545976, 0.1512385, 
1987:1, 3680.735, 10973.73, 0, 7.111669, 1.128862, 13.34254, 0, 66.86389, 3.092138, 8.460906, 13.29205, 23.38573, 3.492024, 84.60618, 969.4344, 1420.845, 1814.415, 35.27833, 0.2121227, 0.292515, 2368.467, 0.6434767, 2.981396, 3.079234, 0.9144229, -0.01364716, 0.158608, 0.169241, 0.1658521, 
1987:2, 4437.742, 12989.2, 0, 7.104956, 0.962006, 13.56102, 0, 67.30188, 2.356392, 8.713738, 15.35957, 24.76347, 3.238584, 72.06901, 1298.203, 1951.096, 2482.603, 36.68533, 0.2118509, 0.2908023, 2809.302, 0.6330476, 2.926984, 3.136364, 0.9074807, -0.01175465, 0.1774069, 0.1878567, 0.1845728, 
1987:3, 4911.885, 14224.2, 0, 7.064209, 0.8795594, 13.67142, 0, 67.47156, 2.041802, 8.871458, 16.53415, 25.15611, 3.126149, 66.54075, 1504.685, 1861.303, 2478.907, 37.39556, 0.2103124, 0.2907695, 3074.589, 0.6259488, 2.895874, 3.170345, 0.9015791, -0.01089465, 0.1860262, 0.1962784, 0.193074, 
1987:4, 5173.215, 14878.63, 0, 7.18804, 0.9454969, 13.68168, 0, 67.08667, 2.055079, 9.043044, 15.80655, 24.09723, 3.073564, 71.96044, 1611.172, 1771.149, 2432.952, 40.85561, 0.2094796, 0.2921742, 3245.805, 0.6274251, 2.876089, 3.147403, 0.8939222, -0.01133082, 0.1897396, 0.1999309, 0.1967508, 
1987:5, 5564.602, 15918.32, 0, 6.957913, 0.7569562, 13.80138, 0, 67.72963, 1.673575, 9.080545, 18.45208, 25.88024, 3.007848, 58.48827, 1791.539, 2088.276, 2824.998, 38.34212, 0.2059053, 0.2910207, 3425.026, 0.6155025, 2.86064, 3.234459, 0.8902833, -0.009739029, 0.19539, 0.2053811, 0.2022742, 
1987:6, 5442.077, 15669.07, 0, 6.768918, 0.6708264, 13.85773, 0, 68.09247, 1.565259, 9.044783, 20.25131, 27.39514, 3.020348, 51.8251, 1749.979, 1601.186, 2319.437, 35.08937, 0.1978951, 0.2907322, 3337.118, 0.6132067, 2.879246, 3.303653, 0.8870494, -0.008986978, 0.1937326, 0.2039361, 0.2007545, 
1987:7, 5015.653, 14620.8, 0, 6.588575, 0.5932469, 13.93551, 0, 68.46497, 1.529505, 8.888187, 22.41097, 29.52322, 3.086489, 45.39014, 1579.645, 1223.149, 1869.21, 30.81148, 0.1874993, 0.2900004, 3087.522, 0.6155773, 2.915033, 3.389735, 0.879963, -0.008076705, 0.1876558, 0.1982225, 0.1949085, 
1987:8, 4393.884, 13000.61, 0, 6.467741, 0.5400622, 14.05054, 0, 68.72766, 1.595011, 8.618991, 24.51187, 31.82888, 3.220146, 40.80688, 1323.691, 845.2101, 1383.583, 26.45344, 0.1752139, 0.2888608, 2737.713, 0.6230736, 2.958796, 3.48141, 0.8678081, -0.0072065, 0.1768782, 0.1878122, 0.1843518, 
1987:9, 3753.402, 11288.42, 0, 6.281178, 0.6599223, 13.92398, 0, 68.66921, 2.112841, 8.352866, 22.17876, 30.60847, 3.436442, 49.88906, 1042.346, 553.3068, 973.9148, 24.48322, 0.1632285, 0.2893508, 2355.337, 0.6275207, 3.007516, 3.413968, 0.8788821, -0.008854562, 0.1615163, 0.1725436, 0.1690117, 
1987:10, 3322.421, 10057.27, 0, 6.23385, 0.7645216, 13.77311, 0, 68.49326, 2.638459, 8.096797, 19.74362, 28.81932, 3.65797, 58.36406, 849.905, 568.6717, 909.2381, 23.45863, 0.1506758, 0.2897131, 2089.045, 0.6287719, 3.027092, 3.346003, 0.8877831, -0.01099351, 0.1479144, 0.1586285, 0.1551644, 
1987:11, 3071.424, 9298.087, 0, 6.254525, 0.8027089, 13.66885, 0, 68.42706, 2.969763, 7.877103, 18.45229, 27.81708, 3.837828, 61.97038, 738.3323, 621.7046, 916.2026, 22.64793, 0.1383075, 0.2892129, 1927.129, 0.6274383, 3.027288, 3.321373, 0.8901836, -0.01249981, 0.1384749, 0.1487692, 0.1454223, 
1987:12, 2922.166, 8826.63, 0, 6.267438, 0.8037606, 13.60838, 0, 68.47087, 3.149116, 7.70042, 17.9005, 27.43807, 3.973499, 62.62728, 672.7864, 640.4276, 908.0731, 21.86796, 0.1287321, 0.2881847, 1825.31, 0.624643, 3.020578, 3.314609, 0.8892388, -0.01333083, 0.1323169, 0.1422561, 0.1390154, 
1988:1, 2819.522, 8490.372, 0, 6.26757, 0.7986795, 13.56793, 0, 68.54715, 3.273031, 7.545659, 17.59303, 27.22273, 4.082952, 62.68075, 627.8789, 632.2828, 881.6743, 21.16968, 0.1138178, 0.2871087, 1751.918, 0.6213529, 3.011281, 3.367529, 0.887498, -0.01402144, 0.1278131, 0.1374574, 0.1343078, 
1988:2, 2751.132, 8257.713, 0, 6.334115, 0.8568364, 13.45185, 0, 68.36336, 3.538084, 7.455766, 16.27532, 25.87102, 4.159827, 67.60841, 593.7488, 618.8761, 854.5111, 21.49895, 0.107183, 0.2873648, 1704.624, 0.6196082, 3.00157, 3.334558, 0.8904099, -0.01549441, 0.1242392, 0.1336353, 0.1305638, 
1988:3, 2759.313, 8266.374, 0, 6.344156, 0.8336554, 13.45556, 0, 68.50582, 3.462333, 7.398489, 16.5253, 26.41646, 4.161898, 65.57026, 597.4237, 706.348, 944.0374, 21.22319, 0.101143, 0.2861156, 1705.631, 0.6181363, 2.995809, 3.348183, 0.8877239, -0.01529398, 0.1250011, 0.1344207, 0.1313487, 
1988:4, 2763.097, 8262.171, 0, 6.306439, 0.7960017, 13.5022, 0, 68.71842, 3.352135, 7.324807, 17.14067, 27.1959, 4.166192, 62.44973, 600.7693, 697.8134, 937.2879, 20.55022, 0.09528472, 0.2847673, 1702.391, 0.6161168, 2.990185, 3.374641, 0.8828983, -0.01476644, 0.1256224, 0.1350596, 0.1319873, 
1988:5, 2733.667, 8154.704, 0, 6.300887, 0.8157794, 13.47628, 0, 68.70694, 3.455493, 7.244607, 16.7824, 26.75726, 4.200877, 64.10385, 586.6335, 647.1244, 881.0255, 20.42213, 0.09065024, 0.2845874, 1679.294, 0.6143007, 2.983064, 3.367056, 0.8811095, -0.01520551, 0.1241569, 0.1334909, 0.1304525, 
1988:6, 2710.004, 8064.494, 0, 6.214085, 0.7425931, 13.5714, 0, 69.07697, 3.281383, 7.113577, 18.11791, 28.19734, 4.240306, 58.40412, 580.7017, 664.7852, 896.5444, 19.15209, 0.08751662, 0.2825425, 1655.486, 0.6108794, 2.975824, 3.397063, 0.8723189, -0.0139679, 0.1236266, 0.1329117, 0.1298916, 
1988:7, 2652.213, 7856.749, 0, 6.473411, 0.9793894, 13.27719, 0, 68.11762, 4.058781, 7.093611, 14.11142, 23.46438, 4.28534, 77.40141, 541.5022, 553.6043, 769.4087, 22.04175, 0.0852343, 0.2868229, 1628.703, 0.6140924, 2.962337, 3.270957, 0.880461, -0.01822689, 0.1189832, 0.1279636, 0.1250357, 
1988:8, 2828.695, 8397.367, 0, 6.489349, 0.9043738, 13.39694, 0, 68.46352, 3.551279, 7.194546, 15.45985, 25.81813, 4.101715, 69.85708, 619.7799, 914.2458, 1163.34, 22.30745, 0.08296942, 0.2848572, 1745.869, 0.6171995, 2.968637, 3.300965, 0.8776174, -0.01632463, 0.1286651, 0.1381825, 0.1351052, 
1988:9, 2968.819, 8814.67, 0, 6.435744, 0.8288609, 13.53608, 0, 68.78007, 3.163439, 7.255813, 16.85742, 27.47023, 3.973292, 63.14994, 684.0438, 892.3488, 1168.463, 21.73732, 0.08095071, 0.2836158, 1833.512, 0.6175896, 2.969083, 3.333861, 0.8728263, -0.01480087, 0.1355638, 0.1453758, 0.1422195, 
1988:10, 2988.033, 8868.701, 0, 6.354401, 0.784283, 13.61391, 0, 69.00079, 3.025054, 7.221555, 17.81383, 28.33359, 3.95687, 59.63687, 695.5137, 796.1249, 1077.037, 20.89093, 0.07879292, 0.2828617, 1840.486, 0.6159524, 2.968073, 3.356416, 0.8677272, -0.01389607, 0.1366902, 0.1465431, 0.1433763, 
1988:11, 2952.209, 8747.98, 0, 6.531155, 0.9619539, 13.44776, 0, 68.28503, 3.515729, 7.258364, 15.07921, 25.261, 3.97257, 73.24931, 669.8992, 704.068, 974.3741, 23.25086, 0.07717313, 0.2858915, 1831.903, 0.6205195, 2.963198, 3.273247, 0.8706917, -0.01658384, 0.1341262, 0.1438797, 0.1407395, 
1988:12, 3102.937, 9198.837, 0, 6.465518, 0.8461226, 13.57361, 0, 68.74304, 3.050028, 7.321678, 16.94574, 27.49978, 3.859611, 63.75894, 740.1917, 992.3239, 1292.198, 22.52118, 0.0752622, 0.2839747, 1921.2, 0.6191553, 2.964559, 3.323059, 0.8664906, -0.01450344, 0.1411361, 0.1511188, 0.1479219, 
1989:1, 3120.92, 9256.99, 0, 6.331903, 0.7403896, 13.70172, 0, 69.17113, 2.770481, 7.284368, 18.89229, 29.33328, 3.848853, 55.79066, 755.0795, 857.0292, 1162.946, 20.82272, 0.07997555, 0.282391, 1923.049, 0.6161801, 2.966109, 3.165774, 0.8581045, -0.01257401, 0.142412, 0.1524434, 0.149233, 
1989:2, 2999.314, 8897.379, 0, 6.32506, 0.8329346, 13.60195, 0, 68.87524, 3.138188, 7.226629, 17.32285, 27.56511, 3.938874, 63.27599, 698.1888, 665.0379, 947.037, 21.15478, 0.07790462, 0.2837294, 1847.091, 0.6158377, 2.966471, 3.122148, 0.861457, -0.01406565, 0.1369275, 0.1467946, 0.1436241, 
1989:3, 2966.1, 8793.422, 0, 6.403066, 0.8957425, 13.52034, 0, 68.62464, 3.336925, 7.219273, 16.26067, 26.46993, 3.964947, 68.18459, 679.8961, 747.3271, 1021.791, 21.98494, 0.07654423, 0.2846226, 1830.716, 0.617213, 2.964641, 3.091316, 0.8622558, -0.01506825, 0.1351562, 0.1449499, 0.1418001, 
1989:4, 3045.129, 9009.235, 0, 6.702566, 1.055373, 13.39905, 0, 67.88615, 3.60573, 7.351103, 14.05458, 24.21247, 3.886929, 79.68805, 703.7401, 852.5238, 1137.251, 25.62733, 0.07697288, 0.2873835, 1906.083, 0.6259449, 2.958572, 3.024105, 0.8592693, -0.01708192, 0.1376822, 0.1475586, 0.1443886, 
1989:5, 3412.979, 10041.75, 0, 7.042182, 1.158045, 13.43146, 0, 67.31637, 3.388152, 7.663791, 13.20703, 23.50179, 3.635745, 85.65272, 853.0761, 1250.317, 1598.049, 31.48677, 0.08178733, 0.2892343, 2172.2, 0.6364529, 2.942225, 2.986752, 0.8463843, -0.01720876, 0.1510995, 0.1612797, 0.1580431, 
1989:6, 4158.855, 12030.21, 0, 7.31504, 1.157291, 13.60112, 0, 67.00796, 2.81011, 8.108489, 13.55842, 23.35777, 3.322016, 84.75457, 1167.153, 1823.028, 2302.712, 38.22602, 0.08879, 0.2900592, 2655.482, 0.6385128, 2.892673, 2.991762, 0.8323403, -0.01602232, 0.1717937, 0.1819327, 0.1787534, 
1989:7, 5172.5, 14588.79, 0, 7.511725, 1.097362, 13.78531, 0, 66.77191, 2.266377, 8.567322, 14.23726, 22.81404, 3.081224, 81.79857, 1596.918, 2384.454, 3044.24, 45.18858, 0.09870858, 0.2908213, 3267.072, 0.6316233, 2.820452, 3.006645, 0.8204901, -0.01465759, 0.1904701, 0.2000851, 0.1971054, 
1989:8, 6299.635, 17338.92, 0, 7.60542, 1.007972, 13.94177, 0, 66.61626, 1.850111, 8.978447, 15.03226, 22.25414, 2.923488, 77.97829, 2076.857, 2871.569, 3731.978, 51.54601, 0.11016, 0.291586, 3910.821, 0.6208012, 2.752368, 3.027312, 0.8123122, -0.01338035, 0.2041528, 0.2131428, 0.2103788, 
1989:9, 7380.115, 19936.09, 0, 7.633329, 0.9267695, 14.05434, 0, 66.48369, 1.567442, 9.334445, 15.7144, 21.80453, 2.824557, 74.82167, 2538.018, 3217.497, 4270.072, 57.24091, 0.1227697, 0.2924478, 4508.434, 0.6108894, 2.701325, 3.047329, 0.8073226, -0.01236347, 0.2132242, 0.2217472, 0.2191388, 
1989:10, 8348.569, 22237.95, 0, 7.688977, 0.8881199, 14.12675, 0, 66.22702, 1.403401, 9.665731, 15.928, 21.20532, 2.760632, 74.61482, 2949.536, 3469.883, 4693.396, 63.76195, 0.1346525, 0.2935305, 5048.87, 0.6047587, 2.663684, 3.059449, 0.8039042, -0.0118642, 0.2192014, 0.2274453, 0.2249281, 
1989:11, 9333.93, 24593.74, 0, 7.661934, 0.8192889, 14.18868, 0, 66.14513, 1.237791, 9.947161, 16.49361, 21.01183, 2.71052, 71.76842, 3371.826, 3850.411, 5248.972, 68.7281, 0.1456646, 0.2943073, 5575.377, 0.5973237, 2.634875, 3.08462, 0.8026226, -0.01119312, 0.2239883, 0.2320159, 0.2295687, 
1989:12, 10130.6, 26593.67, 0, 7.461635, 0.7015816, 14.23054, 0, 66.41408, 1.059245, 10.13292, 17.90781, 21.68083, 2.675277, 63.77795, 3722.969, 4002.391, 5545.48, 68.70299, 0.1546343, 0.294732, 5955.322, 0.587855, 2.625085, 3.135648, 0.80345, -0.01007021, 0.2270753, 0.2350422, 0.2326142, 
1990:1, 10314, 27180.57, 0, 7.356618, 0.6624066, 14.21181, 0, 66.47116, 1.004471, 10.29353, 18.53547, 22.04879, 2.665187, 61.00055, 3808.895, 3564.071, 5140.26, 68.1323, 0.1210546, 0.2955875, 6042.468, 0.5858514, 2.635309, 3.207687, 0.807709, -0.01012253, 0.2273048, 0.2355289, 0.2330172, 
1990:2, 10194.94, 27065, 0, 7.273106, 0.6429065, 14.16973, 0, 66.51169, 0.9898745, 10.41269, 18.97446, 22.42358, 2.665938, 59.29322, 3764.853, 3298.234, 4853.378, 66.67584, 0.125623, 0.2963968, 5977.508, 0.5863214, 2.65475, 3.232044, 0.8134225, -0.009800342, 0.2263857, 0.2349587, 0.2323331, 
1990:3, 9878.254, 26486.23, 0, 7.159379, 0.6137994, 14.12737, 0, 66.64941, 0.9765006, 10.47355, 19.66937, 23.10272, 2.67342, 56.27379, 3638.713, 3044.933, 4544.988, 63.53119, 0.1299387, 0.2970049, 5800.63, 0.5872121, 2.681267, 3.260702, 0.8188559, -0.009341692, 0.2247063, 0.2336736, 0.2309182, 
1990:4, 9343.404, 25351.77, 0, 7.140378, 0.6354165, 14.05228, 0, 66.60394, 1.033695, 10.5343, 19.53407, 23.26894, 2.6924, 57.35714, 3412.932, 2667.707, 4071.459, 61.31955, 0.1337182, 0.2978377, 5533.803, 0.5922684, 2.713334, 3.262578, 0.8280098, -0.009422425, 0.2219178, 0.2313608, 0.2284475, 
1990:5, 8857.149, 24256.97, 0, 7.251522, 0.7129693, 13.95513, 0, 66.29969, 1.154954, 10.62574, 18.35866, 22.6169, 2.714945, 63.31886, 3199.049, 2522.089, 3835.28, 61.90904, 0.1372721, 0.2988742, 5317.037, 0.6003101, 2.738688, 3.233823, 0.84036, -0.01020569, 0.2191281, 0.2289769, 0.2259271, 
1990:6, 8673.37, 23896.87, 0, 7.172531, 0.676254, 13.93512, 0, 66.46371, 1.128921, 10.62348, 18.94949, 23.20054, 2.722102, 59.8341, 3126.443, 2738.01, 4020.1, 59.70355, 0.1417261, 0.2988614, 5205.67, 0.60019, 2.7552, 3.253898, 0.8464005, -0.009817287, 0.2180794, 0.2280874, 0.2249838, 
1990:7, 8348.55, 23191.43, 0, 7.126166, 0.6688987, 13.89765, 0, 66.52829, 1.147864, 10.63114, 19.16146, 23.57246, 2.737232, 58.63756, 2991.359, 2478.563, 3703.352, 57.45982, 0.1476253, 0.2991163, 5030.85, 0.6026016, 2.777899, 3.258916, 0.8551178, -0.00966188, 0.2161025, 0.2263681, 0.2231767, 
1990:8, 7970.766, 22324.62, 0, 7.163863, 0.7117355, 13.82911, 0, 66.39603, 1.233478, 10.66577, 18.53514, 23.33101, 2.759026, 61.62362, 2827.354, 2288.608, 3444.334, 56.79353, 0.1555745, 0.2996625, 4845.493, 0.6079081, 2.800812, 3.233813, 0.8675358, -0.009987518, 0.2136103, 0.2241489, 0.2208635, 
1990:9, 7726.992, 21782.27, 0, 7.121618, 0.7004213, 13.79753, 0, 66.47723, 1.24539, 10.65781, 18.74258, 23.67974, 2.773513, 60.22712, 2725.767, 2330.732, 3443.721, 55.03601, 0.1636604, 0.2996268, 4709.233, 0.6094523, 2.818985, 3.235604, 0.8771195, -0.009764954, 0.2120097, 0.2226941, 0.2193579, 
1990:10, 7459.081, 21140.67, 0, 7.216766, 0.7685937, 13.72306, 0, 66.21664, 1.357344, 10.71758, 17.65683, 23.01016, 2.79337, 65.46585, 2604.815, 2182.586, 3244.896, 55.95208, 0.1726026, 0.3002208, 4589.306, 0.6152643, 2.83422, 3.198243, 0.8904022, -0.01031603, 0.2099991, 0.2208584, 0.2174609, 
1990:11, 7412.95, 21083.9, 0, 7.077743, 0.6863574, 13.74186, 0, 66.56087, 1.263222, 10.66993, 18.91275, 24.07731, 2.794795, 58.52934, 2593.884, 2395.446, 3453.059, 52.99139, 0.1817333, 0.299414, 4534.296, 0.6116723, 2.844199, 3.23427, 0.8965446, -0.009364998, 0.2099143, 0.220748, 0.2173593, 
1990:12, 7096.85, 20349.48, 0, 7.049552, 0.6989123, 13.69949, 0, 66.56732, 1.317051, 10.66768, 18.81629, 24.24789, 2.817607, 59.03447, 2459.716, 2021.725, 3022.942, 51.22964, 0.1917526, 0.2995944, 4364.547, 0.6149979, 2.867397, 3.22894, 0.9078348, -0.009247304, 0.2074531, 0.2184925, 0.215031, 
1991:1, 6771.283, 19583.28, 0, 6.975957, 0.6818159, 13.67783, 0, 66.712, 1.334971, 10.61744, 19.24263, 24.86642, 2.84332, 57.00519, 2324.466, 1919.984, 2864.592, 48.56362, 0.166504, 0.2993857, 4178.21, 0.6170486, 2.892107, 3.329536, 0.9176692, -0.009655722, 0.2048139, 0.2160269, 0.2125029, 
1991:2, 6356.346, 18592.6, 0, 6.84513, 0.6294617, 13.68826, 0, 66.99895, 1.320899, 10.51729, 20.44002, 26.18821, 2.879238, 51.99754, 2155.651, 1709.549, 2583.462, 44.36138, 0.1715727, 0.298829, 3934.726, 0.6190233, 2.925046, 3.375578, 0.9237031, -0.00894769, 0.2011363, 0.2125701, 0.2089651, 
