Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2003:9, 5179.193, 15401.42, 0, 6.945301, 0.8174352, 13.42617, 0, 66.90704, 1.868951, 10.0351, 17.14757, 25.05443, 3.059081, 64.61561, 1628.44, 1604.066, 2265.542, 40.41908, 0.454015, 0.2949227, 3263.392, 0.6300967, 2.973711, 3.193958, 1.028974, -0.002905049, 0.1892618, 0.2002234, 0.1967704, 
2003:10, 5180.365, 15399.18, 0, 6.945786, 0.8176343, 13.43069, 0, 66.91369, 1.86912, 10.02306, 17.15598, 25.06063, 3.058901, 64.61035, 1628.928, 1603.986, 2265.754, 40.39567, 0.4545701, 0.2949106, 3263.719, 0.6300172, 2.972604, 3.191463, 1.027805, -0.002687691, 0.1892707, 0.2002278, 0.1967763, 
2003:11, 5187.698, 15412.9, 0, 6.947622, 0.8174912, 13.43566, 0, 66.91742, 1.867082, 10.01473, 17.1538, 25.0551, 3.057672, 64.58952, 1632.027, 1604.702, 2267.84, 40.41397, 0.4552054, 0.2948933, 3267.655, 0.6298853, 2.971049, 3.187848, 1.03045, -0.002468926, 0.1893735, 0.2003219, 0.1968736, 
2003:12, 5174.57, 15382, 0, 6.945409, 0.817964, 13.43183, 0, 66.91828, 1.87136, 10.01516, 17.15876, 25.06893, 3.059937, 64.6178, 1626.453, 1602.69, 2263.467, 40.38467, 0.4555926, 0.2949133, 3260.246, 0.6300516, 2.972615, 3.184601, 1.028127, -0.002275385, 0.1891643, 0.2001249, 0.1966721, 
2004:1, 5181.736, 15400.73, 0, 6.944492, 0.8179819, 13.43259, 0, 66.91566, 1.872314, 10.01696, 17.16103, 25.06366, 3.058629, 64.64616, 1629.491, 1603.697, 2265.77, 40.37333, 0.4943335, 0.2949066, 3264.194, 0.6299421, 2.972117, 3.16928, 1.027859, -0.0004638954, 0.1892667, 0.2002217, 0.196771, 
2004:2, 5180.173, 15394.97, 0, 6.944271, 0.8181171, 13.43391, 0, 66.91859, 1.87282, 10.01229, 17.16451, 25.06765, 3.058905, 64.64597, 1628.827, 1603.374, 2265.189, 40.35878, 0.4915098, 0.2949057, 3263.163, 0.6299331, 2.971902, 3.169045, 1.027071, -0.0005795097, 0.1892338, 0.2001892, 0.1967383, 
2004:3, 5184.119, 15402.79, 0, 6.944906, 0.8180273, 13.43634, 0, 66.9202, 1.871377, 10.00915, 17.16293, 25.06414, 3.058228, 64.63308, 1630.505, 1603.801, 2266.331, 40.36713, 0.4877053, 0.2948984, 3265.281, 0.6298622, 2.97115, 3.169729, 1.028195, -0.0008368136, 0.1892873, 0.2002388, 0.1967894, 
2004:4, 5175.448, 15381.75, 0, 6.943511, 0.8183773, 13.43447, 0, 66.92146, 1.873943, 10.00823, 17.16802, 25.07393, 3.059714, 64.64875, 1626.832, 1602.535, 2263.499, 40.34018, 0.4834365, 0.2949103, 3260.372, 0.629969, 2.972062, 3.171235, 1.025879, -0.001151832, 0.1891497, 0.2001091, 0.1966567, 
2004:5, 5211.203, 15468.34, 0, 6.952936, 0.8171839, 13.44258, 0, 66.91079, 1.862186, 10.01433, 17.1331, 25.02213, 3.053586, 64.58906, 1641.996, 1607.167, 2274.474, 40.48201, 0.4803317, 0.2948714, 3281.254, 0.6296539, 2.968287, 3.169472, 1.038119, -0.001467149, 0.18969, 0.2006209, 0.1971793, 
2004:6, 5164.261, 15380.47, 0, 6.939536, 0.8169402, 13.41055, 0, 66.88952, 1.873478, 10.06998, 17.11495, 25.04399, 3.061562, 64.6324, 1622.174, 1600.19, 2258.684, 40.48705, 0.4772508, 0.2949881, 3255.587, 0.6304071, 2.978251, 3.166957, 1.036591, -0.001806034, 0.1889759, 0.1999688, 0.1965048, 
2004:7, 5163.714, 15371.99, 0, 6.939272, 0.8178314, 13.41634, 0, 66.89926, 1.874978, 10.05231, 17.1345, 25.05598, 3.061655, 64.66889, 1621.907, 1601.256, 2259.772, 40.45153, 0.4737639, 0.2949718, 3254.778, 0.6303173, 2.976924, 3.17132, 1.032436, -0.002151096, 0.1889721, 0.1999591, 0.1964971, 
2004:8, 5176.844, 15410.67, 0, 6.935845, 0.8171092, 13.41479, 0, 66.89423, 1.869654, 10.06838, 17.14132, 25.04477, 3.05922, 64.64945, 1627.561, 1603.267, 2264.032, 40.42554, 0.4699438, 0.2949749, 3262.091, 0.6301313, 2.976847, 3.175789, 1.030013, -0.002516539, 0.1891739, 0.2001563, 0.1966962, 
2004:9, 5182.579, 15425.01, 0, 6.935168, 0.8168057, 13.41625, 0, 66.89472, 1.867267, 10.0698, 17.14553, 25.04227, 3.058184, 64.62917, 1630.03, 1603.811, 2265.592, 40.40726, 0.4658967, 0.2949703, 3265.199, 0.6300337, 2.976319, 3.179693, 1.028664, -0.002898392, 0.1892608, 0.2002397, 0.1967811, 
2004:10, 5184.979, 15430.86, 0, 6.935051, 0.8166309, 13.41707, 0, 66.89485, 1.866015, 10.07039, 17.14583, 25.04055, 3.05775, 64.61433, 1631.07, 1603.811, 2266.01, 40.39653, 0.4618754, 0.2949689, 3266.519, 0.6299965, 2.976069, 3.182949, 1.028073, -0.0032766, 0.1892964, 0.2002744, 0.1968161, 
2004:11, 5182.874, 15425.88, 0, 6.934686, 0.8166681, 13.41668, 0, 66.89492, 1.866314, 10.07075, 17.14694, 25.04243, 3.058097, 64.61238, 1630.191, 1603.295, 2265.103, 40.37822, 0.4579238, 0.2949734, 3265.355, 0.6300279, 2.976318, 3.185917, 1.026696, -0.003622028, 0.1892634, 0.2002443, 0.196785, 
2004:12, 5211.275, 15493.13, 0, 6.943732, 0.8157893, 13.42422, 0, 66.88643, 1.857187, 10.07262, 17.11304, 25.00015, 3.053274, 64.56387, 1642.219, 1606.842, 2273.705, 40.49956, 0.4553705, 0.2949392, 3282.025, 0.629793, 2.973002, 3.184729, 1.037351, -0.003912531, 0.1896943, 0.2006517, 0.1972013, 
2005:1, 5162.975, 15400.84, 0, 6.931856, 0.815852, 13.39272, 0, 66.86515, 1.870065, 10.12435, 17.10132, 25.02248, 3.061466, 64.63042, 1621.808, 1599.793, 2257.625, 40.47168, 0.4633739, 0.2950577, 3255.805, 0.6306064, 2.98294, 3.168649, 1.033209, -0.00319463, 0.1889649, 0.1999848, 0.1965117, 
2005:2, 5187.156, 15454.63, 0, 6.934464, 0.8156117, 13.40248, 0, 66.86832, 1.86311, 10.11601, 17.09602, 25.00271, 3.05727, 64.61182, 1632.051, 1604.031, 2266.249, 40.52536, 0.4618949, 0.295018, 3269.049, 0.6302199, 2.979403, 3.17031, 1.036544, -0.003288018, 0.189339, 0.2003349, 0.1968707, 
2005:3, 5164.867, 15396.36, 0, 6.933328, 0.8166126, 13.40032, 0, 66.87533, 1.87087, 10.10353, 17.10954, 25.02859, 3.061194, 64.65189, 1622.555, 1601.281, 2259.583, 40.49256, 0.4612981, 0.2950342, 3256.369, 0.6304845, 2.980978, 3.169211, 1.032283, -0.003262479, 0.1890005, 0.2000122, 0.196542, 
2005:4, 5175.912, 15421.93, 0, 6.932063, 0.8164403, 13.40449, 0, 66.87883, 1.867564, 10.10062, 17.12189, 25.02613, 3.059207, 64.6426, 1627.27, 1603.207, 2263.516, 40.46598, 0.4612242, 0.2950203, 3262.199, 0.6302655, 2.979557, 3.169801, 1.029523, -0.003139708, 0.1891686, 0.2001706, 0.196704, 
2005:5, 5188.207, 15446.71, 0, 6.934183, 0.8161723, 13.41154, 0, 66.88368, 1.864042, 10.09036, 17.122, 25.01926, 3.057114, 64.61243, 1632.481, 1604.729, 2267.314, 40.48566, 0.4621558, 0.2949946, 3268.817, 0.6300476, 2.977274, 3.167592, 1.031219, -0.002926556, 0.1893529, 0.2003414, 0.1968798, 
2005:6, 5167.99, 15395.4, 0, 6.933355, 0.8171565, 13.40869, 0, 66.8876, 1.871212, 10.08199, 17.1401, 25.04461, 3.060612, 64.6616, 1623.886, 1601.789, 2260.806, 40.40588, 0.4630438, 0.295017, 3257.543, 0.6303308, 2.978992, 3.165394, 1.024214, -0.002697825, 0.1890398, 0.200044, 0.1965764, 
2005:7, 5208.533, 15543.49, 0, 6.920835, 0.8130361, 13.38093, 0, 66.83357, 1.851929, 10.19969, 17.0979, 24.96633, 3.05301, 64.5815, 1641.45, 1606.305, 2271.769, 40.41234, 0.4641754, 0.2951046, 3281.977, 0.6301154, 2.984236, 3.162704, 1.02777, -0.002410631, 0.1896454, 0.2006608, 0.1971907, 
2005:8, 5193.695, 15504.78, 0, 6.92245, 0.8133868, 13.37889, 0, 66.83468, 1.856714, 10.19385, 17.08357, 24.97306, 3.05567, 64.58578, 1635.105, 1603.768, 2266.602, 40.43224, 0.4655948, 0.2951161, 3273.792, 0.6303397, 2.985309, 3.156885, 1.030273, -0.002130175, 0.1894144, 0.2004412, 0.1969668, 
2005:9, 5179.807, 15456.08, 0, 6.925782, 0.8146728, 13.3866, 0, 66.85075, 1.863177, 10.15902, 17.08834, 24.99372, 3.058277, 64.61382, 1629.087, 1602.386, 2262.976, 40.44568, 0.4670496, 0.295093, 3265.416, 0.6304126, 2.983912, 3.152625, 1.030744, -0.001836865, 0.1891998, 0.2002253, 0.1967509, 
2005:10, 5168.03, 15407.9, 0, 6.929369, 0.8163355, 13.39888, 0, 66.87337, 1.869791, 10.11225, 17.11175, 25.02366, 3.060514, 64.65305, 1623.962, 1601.65, 2260.458, 40.41719, 0.4681533, 0.295057, 3257.937, 0.6304021, 2.981387, 3.150712, 1.027261, -0.001549768, 0.189017, 0.2000351, 0.1965628, 
2005:11, 5174.167, 15409.11, 0, 6.931364, 0.8169687, 13.4114, 0, 66.89027, 1.869627, 10.08037, 17.13218, 25.03653, 3.059529, 64.6514, 1626.513, 1603.05, 2263.184, 40.39054, 0.4689594, 0.2950164, 3260.525, 0.6301546, 2.978084, 3.150171, 1.024554, -0.001260201, 0.1891063, 0.2001079, 0.1966414, 
2005:12, 5184.596, 15423.41, 0, 6.934524, 0.8170787, 13.42267, 0, 66.90236, 1.867407, 10.05596, 17.13951, 25.03811, 3.057812, 64.6244, 1630.9, 1604.444, 2266.616, 40.40444, 0.4698026, 0.2949778, 3265.794, 0.6299033, 2.974853, 3.148065, 1.02582, -0.0009786406, 0.1892598, 0.2002442, 0.1967839, 
2006:1, 5173.855, 15393.44, 0, 6.93588, 0.8181112, 13.42321, 0, 66.90508, 1.873517, 10.04422, 17.1517, 25.05663, 3.059692, 64.66667, 1626.306, 1602.756, 2263.107, 40.37132, 0.4937342, 0.2949777, 3259.899, 0.6300716, 2.975235, 3.178181, 1.022685, -0.001635794, 0.1890989, 0.2000858, 0.1966242, 
2006:2, 5179.802, 15403.12, 0, 6.935865, 0.8181653, 13.42875, 0, 66.91191, 1.872077, 10.03324, 17.16251, 25.05954, 3.058658, 64.65598, 1628.832, 1603.531, 2265.022, 40.34585, 0.493351, 0.294961, 3262.809, 0.6299099, 2.973689, 3.176646, 1.020833, -0.001484432, 0.1891821, 0.200161, 0.1967024, 
2006:3, 5176.794, 15392.34, 0, 6.935253, 0.8185373, 13.43117, 0, 66.91748, 1.873535, 10.02404, 17.17667, 25.07071, 3.059165, 64.66679, 1627.558, 1602.908, 2263.921, 40.28887, 0.4930774, 0.2949587, 3260.862, 0.6298999, 2.973335, 3.175187, 1.016495, -0.001357713, 0.1891279, 0.2001072, 0.1966483, 
2006:4, 5201.456, 15461.85, 0, 6.934409, 0.8169926, 13.42967, 0, 66.90514, 1.863987, 10.04979, 17.15816, 25.03614, 3.054797, 64.60913, 1638.108, 1605.671, 2270.936, 40.32191, 0.4928172, 0.2949556, 3274.986, 0.6296287, 2.972601, 3.17206, 1.021549, -0.001258467, 0.1894941, 0.2004621, 0.1970078, 
2006:5, 5179.829, 15419.88, 0, 6.929655, 0.8170613, 13.41619, 0, 66.89571, 1.869568, 10.07181, 17.15097, 25.04511, 3.05846, 64.6374, 1628.969, 1602.127, 2263.35, 40.30247, 0.4926422, 0.2950094, 3263.295, 0.6300005, 2.976909, 3.167713, 1.020182, -0.001195882, 0.1891569, 0.2001531, 0.1966886, 
2006:6, 5180.149, 15413.04, 0, 6.930691, 0.8176143, 13.42232, 0, 66.90463, 1.870541, 10.05421, 17.15858, 25.05213, 3.058458, 64.64848, 1629.064, 1602.543, 2263.94, 40.28409, 0.4918849, 0.2949912, 3263.036, 0.6299116, 2.975404, 3.16674, 1.018995, -0.001196652, 0.1891563, 0.2001463, 0.1966839, 
2006:7, 5185.335, 15420.21, 0, 6.932162, 0.8177152, 13.42781, 0, 66.91034, 1.869292, 10.04268, 17.15884, 25.05105, 3.05761, 64.63771, 1631.241, 1603.372, 2265.77, 40.29227, 0.4890668, 0.2949726, 3265.645, 0.6297846, 2.973812, 3.16691, 1.02006, -0.001423809, 0.1892299, 0.2002119, 0.1967524, 
2006:8, 5206.013, 15464.26, 0, 6.942019, 0.8173471, 13.43674, 0, 66.90726, 1.863169, 10.03345, 17.12861, 25.01951, 3.054184, 64.60293, 1639.948, 1606.003, 2272.146, 40.42648, 0.4862939, 0.294935, 3277.821, 0.6296222, 2.970461, 3.164337, 1.030928, -0.001715468, 0.1895423, 0.2005034, 0.1970517, 
2006:9, 5155.772, 15360.1, 0, 6.931106, 0.8178537, 13.41051, 0, 66.89504, 1.876859, 10.06863, 17.12738, 25.05265, 3.062803, 64.66766, 1618.683, 1598.985, 2255.866, 40.38938, 0.4834173, 0.2950365, 3250.116, 0.6303839, 2.979205, 3.162007, 1.025903, -0.002016704, 0.188777, 0.1997959, 0.196323, 
2006:10, 5171.018, 15399.27, 0, 6.927722, 0.8176108, 13.41315, 0, 66.89597, 1.871901, 10.07365, 17.14149, 25.04535, 3.060009, 64.6687, 1625.202, 1602.027, 2261.616, 40.35728, 0.480439, 0.2950253, 3258.251, 0.6300986, 2.977995, 3.166139, 1.022372, -0.002257534, 0.1890146, 0.2000226, 0.1965539, 
2006:11, 5178.607, 15412.18, 0, 6.927779, 0.8176481, 13.41972, 0, 66.90388, 1.869817, 10.06114, 17.15409, 25.04887, 3.058694, 64.65277, 1628.425, 1603.19, 2264.23, 40.33108, 0.4774521, 0.2950028, 3262.01, 0.6299011, 2.976125, 3.169042, 1.019967, -0.002473435, 0.1891309, 0.2001286, 0.1966637, 
2006:12, 5178.153, 15406.03, 0, 6.927958, 0.8179212, 13.424, 0, 66.91094, 1.870285, 10.04889, 17.16786, 25.05857, 3.058777, 64.64973, 1628.234, 1602.957, 2263.999, 40.28473, 0.47451, 0.2949924, 3261.439, 0.629846, 2.975199, 3.171059, 1.016146, -0.002649929, 0.1891216, 0.2001164, 0.1966525, 
2007:1, 5197.743, 15453.05, 0, 6.931378, 0.8170871, 13.42955, 0, 66.9084, 1.861367, 10.05221, 17.15698, 25.03789, 3.05538, 64.57842, 1636.599, 1605.19, 2269.71, 40.31628, 0.4501913, 0.294972, 3272.648, 0.6296287, 2.973031, 3.209497, 1.020007, -0.004230246, 0.1894144, 0.2003943, 0.1969361, 
2007:2, 5177.667, 15408.39, 0, 6.928682, 0.8174454, 13.42153, 0, 66.90582, 1.86706, 10.05947, 17.15637, 25.05173, 3.058837, 64.60267, 1628.089, 1602.001, 2262.86, 40.29307, 0.4478047, 0.2950072, 3261.594, 0.6299351, 2.975932, 3.20742, 1.017844, -0.004368654, 0.1891055, 0.2001069, 0.1966407, 
2007:3, 5181.333, 15411.92, 0, 6.929251, 0.8177119, 13.4268, 0, 66.91234, 1.866448, 10.04745, 17.16253, 25.05426, 3.058223, 64.60257, 1629.627, 1602.753, 2264.346, 40.27756, 0.4451709, 0.294991, 3263.283, 0.6298154, 2.974509, 3.208405, 1.016675, -0.004518642, 0.1891592, 0.2001536, 0.1966899, 
2007:4, 5181.788, 15408.65, 0, 6.929821, 0.8179388, 13.43049, 0, 66.91766, 1.866603, 10.03748, 17.16722, 25.05832, 3.058171, 64.60042, 1629.807, 1602.852, 2264.587, 40.26325, 0.4422156, 0.294981, 3263.283, 0.6297601, 2.973617, 3.209054, 1.01558, -0.00469269, 0.1891629, 0.2001541, 0.1966915, 
2007:5, 5196.903, 15440.24, 0, 6.934796, 0.8176151, 13.4378, 0, 66.9189, 1.862001, 10.02889, 17.15225, 25.04021, 3.055639, 64.56728, 1636.191, 1604.784, 2269.272, 40.33009, 0.4396638, 0.2949519, 3271.82, 0.6295712, 2.971047, 3.207656, 1.021546, -0.004858558, 0.1893913, 0.2003669, 0.1969101, 
2007:6, 5175.904, 15395.46, 0, 6.931405, 0.8178413, 13.42762, 0, 66.91409, 1.86769, 10.04136, 17.14387, 25.05125, 3.059274, 64.58968, 1627.284, 1601.721, 2262.343, 40.34883, 0.4370959, 0.2949919, 3260.276, 0.6298949, 2.974448, 3.205189, 1.021795, -0.005037125, 0.1890714, 0.2000708, 0.1966053, 
2007:7, 5166.599, 15365.11, 0, 6.931752, 0.8188714, 13.43166, 0, 66.9242, 1.871983, 10.02153, 17.16094, 25.07008, 3.060932, 64.6278, 1623.289, 1601.105, 2260.184, 40.31012, 0.4354319, 0.2949853, 3254.681, 0.6299465, 2.973931, 3.204993, 1.017372, -0.005073123, 0.1889304, 0.1999315, 0.1964652, 
2007:8, 5178.448, 15399.53, 0, 6.928566, 0.8182216, 13.43059, 0, 66.92042, 1.867426, 10.03478, 17.16778, 25.06044, 3.058745, 64.61092, 1628.387, 1602.894, 2264.015, 40.28087, 0.4348743, 0.2949874, 3261.215, 0.6297669, 2.973773, 3.204239, 1.014769, -0.004982178, 0.1891094, 0.2001059, 0.1966415, 
2007:9, 5188.052, 15420.29, 0, 6.9294, 0.8178789, 13.435, 0, 66.92334, 1.864384, 10.03001, 17.16713, 25.05404, 3.057099, 64.58318, 1632.468, 1603.975, 2266.853, 40.28783, 0.4349286, 0.2949708, 3266.368, 0.6295942, 2.972269, 3.201355, 1.015874, -0.004844973, 0.1892518, 0.2002392, 0.1967782, 
2007:10, 5183.587, 15407.3, 0, 6.929726, 0.8180398, 13.43552, 0, 66.92603, 1.865975, 10.0247, 17.16584, 25.05848, 3.057914, 64.58371, 1630.555, 1603.094, 2265.205, 40.29257, 0.4350286, 0.2949721, 3263.771, 0.6296356, 2.972323, 3.197294, 1.016323, -0.004722425, 0.1891791, 0.2001694, 0.1967073, 
2007:11, 5176.515, 15387.48, 0, 6.929236, 0.8184968, 13.43597, 0, 66.93023, 1.868725, 10.01734, 17.17298, 25.06889, 3.059156, 64.60246, 1627.536, 1602.17, 2263.062, 40.26617, 0.4349527, 0.294976, 3259.639, 0.6296976, 2.972556, 3.194545, 1.013885, -0.004615986, 0.1890668, 0.2000615, 0.1965977, 
2007:12, 5183.857, 15406.69, 0, 6.928241, 0.8181604, 13.43682, 0, 66.92956, 1.866124, 10.02108, 17.17361, 25.06233, 3.057845, 64.58934, 1630.676, 1603.173, 2265.36, 40.25833, 0.4347149, 0.2949726, 3263.634, 0.6295764, 2.972052, 3.192641, 1.013553, -0.004522562, 0.1891743, 0.2001647, 0.1967026, 
2008:1, 5183.296, 15400.41, 0, 6.929389, 0.8181496, 13.44085, 0, 66.93737, 1.861711, 10.01252, 17.1751, 25.06537, 3.058014, 64.53139, 1630.456, 1603.016, 2265.135, 40.25879, 0.3793004, 0.2949665, 3263.098, 0.6295412, 2.971161, 3.238096, 1.01365, -0.0070307, 0.1891582, 0.2001472, 0.1966855, 
2008:2, 5181.953, 15397.1, 0, 6.929029, 0.8181878, 13.44057, 0, 66.93789, 1.862118, 10.01221, 17.17476, 25.06619, 3.05825, 64.53333, 1629.884, 1602.763, 2264.642, 40.25676, 0.3787562, 0.2949694, 3262.304, 0.6295511, 2.971292, 3.236128, 1.013437, -0.007018265, 0.1891352, 0.200126, 0.1966637, 
2008:3, 5181.941, 15397.07, 0, 6.928696, 0.8181883, 13.44057, 0, 66.93829, 1.862078, 10.01218, 17.17438, 25.06584, 3.058251, 64.53356, 1629.88, 1602.752, 2264.628, 40.25557, 0.3779704, 0.2949708, 3262.248, 0.6295417, 2.971295, 3.234673, 1.013267, -0.00701974, 0.1891329, 0.2001244, 0.1966618, 
2008:4, 5181.802, 15396.75, 0, 6.9284, 0.8181909, 13.44054, 0, 66.9386, 1.862089, 10.01217, 17.17389, 25.06554, 3.058273, 64.5339, 1629.822, 1602.732, 2264.58, 40.25495, 0.377458, 0.2949722, 3262.13, 0.6295358, 2.971312, 3.232813, 1.013087, -0.006992399, 0.1891288, 0.200121, 0.1966583, 
2008:5, 5182.657, 15398.43, 0, 6.928422, 0.8181631, 13.44102, 0, 66.93917, 1.861823, 10.01142, 17.17225, 25.06411, 3.058133, 64.53146, 1630.181, 1602.854, 2264.859, 40.26096, 0.3771442, 0.2949714, 3262.559, 0.6295147, 2.971147, 3.230689, 1.013445, -0.006954266, 0.18914, 0.2001319, 0.1966693, 
2008:6, 5182.198, 15396.46, 0, 6.928662, 0.8182008, 13.44148, 0, 66.94014, 1.862058, 10.00946, 17.1701, 25.06377, 3.058234, 64.5312, 1629.975, 1602.807, 2264.741, 40.27182, 0.3770625, 0.2949707, 3262.254, 0.6295117, 2.971028, 3.228119, 1.014093, -0.00689885, 0.1891318, 0.200124, 0.1966612, 
2008:7, 5178.236, 15386.01, 0, 6.928305, 0.8184107, 13.44115, 0, 66.94177, 1.863542, 10.00682, 17.17204, 25.06823, 3.058933, 64.54117, 1628.283, 1602.35, 2263.592, 40.26794, 0.377463, 0.2949744, 3259.966, 0.6295515, 2.971284, 3.225687, 1.013389, -0.006843532, 0.1890699, 0.2000652, 0.1966013, 
2008:8, 5213.352, 15468.74, 0, 6.940028, 0.8174063, 13.45044, 0, 66.93183, 1.852709, 10.00759, 17.13247, 25.01605, 3.052988, 64.48959, 1643.133, 1606.969, 2274.49, 40.43574, 0.3784188, 0.2949301, 3280.592, 0.6292672, 2.967139, 3.219986, 1.027371, -0.006826212, 0.1896045, 0.2005696, 0.1971171, 
2008:9, 5155.101, 15357.83, 0, 6.924572, 0.8173336, 13.41218, 0, 66.90746, 1.867437, 10.071, 17.11952, 25.04585, 3.062901, 64.55656, 1618.521, 1598.557, 2255.199, 40.4134, 0.379029, 0.2950724, 3248.809, 0.6302125, 2.979152, 3.213229, 1.023239, -0.006851441, 0.1887183, 0.1997588, 0.1962788, 
2008:10, 5171.831, 15400.29, 0, 6.921854, 0.8170943, 13.41513, 0, 66.90807, 1.862407, 10.07546, 17.12885, 25.03557, 3.059876, 64.56139, 1625.648, 1601.995, 2261.625, 40.4087, 0.3792328, 0.2950581, 3257.79, 0.6299103, 2.977725, 3.216064, 1.021635, -0.006861825, 0.1889816, 0.2000094, 0.1965343, 
2008:11, 5182.29, 15418.14, 0, 6.92439, 0.8171225, 13.42347, 0, 66.91602, 1.859912, 10.05909, 17.13144, 25.03314, 3.058136, 64.54252, 1630.049, 1603.684, 2265.313, 40.44066, 0.3793193, 0.2950258, 3263.246, 0.629692, 2.97516, 3.216787, 1.023468, -0.006881927, 0.1891457, 0.2001587, 0.196689, 
2008:12, 5170.214, 15384.91, 0, 6.924008, 0.8177261, 13.42367, 0, 66.92242, 1.864297, 10.04788, 17.1431, 25.05067, 3.060277, 64.56218, 1624.898, 1602.048, 2261.594, 40.41811, 0.37914, 0.2950304, 3256.278, 0.6298149, 2.975681, 3.216558, 1.02063, -0.006911679, 0.1889632, 0.1999834, 0.1965109, 
2009:1, 5176.532, 15409.87, 0, 6.922467, 0.8178231, 13.4177, 0, 66.9082, 1.867725, 10.06607, 17.14958, 25.04487, 3.058986, 64.63907, 1627.599, 1602.845, 2263.449, 40.37595, 0.4594317, 0.2950413, 3260.42, 0.6298463, 2.976872, 3.211881, 1.017106, -0.003201629, 0.1890806, 0.2000966, 0.1966256, 
2009:2, 5204.533, 15481.41, 0, 6.925774, 0.8165337, 13.42153, 0, 66.89956, 1.857834, 10.07878, 17.12659, 25.00875, 3.054129, 64.57922, 1639.518, 1606.185, 2271.718, 40.44697, 0.4570515, 0.2950192, 3276.46, 0.6295397, 2.974601, 3.209394, 1.024022, -0.003314185, 0.1895028, 0.2005003, 0.1970365, 
2009:3, 5179.958, 15432.75, 0, 6.921084, 0.8164378, 13.40666, 0, 66.88961, 1.863867, 10.10233, 17.1104, 25.01666, 3.058347, 64.594, 1629.118, 1602.238, 2263.188, 40.47237, 0.4550399, 0.2950758, 3263.128, 0.6299526, 2.979319, 3.204355, 1.025073, -0.003418683, 0.1891269, 0.2001563, 0.1966809, 
2009:4, 5168.079, 15396.91, 0, 6.920897, 0.8174384, 13.40927, 0, 66.89924, 1.8688, 10.08436, 17.1239, 25.03482, 3.060469, 64.63174, 1624.024, 1601.244, 2260.186, 40.44472, 0.453018, 0.2950733, 3256.077, 0.6300362, 2.979232, 3.203171, 1.021658, -0.003514955, 0.1889455, 0.1999796, 0.1965022, 
2009:5, 5177.278, 15419.34, 0, 6.919363, 0.8172451, 13.4118, 0, 66.90111, 1.865818, 10.08468, 17.13196, 25.03091, 3.058811, 64.62462, 1627.954, 1602.864, 2263.46, 40.42386, 0.4509981, 0.2950645, 3260.944, 0.6298569, 2.978271, 3.203343, 1.019552, -0.003588952, 0.1890851, 0.2001124, 0.1966377, 
2009:6, 5181.306, 15426.99, 0, 6.919122, 0.817169, 13.41468, 0, 66.90461, 1.864524, 10.07989, 17.13721, 25.03147, 3.058109, 64.61263, 1629.672, 1603.346, 2264.701, 40.40782, 0.4487819, 0.2950559, 3262.958, 0.6297559, 2.977433, 3.202924, 1.018209, -0.003684806, 0.1891439, 0.2001672, 0.196694, 
2009:7, 5182.702, 15428.38, 0, 6.919103, 0.8171559, 13.41675, 0, 66.90756, 1.864026, 10.0754, 17.14004, 25.03283, 3.057875, 64.60344, 1630.267, 1603.36, 2264.996, 40.39474, 0.4463125, 0.295051, 3263.567, 0.6297038, 2.9769, 3.202377, 1.017281, -0.003814477, 0.189162, 0.2001838, 0.1967112, 
2009:8, 5182.843, 15426.89, 0, 6.91912, 0.8172054, 13.41836, 0, 66.91008, 1.863986, 10.07125, 17.14163, 25.03435, 3.057859, 64.59862, 1630.327, 1603.231, 2264.916, 40.38345, 0.4443153, 0.2950482, 3263.51, 0.6296757, 2.976531, 3.201112, 1.016535, -0.003901513, 0.1891607, 0.2001821, 0.1967097, 
2009:9, 5200.292, 15465.72, 0, 6.924975, 0.8167405, 13.42487, 0, 66.90804, 1.858619, 10.06677, 17.12049, 25.01011, 3.054925, 64.5649, 1637.7, 1605.392, 2270.225, 40.46652, 0.4431537, 0.2950212, 3273.565, 0.6294965, 2.974011, 3.197216, 1.023827, -0.003934609, 0.1894239, 0.2004293, 0.1969628, 
2009:10, 5166.13, 15393.21, 0, 6.918424, 0.8171968, 13.4083, 0, 66.90099, 1.868213, 10.08687, 17.11862, 25.03239, 3.060796, 64.61208, 1623.227, 1600.546, 2259.107, 40.44151, 0.442048, 0.2950887, 3254.729, 0.6300129, 2.97964, 3.192697, 1.020437, -0.003963237, 0.1889009, 0.1999451, 0.1964644, 
2009:11, 5192.149, 15452.68, 0, 6.922465, 0.8166806, 13.41728, 0, 66.90128, 1.860433, 10.08185, 17.10633, 25.00614, 3.056309, 64.58172, 1634.248, 1604.65, 2267.91, 40.51702, 0.4413754, 0.295051, 3269.236, 0.6296499, 2.976163, 3.190955, 1.026026, -0.003960819, 0.1892987, 0.2003189, 0.1968472, 
