EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/11/2022 6:03:12 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,amo_lag1_pcp
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985


Time,"Total B","Commercial B","Fish B","Invertebrates B","Invertebrates / Fish B","Demersal B","Pelagic B","Demersal / Pelagic B","Predatory B","Kempton's Q","Shannon diversity","Total C","Fish C","Invertebrate C","Invertebrates / Fish C","Demersal C","Pelagic C","Demersal / pelagic C","Predatory C",Discards,"TL catch",MTI,"TL community","TL community 2","TL community 3.25","TL community 4","Intrinsic Vul. Index","Endemics B","Endemics C","IUCN species B","IUCN species C","Mammals, birds & reptiles B","Mammals, birds & reptiles C","ML of fish community","ML of fish C","MW of fish community","MW of fish C","MLS of fish community","MLS of fish C"
309,53.72398,4.235816,0,0,0,0,0,0,0.2021797,1.541133,1.521665,0.4208928,0,0,0,0,0,0,0.0572839,0.4097892,3.097396,3.637068,1.818159,2.366845,3.631408,4.048504,0,0,0,0,0,0,0,0,0,0,0,0,0
310,53.68537,4.123643,0,0,0,0,0,0,0.2029812,1.544058,1.513099,0.4222766,0,0,0,0,0,0,0.05747992,0.411173,3.096872,3.636432,1.817081,2.366342,3.63091,4.048486,0,0,0,0,0,0,0,0,0,0,0,0,0
311,53.62968,4.018769,0,0,0,0,0,0,0.2031664,1.545135,1.504867,0.4231466,0,0,0,0,0,0,0.05750569,0.4120429,3.101119,3.635434,1.815945,2.365742,3.630204,4.048469,0,0,0,0,0,0,0,0,0,0,0,0,0
312,53.63528,4.04249,0,0,0,0,0,0,0.2031124,1.546058,1.506925,0.4237663,0,0,0,0,0,0,0.05746518,0.4126627,3.104008,3.634414,1.816257,2.365947,3.629497,4.048453,0,0,0,0,0,0,0,0,0,0,0,0,0
313,53.70612,4.162446,0,0,0,0,0,0,0.203732,1.546393,1.515895,0.3975637,0,0,0,0,0,0,0.0540282,0.3864601,3.141009,3.615393,1.817746,2.366868,3.629254,4.048454,0,0,0,0,0,0,0,0,0,0,0,0,0
314,53.66452,4.076952,0,0,0,0,0,0,0.204304,1.546978,1.509287,0.3988466,0,0,0,0,0,0,0.05418077,0.387743,3.139816,3.615143,1.816862,2.366404,3.628936,4.048456,0,0,0,0,0,0,0,0,0,0,0,0,0
315,53.63062,4.022237,0,0,0,0,0,0,0.2044037,1.546642,1.505167,0.3998249,0,0,0,0,0,0,0.0542094,0.3887213,3.142714,3.614623,1.816249,2.366055,3.628462,4.048459,0,0,0,0,0,0,0,0,0,0,0,0,0
316,53.60096,3.984088,0,0,0,0,0,0,0.2042048,1.546254,1.502512,0.4003955,0,0,0,0,0,0,0.05415961,0.3892919,3.144737,3.613942,1.815787,2.365772,3.627898,4.048462,0,0,0,0,0,0,0,0,0,0,0,0,0
317,53.56377,3.938306,0,0,0,0,0,0,0.2037946,1.546117,1.499276,0.4007654,0,0,0,0,0,0,0.05405428,0.3896618,3.146261,3.613145,1.815205,2.365412,3.627268,4.048466,0,0,0,0,0,0,0,0,0,0,0,0,0
318,53.54205,3.922641,0,0,0,0,0,0,0.2032694,1.546417,1.498611,0.401101,0,0,0,0,0,0,0.05391859,0.3899974,3.147273,3.612309,1.814957,2.36524,3.626621,4.048471,0,0,0,0,0,0,0,0,0,0,0,0,0
319,53.57443,3.992462,0,0,0,0,0,0,0.2029277,1.547633,1.504705,0.402023,0,0,0,0,0,0,0.05383063,0.3909194,3.145945,3.611652,1.815745,2.365705,3.626091,4.048474,0,0,0,0,0,0,0,0,0,0,0,0,0
320,53.54441,3.941877,0,0,0,0,0,0,0.2026649,1.548906,1.500779,0.4029667,0,0,0,0,0,0,0.0537633,0.3918631,3.144651,3.611002,1.815141,2.365364,3.62555,4.048477,0,0,0,0,0,0,0,0,0,0,0,0,0
321,53.51928,3.905705,0,0,0,0,0,0,0.2021837,1.549406,1.498127,0.4042044,0,0,0,0,0,0,0.05363875,0.3931008,3.145085,3.610217,1.814664,2.365067,3.624928,4.048481,0,0,0,0,0,0,0,0,0,0,0,0,0
322,53.49677,3.877758,0,0,0,0,0,0,0.2015766,1.549733,1.496314,0.4053203,0,0,0,0,0,0,0.05348118,0.3942167,3.144984,3.609355,1.814263,2.364795,3.624263,4.048486,0,0,0,0,0,0,0,0,0,0,0,0,0
323,53.48016,3.861351,0,0,0,0,0,0,0.200918,1.550393,1.495506,0.4062739,0,0,0,0,0,0,0.05331002,0.3951703,3.144517,3.608467,1.813995,2.364593,3.623587,4.04849,0,0,0,0,0,0,0,0,0,0,0,0,0
324,53.48148,3.873144,0,0,0,0,0,0,0.2003038,1.551708,1.496949,0.4066561,0,0,0,0,0,0,0.05315034,0.3955524,3.144042,3.60762,1.814083,2.36461,3.622941,4.048494,0,0,0,0,0,0,0,0,0,0,0,0,0
325,53.49174,3.890241,0,0,0,0,0,0,0.2001965,1.548086,1.49861,0.3516198,0,0,0,0,0,0,0.04843227,0.3405162,3.190261,3.585251,1.814295,2.364733,3.622647,4.048504,0,0,0,0,0,0,0,0,0,0,0,0,0
326,53.48508,3.875762,0,0,0,0,0,0,0.2000722,1.544869,1.497658,0.3526141,0,0,0,0,0,0,0.0484071,0.3415105,3.189428,3.584919,1.81413,2.364638,3.622325,4.048515,0,0,0,0,0,0,0,0,0,0,0,0,0
327,53.56688,4.005774,0,0,0,0,0,0,0.2001844,1.542796,1.508186,0.3536051,0,0,0,0,0,0,0.04843817,0.3425015,3.187628,3.584779,1.815703,2.365576,3.622142,4.048522,0,0,0,0,0,0,0,0,0,0,0,0,0
328,53.55045,3.958623,0,0,0,0,0,0,0.2004597,1.541468,1.504401,0.3542968,0,0,0,0,0,0,0.04850807,0.3431932,3.185842,3.584652,1.815227,2.365345,3.621951,4.04853,0,0,0,0,0,0,0,0,0,0,0,0,0
329,53.52169,3.904608,0,0,0,0,0,0,0.2004846,1.539652,1.500111,0.3547187,0,0,0,0,0,0,0.04851768,0.3436151,3.187649,3.584344,1.814608,2.365007,3.621644,4.048537,0,0,0,0,0,0,0,0,0,0,0,0,0
330,53.5049,3.88342,0,0,0,0,0,0,0.2003786,1.538068,1.498601,0.3548822,0,0,0,0,0,0,0.04849557,0.3437786,3.18919,3.583955,1.814356,2.364868,3.621296,4.048544,0,0,0,0,0,0,0,0,0,0,0,0,0
331,53.52483,3.925436,0,0,0,0,0,0,0.2003269,1.537236,1.502281,0.3553066,0,0,0,0,0,0,0.0484861,0.344203,3.1891,3.583622,1.814861,2.365176,3.620997,4.04855,0,0,0,0,0,0,0,0,0,0,0,0,0
332,53.50137,3.888983,0,0,0,0,0,0,0.2002883,1.536893,1.499454,0.3555905,0,0,0,0,0,0,0.04847953,0.3444869,3.189149,3.583261,1.814442,2.364961,3.620682,4.048556,0,0,0,0,0,0,0,0,0,0,0,0,0
333,53.4842,3.86935,0,0,0,0,0,0,0.2001446,1.536737,1.498122,0.3557157,0,0,0,0,0,0,0.04844746,0.3446121,3.190702,3.582838,1.8142,2.364846,3.620338,4.048562,0,0,0,0,0,0,0,0,0,0,0,0,0
334,53.47058,3.857803,0,0,0,0,0,0,0.1999522,1.537002,1.49749,0.3554399,0,0,0,0,0,0,0.04840338,0.3443363,3.192343,3.582385,1.814049,2.364789,3.619985,4.048567,0,0,0,0,0,0,0,0,0,0,0,0,0
335,53.46033,3.851537,0,0,0,0,0,0,0.1997382,1.537736,1.497259,0.3550417,0,0,0,0,0,0,0.04835386,0.3439381,3.193941,3.581916,1.813962,2.364774,3.619629,4.048571,0,0,0,0,0,0,0,0,0,0,0,0,0
336,53.44939,3.842402,0,0,0,0,0,0,0.1994998,1.538855,1.496678,0.3547068,0,0,0,0,0,0,0.04829828,0.3436032,3.195211,3.581424,1.813834,2.364728,3.619262,4.048575,0,0,0,0,0,0,0,0,0,0,0,0,0
337,53.49309,3.919265,0,0,0,0,0,0,0.1993855,1.540405,1.503101,0.3190171,0,0,0,0,0,0,0.04878828,0.3079135,3.216803,3.590119,1.81478,2.365347,3.618856,4.048604,0,0,0,0,0,0,0,0,0,0,0,0,0
338,53.48196,3.891171,0,0,0,0,0,0,0.1993825,1.54178,1.500665,0.3190931,0,0,0,0,0,0,0.048772,0.3079895,3.216835,3.589517,1.81452,2.365275,3.618467,4.04863,0,0,0,0,0,0,0,0,0,0,0,0,0
339,53.51259,3.935532,0,0,0,0,0,0,0.1993604,1.542581,1.504217,0.3193678,0,0,0,0,0,0,0.04875164,0.3082642,3.218098,3.588944,1.815114,2.365685,3.618101,4.048655,0,0,0,0,0,0,0,0,0,0,0,0,0
340,53.4974,3.899412,0,0,0,0,0,0,0.1993006,1.542846,1.501176,0.3197295,0,0,0,0,0,0,0.04872231,0.3086259,3.218534,3.588325,1.814744,2.365521,3.617698,4.048679,0,0,0,0,0,0,0,0,0,0,0,0,0
341,53.49672,3.895445,0,0,0,0,0,0,0.1991429,1.542646,1.500974,0.3201843,0,0,0,0,0,0,0.04866929,0.3090807,3.219791,3.587669,1.81473,2.365536,3.617275,4.048704,0,0,0,0,0,0,0,0,0,0,0,0,0
342,53.47818,3.865121,0,0,0,0,0,0,0.1989153,1.542258,1.49859,0.320653,0,0,0,0,0,0,0.04859943,0.3095494,3.220338,3.586974,1.81438,2.365345,3.616825,4.048728,0,0,0,0,0,0,0,0,0,0,0,0,0
343,53.46369,3.848023,0,0,0,0,0,0,0.1986205,1.54183,1.497439,0.3212405,0,0,0,0,0,0,0.04851337,0.3101369,3.2208,3.586265,1.81417,2.365225,3.616369,4.048751,0,0,0,0,0,0,0,0,0,0,0,0,0
344,53.47513,3.87516,0,0,0,0,0,0,0.1983706,1.54172,1.500102,0.3217358,0,0,0,0,0,0,0.04843883,0.3106322,3.220411,3.585634,1.814486,2.365407,3.615964,4.048773,0,0,0,0,0,0,0,0,0,0,0,0,0
345,53.46329,3.857909,0,0,0,0,0,0,0.1981652,1.541857,1.498858,0.322116,0,0,0,0,0,0,0.04837558,0.3110124,3.219855,3.585036,1.814277,2.365292,3.615572,4.048795,0,0,0,0,0,0,0,0,0,0,0,0,0
346,53.56096,4.020544,0,0,0,0,0,0,0.1982714,1.542952,1.511951,0.3226406,0,0,0,0,0,0,0.04838989,0.311537,3.217626,3.584747,1.81621,2.366452,3.61538,4.048815,0,0,0,0,0,0,0,0,0,0,0,0,0
347,53.58231,4.030294,0,0,0,0,0,0,0.1987671,1.544992,1.512292,0.3232269,0,0,0,0,0,0,0.04850066,0.3121233,3.214313,3.584667,1.816454,2.366653,3.615291,4.048832,0,0,0,0,0,0,0,0,0,0,0,0,0
348,53.55522,3.96469,0,0,0,0,0,0,0.1989694,1.545313,1.506804,0.3236957,0,0,0,0,0,0,0.04853865,0.3125921,3.215668,3.584364,1.815751,2.366302,3.615049,4.048851,0,0,0,0,0,0,0,0,0,0,0,0,0
349,53.57542,3.99562,0,0,0,0,0,0,0.1993119,1.544629,1.509153,0.3811474,0,0,0,0,0,0,0.04633676,0.3700438,3.152983,3.582626,1.816153,2.366557,3.614849,4.048882,0,0,0,0,0,0,0,0,0,0,0,0,0
350,53.57666,3.991343,0,0,0,0,0,0,0.1996266,1.543848,1.50864,0.3809928,0,0,0,0,0,0,0.0463757,0.3698891,3.153367,3.582339,1.816154,2.366575,3.614624,4.048913,0,0,0,0,0,0,0,0,0,0,0,0,0
351,53.54767,3.941929,0,0,0,0,0,0,0.1997681,1.542627,1.504551,0.3807617,0,0,0,0,0,0,0.04637362,0.3696581,3.154794,3.581924,1.815586,2.366263,3.614317,4.048944,0,0,0,0,0,0,0,0,0,0,0,0,0
352,53.5267,3.916823,0,0,0,0,0,0,0.1997763,1.541365,1.502642,0.3803157,0,0,0,0,0,0,0.04634034,0.3692122,3.156671,3.581443,1.815276,2.366086,3.613976,4.048976,0,0,0,0,0,0,0,0,0,0,0,0,0
353,53.51104,3.904449,0,0,0,0,0,0,0.1997212,1.540378,1.501896,0.3797577,0,0,0,0,0,0,0.04629257,0.3686541,3.158137,3.580935,1.815105,2.365992,3.613622,4.049007,0,0,0,0,0,0,0,0,0,0,0,0,0
354,53.52294,3.936784,0,0,0,0,0,0,0.1997208,1.540001,1.504865,0.3793995,0,0,0,0,0,0,0.04625854,0.3682958,3.15872,3.580486,1.815473,2.366224,3.613313,4.049038,0,0,0,0,0,0,0,0,0,0,0,0,0
355,53.50773,3.915937,0,0,0,0,0,0,0.1997509,1.540009,1.503269,0.3790551,0,0,0,0,0,0,0.04623223,0.3679515,3.159354,3.580034,1.815228,2.366117,3.612994,4.049068,0,0,0,0,0,0,0,0,0,0,0,0,0
356,53.51273,3.929853,0,0,0,0,0,0,0.1997608,1.540084,1.504509,0.3786088,0,0,0,0,0,0,0.0462019,0.3675052,3.160672,3.579579,1.815396,2.366254,3.612678,4.049097,0,0,0,0,0,0,0,0,0,0,0,0,0
357,53.52377,3.948509,0,0,0,0,0,0,0.1998268,1.540382,1.505988,0.3782966,0,0,0,0,0,0,0.04618578,0.367193,3.161317,3.579155,1.815643,2.366445,3.612379,4.049126,0,0,0,0,0,0,0,0,0,0,0,0,0
358,53.50873,3.920676,0,0,0,0,0,0,0.1998434,1.540451,1.503563,0.3783196,0,0,0,0,0,0,0.04615857,0.367216,3.162169,3.578671,1.815339,2.36632,3.612034,4.049154,0,0,0,0,0,0,0,0,0,0,0,0,0
359,53.49885,3.906943,0,0,0,0,0,0,0.1997593,1.540161,1.502437,0.3786685,0,0,0,0,0,0,0.04610816,0.3675648,3.163175,3.57812,1.815182,2.366262,3.61165,4.049181,0,0,0,0,0,0,0,0,0,0,0,0,0
360,53.48866,3.894994,0,0,0,0,0,0,0.1996196,1.539846,1.501568,0.3792713,0,0,0,0,0,0,0.04604528,0.3681677,3.16349,3.577527,1.815032,2.366195,3.611243,4.049209,0,0,0,0,0,0,0,0,0,0,0,0,0
361,53.63258,4.140555,0,0,0,0,0,0,0.1992105,1.547072,1.5207,0.4326031,0,0,0,0,0,0,0.05466805,0.4214995,3.133277,3.604371,1.817887,2.367928,3.610744,4.049213,0,0,0,0,0,0,0,0,0,0,0,0,0
362,53.56937,4.0099,0,0,0,0,0,0,0.1991655,1.554764,1.510325,0.4333351,0,0,0,0,0,0,0.05465486,0.4222315,3.130086,3.60373,1.816422,2.367171,3.610251,4.049216,0,0,0,0,0,0,0,0,0,0,0,0,0
363,53.58543,4.056376,0,0,0,0,0,0,0.1991325,1.561299,1.514061,0.4342654,0,0,0,0,0,0,0.05464482,0.4231618,3.131361,3.603189,1.816911,2.367538,3.60986,4.04922,0,0,0,0,0,0,0,0,0,0,0,0,0
364,53.57756,4.035651,0,0,0,0,0,0,0.1990809,1.566798,1.512349,0.4347464,0,0,0,0,0,0,0.05462935,0.4236428,3.131125,3.602574,1.816703,2.367448,3.609406,4.049225,0,0,0,0,0,0,0,0,0,0,0,0,0
365,53.56854,4.008909,0,0,0,0,0,0,0.198769,1.570568,1.510169,0.4348694,0,0,0,0,0,0,0.05454179,0.4237658,3.132761,3.601746,1.816424,2.367278,3.608813,4.049232,0,0,0,0,0,0,0,0,0,0,0,0,0
366,53.53935,3.952859,0,0,0,0,0,0,0.1981981,1.573044,1.505667,0.4347293,0,0,0,0,0,0,0.05438251,0.4236257,3.134747,3.600702,1.815776,2.366874,3.608085,4.049243,0,0,0,0,0,0,0,0,0,0,0,0,0
367,53.53565,3.948852,0,0,0,0,0,0,0.1975,1.57496,1.505596,0.4347131,0,0,0,0,0,0,0.05418792,0.4236094,3.136091,3.599578,1.815728,2.366796,3.607315,4.049255,0,0,0,0,0,0,0,0,0,0,0,0,0
368,53.49539,3.886334,0,0,0,0,0,0,0.1967009,1.576395,1.500618,0.4347398,0,0,0,0,0,0,0.05396524,0.4236362,3.136895,3.598351,1.81496,2.3663,3.606477,4.049269,0,0,0,0,0,0,0,0,0,0,0,0,0
369,53.46992,3.859084,0,0,0,0,0,0,0.1958116,1.57733,1.498799,0.4348975,0,0,0,0,0,0,0.05371747,0.4237939,3.137803,3.597073,1.814582,2.366018,3.605619,4.049284,0,0,0,0,0,0,0,0,0,0,0,0,0
370,53.43678,3.821145,0,0,0,0,0,0,0.1948897,1.577821,1.496109,0.4352748,0,0,0,0,0,0,0.05346055,0.4241711,3.138018,3.595769,1.814058,2.365654,3.604748,4.049299,0,0,0,0,0,0,0,0,0,0,0,0,0
371,53.3989,3.778795,0,0,0,0,0,0,0.1939281,1.577713,1.493092,0.4353752,0,0,0,0,0,0,0.05319251,0.4242716,3.138714,3.59444,1.813462,2.365257,3.603868,4.049316,0,0,0,0,0,0,0,0,0,0,0,0,0
372,53.38541,3.779499,0,0,0,0,0,0,0.1929993,1.577144,1.493983,0.4351943,0,0,0,0,0,0,0.05293339,0.4240907,3.139242,3.593157,1.813382,2.365169,3.603026,4.049334,0,0,0,0,0,0,0,0,0,0,0,0,0
373,53.45231,3.904478,0,0,0,0,0,0,0.1923836,1.57239,1.504904,0.4214418,0,0,0,0,0,0,0.05279899,0.4103382,3.178592,3.57846,1.814798,2.365981,3.602586,4.049397,0,0,0,0,0,0,0,0,0,0,0,0,0
374,53.42574,3.85024,0,0,0,0,0,0,0.1920092,1.571102,1.500648,0.4219313,0,0,0,0,0,0,0.05256096,0.4108277,3.176205,3.577578,1.814157,2.365616,3.602163,4.049458,0,0,0,0,0,0,0,0,0,0,0,0,0
375,53.39182,3.793162,0,0,0,0,0,0,0.1914258,1.570234,1.496044,0.4214252,0,0,0,0,0,0,0.05226685,0.4103216,3.17846,3.576544,1.813453,2.365213,3.601639,4.049518,0,0,0,0,0,0,0,0,0,0,0,0,0
376,53.41256,3.835609,0,0,0,0,0,0,0.1908388,1.569631,1.499833,0.4206503,0,0,0,0,0,0,0.05197617,0.4095467,3.179543,3.57555,1.813936,2.365491,3.601144,4.049576,0,0,0,0,0,0,0,0,0,0,0,0,0
377,53.39073,3.798346,0,0,0,0,0,0,0.1902785,1.569554,1.496764,0.419847,0,0,0,0,0,0,0.05169693,0.4087433,3.180004,3.574539,1.813493,2.365238,3.60062,4.049634,0,0,0,0,0,0,0,0,0,0,0,0,0
378,53.35952,3.752362,0,0,0,0,0,0,0.1895758,1.56954,1.493003,0.4190144,0,0,0,0,0,0,0.05138131,0.4079108,3.181909,3.57343,1.812909,2.364885,3.600028,4.04969,0,0,0,0,0,0,0,0,0,0,0,0,0
379,53.30847,3.683023,0,0,0,0,0,0,0.1887318,1.569839,1.487218,0.4181368,0,0,0,0,0,0,0.05103046,0.4070332,3.184012,3.572225,1.811997,2.364334,3.599372,4.049745,0,0,0,0,0,0,0,0,0,0,0,0,0
380,53.3658,3.813117,0,0,0,0,0,0,0.1880935,1.571652,1.499085,0.4176985,0,0,0,0,0,0,0.05074371,0.4065949,3.182959,3.571273,1.813416,2.365177,3.598897,4.049797,0,0,0,0,0,0,0,0,0,0,0,0,0
381,53.35306,3.789757,0,0,0,0,0,0,0.1878123,1.575357,1.497216,0.417293,0,0,0,0,0,0,0.05056232,0.4061894,3.181157,3.570506,1.813155,2.365046,3.5985,4.049845,0,0,0,0,0,0,0,0,0,0,0,0,0
382,53.35581,3.787893,0,0,0,0,0,0,0.1874373,1.578665,1.497148,0.4167767,0,0,0,0,0,0,0.05035866,0.4056731,3.18289,3.569673,1.813149,2.36505,3.598049,4.049892,0,0,0,0,0,0,0,0,0,0,0,0,0
383,53.35897,3.78354,0,0,0,0,0,0,0.1870263,1.582052,1.496801,0.4159766,0,0,0,0,0,0,0.05014899,0.404873,3.184371,3.568805,1.813123,2.365031,3.597564,4.049938,0,0,0,0,0,0,0,0,0,0,0,0,0
384,53.36278,3.780547,0,0,0,0,0,0,0.186582,1.585598,1.496474,0.4148538,0,0,0,0,0,0,0.04993387,0.4037502,3.186061,3.567912,1.813122,2.365022,3.59705,4.049982,0,0,0,0,0,0,0,0,0,0,0,0,0
385,53.35979,3.767019,0,0,0,0,0,0,0.1848508,1.586815,1.495166,0.3796813,0,0,0,0,0,0,0.06325634,0.3685777,3.281771,3.583325,1.812971,2.36489,3.596244,4.049942,0,0,0,0,0,0,0,0,0,0,0,0,0
386,53.35009,3.748095,0,0,0,0,0,0,0.1831283,1.587943,1.493518,0.378706,0,0,0,0,0,0,0.06262495,0.3676024,3.282331,3.581895,1.812734,2.364701,3.595436,4.049906,0,0,0,0,0,0,0,0,0,0,0,0,0
387,53.33637,3.728435,0,0,0,0,0,0,0.1814416,1.589166,1.491864,0.3779214,0,0,0,0,0,0,0.06200825,0.3668177,3.282147,3.58049,1.812452,2.364464,3.594644,4.04987,0,0,0,0,0,0,0,0,0,0,0,0,0
388,53.32185,3.712208,0,0,0,0,0,0,0.1798097,1.590611,1.490536,0.377271,0,0,0,0,0,0,0.0614127,0.3661674,3.281527,3.57913,1.812194,2.364241,3.593881,4.049836,0,0,0,0,0,0,0,0,0,0,0,0,0
389,53.31285,3.707648,0,0,0,0,0,0,0.1782551,1.592327,1.490299,0.376763,0,0,0,0,0,0,0.06084574,0.3656594,3.280523,3.577835,1.812064,2.364096,3.593159,4.049803,0,0,0,0,0,0,0,0,0,0,0,0,0
390,53.31406,3.719065,0,0,0,0,0,0,0.1768168,1.594413,1.491441,0.3762998,0,0,0,0,0,0,0.06032028,0.3651962,3.279185,3.576633,1.81213,2.364076,3.592494,4.049771,0,0,0,0,0,0,0,0,0,0,0,0,0
391,53.31069,3.719123,0,0,0,0,0,0,0.1754961,1.596755,1.4915,0.3756838,0,0,0,0,0,0,0.05983657,0.3645802,3.278082,3.575511,1.812069,2.363999,3.59187,4.04974,0,0,0,0,0,0,0,0,0,0,0,0,0
392,53.43884,3.933761,0,0,0,0,0,0,0.1746351,1.600525,1.50827,0.374994,0,0,0,0,0,0,0.05950829,0.3638904,3.274848,3.574805,1.814587,2.365513,3.591513,4.049708,0,0,0,0,0,0,0,0,0,0,0,0,0
393,53.47166,3.953767,0,0,0,0,0,0,0.174296,1.60556,1.509006,0.3744498,0,0,0,0,0,0,0.05935647,0.3633462,3.270872,3.57439,1.814982,2.365815,3.59129,4.049674,0,0,0,0,0,0,0,0,0,0,0,0,0
394,53.45573,3.896195,0,0,0,0,0,0,0.1737068,1.607805,1.503808,0.3737388,0,0,0,0,0,0,0.05912346,0.3626351,3.272856,3.573743,1.814401,2.365538,3.59091,4.049644,0,0,0,0,0,0,0,0,0,0,0,0,0
395,53.4618,3.893248,0,0,0,0,0,0,0.173003,1.608841,1.50297,0.3731264,0,0,0,0,0,0,0.05885396,0.3620228,3.274836,3.573025,1.814428,2.365578,3.590498,4.049616,0,0,0,0,0,0,0,0,0,0,0,0,0
396,53.45237,3.870935,0,0,0,0,0,0,0.1722174,1.609226,1.50068,0.3727469,0,0,0,0,0,0,0.058559,0.3616433,3.27546,3.572237,1.814199,2.365448,3.590041,4.04959,0,0,0,0,0,0,0,0,0,0,0,0,0
