EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:22:08 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
11,0.005140579,,0.003362706,,0.003522243,,0.09288693,,0.4784075,,0.2128649,,0.05516157,,0.01695562,,0.004584685,,0.05205877,,1.343062E-05,,0.002841078,,0.06564412,,0.001964154,,0.002361682,,0.003726455,,
12,0.005140629,,0.003375036,,0.003550204,,0.09349983,,0.481086,,0.2105966,,0.05395572,,0.01688867,,0.004585276,,0.05133132,,1.343916E-05,,0.002844565,,0.06611958,,0.001947941,,0.002347647,,0.003777644,,
13,0.003322301,,0.003742235,,0.002978054,,0.06149938,,0.2593692,,0.09597333,,0.02131568,,0.005613126,,0.001468212,,0.1236636,,2.108489E-05,,0.004165502,,0.05695466,,0.001304709,,0.002327877,,0.0004344977,,
14,0.003322354,,0.003753474,,0.003009558,,0.06180495,,0.2639621,,0.09762173,,0.02142755,,0.005684291,,0.001481013,,0.1176245,,2.109861E-05,,0.004137965,,0.05767737,,0.001296798,,0.00232303,,0.0004541565,,
15,0.003322408,,0.003765083,,0.00304147,,0.06202045,,0.2680269,,0.09927317,,0.02155927,,0.005743059,,0.00149393,,0.1121011,,2.11199E-05,,0.004114083,,0.05842635,,0.001290708,,0.002321396,,0.0004744044,,
16,0.003322463,,0.003777053,,0.003073747,,0.06216011,,0.2716548,,0.1009331,,0.02170743,,0.005790461,,0.00150695,,0.107046,,2.114604E-05,,0.004093421,,0.05920658,,0.001286198,,0.002321806,,0.0004950777,,
17,0.003322522,,0.003789381,,0.003106356,,0.06223398,,0.2749225,,0.1026075,,0.02186918,,0.005827317,,0.001520071,,0.1024171,,2.117429E-05,,0.004075615,,0.06002317,,0.001283273,,0.002322867,,0.0005159047,,
18,0.003322582,0.00332,0.003802074,0.000477,0.003139277,0.000763,0.06224895,0.03694161,0.2778947,0.1675308,0.1043023,0.04395798,0.02204208,0.005666759,0.005854288,0.003656303,0.001533303,0.00099049,0.09817645,0.13,2.120182E-05,3.29E-05,0.004060369,0.0058,0.06088127,0.0657,0.001282086,0.0006871229,0.002323091,0.001693988,0.000536508,0.001898973,
19,0.003322645,,0.003815147,,0.003172498,,0.06220948,,0.2806258,,0.1060233,,0.02222406,,0.005871908,,0.001546664,,0.09428987,,2.122567E-05,,0.004047446,,0.06178602,,0.001282868,,0.002320992,,0.0005564151,,
20,0.003322711,,0.003828622,,0.003206023,,0.06211807,,0.2831619,,0.1077762,,0.02241335,,0.005880624,,0.001560178,,0.09072679,,2.124281E-05,,0.004036661,,0.06274247,,0.001285866,,0.002315155,,0.0005750734,,
21,0.003322778,,0.003842531,,0.003239862,,0.06197578,,0.285542,,0.1095661,,0.02260836,,0.005880812,,0.001573872,,0.08745967,,2.125023E-05,,0.00402787,,0.06375556,,0.001291299,,0.002304243,,0.0005918705,,
22,0.003322847,,0.003856909,,0.003274038,,0.06178243,,0.2877999,,0.1113979,,0.02280773,,0.005872797,,0.001587775,,0.0844638,,2.1245E-05,,0.004020967,,0.0648301,,0.001299327,,0.002286995,,0.0006061541,,
23,0.003322918,,0.003871793,,0.003308578,,0.0615369,,0.2899649,,0.1132759,,0.02301026,,0.005856873,,0.001601918,,0.08171689,,2.122441E-05,,0.004015869,,0.06597075,,0.00131003,,0.00226226,,0.0006172506,,
24,0.003322989,,0.003887221,,0.003343514,,0.06123751,,0.2920632,,0.1152043,,0.02321486,,0.005833305,,0.001616332,,0.07919882,,2.118602E-05,,0.004012517,,0.067182,,0.00132339,,0.002228926,,0.0006244823,,
25,0.003433052,,0.0026366,,0.001553538,,0.07754711,,0.3778118,,0.1470717,,0.02963359,,0.007892368,,0.002313805,,0.07988558,,2.669126E-05,,0.003247962,,0.05365157,,0.001691176,,0.003983384,,0.005678796,,
26,0.003433134,,0.002654095,,0.001579967,,0.07747281,,0.3775065,,0.1481935,,0.02980701,,0.007860978,,0.002325602,,0.07740917,,2.668869E-05,,0.003261879,,0.05493459,,0.001699067,,0.003576098,,0.005552037,,
27,0.003433217,,0.002671405,,0.001606591,,0.07752732,,0.3768803,,0.1491665,,0.03000003,,0.007841734,,0.002335342,,0.07510982,,2.670417E-05,,0.003274905,,0.05622,,0.001703557,,0.003243521,,0.005431387,,
28,0.0034333,,0.00268855,,0.001633407,,0.07767473,,0.3760461,,0.1500255,,0.03021273,,0.007832726,,0.002343221,,0.07297578,,2.673389E-05,,0.003287231,,0.05750265,,0.001704651,,0.002972476,,0.005319362,,
29,0.003433383,,0.002705545,,0.001660407,,0.07788304,,0.3750723,,0.150799,,0.03044549,,0.00783238,,0.002349391,,0.07099532,,2.6776E-05,,0.003299001,,0.0587774,,0.001702716,,0.002753251,,0.005219575,,
30,0.003433466,0.00343,0.0027224,0.000327,0.001687581,0.000538,0.07812838,0.03206667,0.373996,0.1826588,0.1515093,0.1134515,0.03069885,0.0187305,0.007839386,0.002501237,0.002353966,0.001608549,0.06915695,0.115,2.68299E-05,1.93E-05,0.003310325,0.00339,0.06003927,0.0717,0.001698094,0.0007924291,0.002578861,0.001674847,0.005136484,0.00433939,
31,0.003433549,,0.002739126,,0.001714918,,0.07839295,,0.3728327,,0.1521744,,0.03097346,,0.007852654,,0.00235704,,0.06744954,,2.689572E-05,,0.003321289,,0.06128352,,0.001691129,,0.002444493,,0.005075129,,
32,0.003433632,,0.002755727,,0.001742405,,0.07866362,,0.3715837,,0.1528081,,0.03126998,,0.007871263,,0.002358686,,0.06586245,,2.697397E-05,,0.003331958,,0.06250563,,0.001682177,,0.00234671,,0.005040852,,
33,0.003433715,,0.002772207,,0.00177003,,0.07893084,,0.3702406,,0.1534218,,0.03158905,,0.007894433,,0.002358964,,0.06438565,,2.706527E-05,,0.00334238,,0.06370146,,0.001671625,,0.00228282,,0.005039007,,
34,0.003433799,,0.002788567,,0.001797781,,0.07918772,,0.3687888,,0.1540243,,0.03193127,,0.007921497,,0.002357926,,0.06300966,,2.717031E-05,,0.00335259,,0.06486718,,0.001659891,,0.002250554,,0.005074725,,
35,0.003433884,,0.002804807,,0.001825648,,0.07943854,,0.3672099,,0.154623,,0.03229716,,0.007951883,,0.002355619,,0.06172561,,2.728974E-05,,0.003362609,,0.06599937,,0.001646813,,0.002247806,,0.005152696,,
36,0.003433971,,0.002820923,,0.001853618,,0.07968377,,0.3654854,,0.1552246,,0.03268717,,0.007985085,,0.002352082,,0.0605252,,2.742426E-05,,0.003372443,,0.06709491,,0.001632555,,0.002272318,,0.005277013,,
37,0.004114026,,0.001471497,,0.004844315,,0.104935,,0.4717594,,0.1939821,,0.04005748,,0.009142223,,0.002655579,,0.05738361,,3.222024E-05,,0.006721721,,0.08017056,,0.002088018,,0.0007202512,,0.0006500085,,
38,0.004114138,,0.001483395,,0.004874319,,0.1047381,,0.4694707,,0.1928038,,0.04023641,,0.009172582,,0.002652457,,0.0565482,,3.232154E-05,,0.006606772,,0.08117837,,0.002072071,,0.0008383461,,0.0006886952,,
39,0.004114255,,0.001495034,,0.004904443,,0.1044249,,0.4683537,,0.191451,,0.04037331,,0.009208509,,0.002650429,,0.05579315,,3.240464E-05,,0.006507821,,0.08221105,,0.002057655,,0.0009633086,,0.0007291917,,
40,0.004114377,,0.001506461,,0.004934737,,0.1040196,,0.4680964,,0.1900008,,0.04047696,,0.009250055,,0.002649294,,0.05511707,,3.246708E-05,,0.006422348,,0.08327763,,0.002044802,,0.001092553,,0.0007710747,,
41,0.004114503,,0.001517715,,0.004965256,,0.1035516,,0.4684101,,0.1884981,,0.04055434,,0.009297359,,0.00264888,,0.05451914,,3.250354E-05,,0.006348249,,0.08438732,,0.002033477,,0.001222786,,0.0008136506,,
42,0.004114633,0.00411,0.001528835,0.000479,0.004996055,0.00103,0.1030455,0.03513732,0.4690804,0.1496791,0.1869664,0.1119206,0.04061101,0.04151691,0.009350613,0.007461612,0.002649039,0.001414162,0.05399934,0.0855,3.25066E-05,2.61E-05,0.00628376,0.00469,0.08554938,0.0827,0.002023598,0.002021879,0.0013498,0.001081473,0.0008559801,0.003405597,
43,0.004114767,,0.001539856,,0.005027188,,0.1025216,,0.4699486,,0.1854149,,0.04065123,,0.009410042,,0.002649644,,0.05355834,,3.246748E-05,,0.006227414,,0.08677287,,0.002015064,,0.001468468,,0.0008969031,,
44,0.004114904,,0.001550811,,0.005058715,,0.1019972,,0.4708971,,0.1838438,,0.0406783,,0.009475884,,0.002650586,,0.05319754,,3.23767E-05,,0.006177989,,0.08806653,,0.002007772,,0.00157281,,0.0009350759,,
45,0.004115042,,0.001561731,,0.005090695,,0.1014872,,0.4718394,,0.1822476,,0.04069471,,0.009548374,,0.00265177,,0.05291922,,3.222472E-05,,0.006134477,,0.08943873,,0.002001629,,0.001655858,,0.000969016,,
46,0.004115181,,0.001572646,,0.005123193,,0.1010045,,0.4727111,,0.1806176,,0.0407024,,0.009627735,,0.002653116,,0.05272634,,3.200244E-05,,0.006096052,,0.09089728,,0.001996554,,0.001709853,,0.0009971485,,
47,0.00411532,,0.001583588,,0.005156278,,0.1005458,,0.4735568,,0.1789434,,0.04070291,,0.009714175,,0.002654554,,0.05262215,,3.170153E-05,,0.006062046,,0.09244941,,0.001992475,,0.001726493,,0.001017853,,
48,0.004115456,,0.001594587,,0.005190023,,0.1001157,,0.4743741,,0.1772149,,0.04069749,,0.009807877,,0.002656025,,0.05261034,,3.131468E-05,,0.006031927,,0.09410176,,0.001989326,,0.001696812,,0.001029509,,
49,0.005335356,,0.0008767899,,0.001349406,,0.09473672,,0.4957765,,0.2090647,,0.05294764,,0.01439057,,0.003857538,,0.02823417,,3.641539E-05,,0.004594673,,0.08316686,,0.001895113,,0.002114104,,0.0003999026,,
50,0.005335604,,0.0008841964,,0.00137298,,0.09442581,,0.4944978,,0.2075268,,0.05242769,,0.01437918,,0.003851155,,0.02904707,,3.611459E-05,,0.004614636,,0.08496594,,0.001896833,,0.002046362,,0.0004049164,,
51,0.005335853,,0.0008917123,,0.001396944,,0.09416118,,0.4928297,,0.2066068,,0.05186975,,0.01435539,,0.003845918,,0.02982789,,3.584834E-05,,0.004629372,,0.08680046,,0.001899868,,0.001981957,,0.0004096664,,
52,0.005336103,,0.0008993453,,0.001421319,,0.09394611,,0.4908803,,0.2061401,,0.05128964,,0.01432203,,0.003841823,,0.03057766,,3.560623E-05,,0.004639578,,0.08866601,,0.001903556,,0.001920688,,0.000414218,,
53,0.005336353,,0.0009071016,,0.001446124,,0.093781,,0.4887649,,0.2059744,,0.05069625,,0.01428133,,0.003838885,,0.03129706,,3.53841E-05,,0.004645821,,0.09055766,,0.001907277,,0.001862843,,0.0004186461,,
54,0.005336604,0.00533,0.000914985,0.000574,0.001471374,0.00197,0.09366393,0.0847539,0.4865788,0.1286274,0.2059962,0.07458661,0.05009392,0.03909473,0.014235,0.01742983,0.003837134,0.002986915,0.0319865,0.0403,3.518142E-05,8.06E-05,0.00464857,0.00273,0.09247035,0.0979,0.001910479,0.001771777,0.001809089,0.002392639,0.0004230272,0.001585093,
55,0.005336853,,0.0009229974,,0.00149708,,0.09359123,,0.4843999,,0.2061213,,0.04948397,,0.0141843,,0.003836611,,0.03264621,,3.499958E-05,,0.004648212,,0.09439892,,0.001912691,,0.001760527,,0.0004274383,,
56,0.005337101,,0.0009311386,,0.001523252,,0.09355798,,0.4822924,,0.2062874,,0.04886591,,0.01413018,,0.003837358,,0.03327636,,3.484081E-05,,0.004645064,,0.09633826,,0.001913538,,0.001718341,,0.0004319552,,
57,0.005337348,,0.0009394073,,0.001549893,,0.09355862,,0.4803092,,0.2064486,,0.04823814,,0.01407332,,0.003839422,,0.03387704,,3.470757E-05,,0.004639376,,0.0982834,,0.001912742,,0.001684017,,0.0004366518,,
58,0.005337592,,0.0009478007,,0.001577005,,0.09358717,,0.4784936,,0.2065708,,0.04759848,,0.01401422,,0.003842848,,0.03444826,,3.460225E-05,,0.004631344,,0.1002296,,0.001910129,,0.001659193,,0.000441597,,
59,0.005337834,,0.0009563148,,0.001604587,,0.09363771,,0.4768428,,0.2066763,,0.04694453,,0.01395329,,0.003847678,,0.03499003,,3.452714E-05,,0.004621106,,0.1021723,,0.001905618,,0.001645594,,0.0004468543,,
60,0.005338074,,0.0009649448,,0.001632637,,0.09370459,,0.475372,,0.2067628,,0.04627397,,0.01389081,,0.003853949,,0.03550232,,3.448481E-05,,0.004608744,,0.1041075,,0.001899219,,0.00164496,,0.0004524786,,
61,0.01657183,,0.000485682,,0.0009810134,,0.06991296,,0.3900598,,0.1918963,,0.04533243,,0.01433672,,0.003941688,,0.04192178,,9.605667E-05,,0.002194698,,0.08163728,,0.001421986,,0.0009804831,,0.0001978071,,
62,0.01657336,,0.0004903308,,0.0009999918,,0.07002761,,0.3906962,,0.1921172,,0.04507817,,0.01422448,,0.0039424,,0.04226853,,9.529934E-05,,0.002222933,,0.08353023,,0.001418679,,0.001008401,,0.0002007088,,
63,0.01657489,,0.0004949559,,0.001019474,,0.07011706,,0.3911872,,0.1921912,,0.04494976,,0.01409818,,0.003941321,,0.04261153,,9.45171E-05,,0.002247103,,0.08541751,,0.001416032,,0.001035229,,0.0002037461,,
64,0.01657641,,0.0004995591,,0.001039462,,0.0701767,,0.3916247,,0.1921598,,0.04491682,,0.01396251,,0.00393879,,0.04294963,,9.372077E-05,,0.00226753,,0.08729613,,0.001414096,,0.001060966,,0.0002069131,,
65,0.01657792,,0.0005041419,,0.001059959,,0.07020442,,0.3920683,,0.1920672,,0.04495024,,0.01382026,,0.003935088,,0.04328201,,9.29309E-05,,0.002284489,,0.08916342,,0.00141292,,0.001085367,,0.0002102067,,
66,0.01657942,0.0166,0.0005087059,0.0011,0.001080968,0.00339,0.07020045,0.04758841,0.3925516,0.2806679,0.191951,0.0590819,0.04502776,0.0200084,0.01367292,0.01219478,0.003930443,0.004182115,0.04360821,0.0452,9.217648E-05,6.59E-05,0.002298218,0.0014,0.09101702,0.0934,0.001412529,0.002000818,0.001107881,0.001292025,0.0002136288,0.0006183434,
67,0.01658092,,0.0005132525,,0.001102492,,0.07016683,,0.393089,,0.1918432,,0.04513236,,0.01352108,,0.003925044,,0.04392798,,9.149221E-05,,0.002308922,,0.09285473,,0.001412915,,0.001127705,,0.0002171856,,
68,0.01658239,,0.000517783,,0.001124535,,0.07010692,,0.393681,,0.1917709,,0.04525103,,0.01336478,,0.003919039,,0.04424116,,9.091518E-05,,0.002316785,,0.09467462,,0.001414032,,0.001143986,,0.0002208872,,
69,0.01658386,,0.0005222983,,0.0011471,,0.07002484,,0.3943194,,0.1917564,,0.04537382,,0.01320371,,0.003912553,,0.04454762,,9.048104E-05,,0.00232197,,0.09647492,,0.001415804,,0.001155798,,0.0002247465,,
70,0.01658531,,0.0005267991,,0.001170191,,0.06992504,,0.3949905,,0.1918183,,0.04549314,,0.01303736,,0.003905688,,0.04484748,,9.022046E-05,,0.002324625,,0.09825402,,0.001418124,,0.001162055,,0.0002287782,,
71,0.01658674,,0.0005312861,,0.001193809,,0.06981187,,0.3956785,,0.1919599,,0.04561268,,0.01286511,,0.003898534,,0.04514069,,9.015593E-05,,0.002324888,,0.1000105,,0.001420867,,0.001161862,,0.0002329982,,
72,0.01658816,,0.0005357597,,0.001217957,,0.06968922,,0.3963676,,0.1921894,,0.04573144,,0.01268638,,0.00389117,,0.04542729,,9.029912E-05,,0.002322889,,0.101743,,0.001423904,,0.001154351,,0.0002374226,,
73,0.01380271,,0.0007461809,,0.001531411,,0.07408468,,0.3719346,,0.1604615,,0.03552171,,0.009076742,,0.002798749,,0.04858216,,3.46162E-05,,0.003898879,,0.09465545,,0.001539751,,0.002131119,,0.0001033806,,
74,0.01380385,,0.0007526486,,0.001561843,,0.07402819,,0.3726905,,0.1612329,,0.03575287,,0.009083725,,0.002796343,,0.04871884,,3.462082E-05,,0.003853828,,0.09634307,,0.001542532,,0.002041056,,0.0001052938,,
75,0.01380496,,0.0007593544,,0.001593002,,0.07400655,,0.3731913,,0.1618713,,0.03594415,,0.009112515,,0.002791921,,0.04883916,,3.455414E-05,,0.003811531,,0.09801458,,0.001545042,,0.001960502,,0.0001071892,,
76,0.01380606,,0.0007662881,,0.001624887,,0.07401401,,0.3734581,,0.162433,,0.0361052,,0.00915771,,0.002785956,,0.04894422,,3.443168E-05,,0.003771447,,0.09966964,,0.001547323,,0.001888574,,0.0001090636,,
77,0.01380713,,0.0007734396,,0.001657497,,0.07404543,,0.3735141,,0.1629563,,0.03624644,,0.009213946,,0.002778751,,0.04903487,,3.426074E-05,,0.003733142,,0.1013079,,0.00154947,,0.001824693,,0.0001109155,,
78,0.01380818,0.0138,0.0007807995,0.00164,0.00169083,0.00502,0.07409584,0.06835943,0.3733862,0.1796649,0.163465,0.1313839,0.03637698,0.0146213,0.009277103,0.004585242,0.002770489,0.002765114,0.04911176,0.0404,3.404387E-05,6.67E-05,0.003696261,0.00286,0.102929,0.104,0.001551608,0.003185512,0.001768591,0.001253743,0.0001127444,0.0002307017,
79,0.01380921,,0.0007883587,,0.001724888,,0.07416024,,0.3731045,,0.1639723,,0.03650477,,0.009344029,,0.002761262,,0.04917539,,3.378118E-05,,0.003660518,,0.1045326,,0.001553877,,0.001720294,,0.0001145513,,
80,0.01381022,,0.0007961093,,0.001759669,,0.07423371,,0.3727002,,0.1644833,,0.03663665,,0.009412334,,0.002751108,,0.04922618,,3.347185E-05,,0.003625686,,0.1061182,,0.001556419,,0.001680012,,0.0001163382,,
81,0.01381121,,0.0008040437,,0.001795172,,0.07431146,,0.3722044,,0.164998,,0.03677851,,0.00948021,,0.002740021,,0.04926448,,3.311501E-05,,0.003591588,,0.1076854,,0.001559367,,0.001648022,,0.0001181077,,
82,0.01381217,,0.0008121547,,0.001831395,,0.07438899,,0.3716458,,0.1655131,,0.03693539,,0.00954629,,0.00272797,,0.04929063,,3.271003E-05,,0.003558101,,0.1092336,,0.001562836,,0.001624606,,0.0001198632,,
83,0.01381312,,0.000820435,,0.001868335,,0.07446218,,0.37105,,0.166024,,0.0371088,,0.009611583,,0.002714913,,0.04930493,,3.225645E-05,,0.003525148,,0.1107623,,0.001566919,,0.001610007,,0.000121608,,
84,0.01381404,,0.0008288789,,0.001905986,,0.07452758,,0.3704374,,0.1665251,,0.03730129,,0.009676085,,0.002700804,,0.04930765,,3.17536E-05,,0.003492702,,0.1122708,,0.001571685,,0.001604374,,0.000123346,,
85,0.01799743,,0.0008729778,,0.002496333,,0.04358804,,0.2428693,,0.1272071,,0.0305419,,0.007989271,,0.002107901,,0.04747671,,1.618786E-05,,0.003269196,,0.1169045,,0.0009040747,,0.001185779,,2.75961E-05,,
86,0.01799877,,0.0008821423,,0.00254481,,0.04368972,,0.244377,,0.1283414,,0.03078823,,0.008045575,,0.002106439,,0.04754934,,1.60028E-05,,0.003242183,,0.1183661,,0.0009054742,,0.00120547,,2.797124E-05,,
87,0.01800008,,0.000891499,,0.002594226,,0.04378332,,0.2457148,,0.1293606,,0.03102379,,0.008094775,,0.00210695,,0.04761584,,1.583022E-05,,0.003214391,,0.1198077,,0.0009064138,,0.0012229,,2.833863E-05,,
88,0.01800136,,0.0009010418,,0.002644555,,0.0438684,,0.2469019,,0.1302774,,0.03125541,,0.008138784,,0.002108987,,0.04767594,,1.566682E-05,,0.003185964,,0.1212288,,0.0009070551,,0.001238026,,2.86983E-05,,
89,0.01800261,,0.0009107651,,0.002695774,,0.04394485,,0.2479527,,0.1311052,,0.03148752,,0.008179714,,0.002112053,,0.04772947,,1.551006E-05,,0.003157035,,0.1226287,,0.0009075578,,0.001250803,,2.905012E-05,,
90,0.01800383,0.018,0.0009206638,0.00225,0.002747862,0.00757,0.04401287,0.05795778,0.248877,0.1697517,0.1318588,0.06731799,0.03172262,0.03116549,0.008219418,0.003982298,0.002115748,0.001562154,0.04777642,0.0355,1.535773E-05,2.64E-05,0.00312773,0.00255,0.1240071,0.125,0.0009080736,0.000816123,0.001261111,0.0001961964,2.939385E-05,2.809225E-05,
91,0.01800502,,0.000930734,,0.002800801,,0.04407282,,0.249681,,0.1325537,,0.03196165,,0.008259506,,0.00211975,,0.04781691,,1.520778E-05,,0.003098163,,0.1253634,,0.0009087376,,0.001268746,,2.972905E-05,,
92,0.01800618,,0.0009409726,,0.002854577,,0.04412526,,0.2503682,,0.1332056,,0.03220443,,0.008301365,,0.002123801,,0.04785117,,1.505832E-05,,0.003068435,,0.126697,,0.00090966,,0.001273427,,3.005521E-05,,
93,0.01800731,,0.0009513762,,0.002909176,,0.04417091,,0.2509403,,0.1338295,,0.03245007,,0.008346187,,0.002127693,,0.04787948,,1.490773E-05,,0.003038631,,0.1280074,,0.0009109193,,0.001274887,,3.037176E-05,,
94,0.01800841,,0.000961942,,0.002964586,,0.0442106,,0.2513973,,0.1344393,,0.03269717,,0.008394986,,0.00213126,,0.04790213,,1.475485E-05,,0.00300882,,0.1292941,,0.0009125576,,0.001272885,,3.06781E-05,,
95,0.01800948,,0.0009726665,,0.003020796,,0.04424529,,0.2517393,,0.1350475,,0.03294418,,0.008448,,0.002134586,,0.04791949,,1.459906E-05,,0.00297905,,0.1305564,,0.0009145804,,0.001267213,,3.097368E-05,,
96,0.01801051,,0.0009835472,,0.003077796,,0.04427598,,0.251966,,0.1356638,,0.03318952,,0.00850571,,0.002137648,,0.04793192,,1.444047E-05,,0.002949351,,0.1317937,,0.0009169566,,0.001257705,,3.125798E-05,,
97,0.02218721,,0.001939179,,0.004424233,,0.04798899,,0.2243419,,0.09681796,,0.02064912,,0.004630951,,0.001173882,,0.04670199,,5.80621E-06,,0.001299818,,0.1199899,,0.001018064,,0.0007911046,,9.593491E-05,,
98,0.02218888,,0.001959088,,0.004502129,,0.0480071,,0.2249661,,0.09770398,,0.02091818,,0.004685811,,0.001178634,,0.046761,,5.742877E-06,,0.001303543,,0.1212439,,0.001019127,,0.0008018935,,9.674333E-05,,
99,0.0221905,,0.001979403,,0.004581691,,0.04802585,,0.2255368,,0.09848584,,0.02116965,,0.004739071,,0.001183503,,0.0468169,,5.678215E-06,,0.001305639,,0.1224714,,0.001019569,,0.000811142,,9.752992E-05,,
100,0.02219207,,0.002000106,,0.004662845,,0.04804619,,0.2260401,,0.09917676,,0.02140518,,0.004791772,,0.001188498,,0.04686954,,5.613543E-06,,0.001306269,,0.1236713,,0.001019517,,0.0008186994,,9.829718E-05,,
101,0.0221936,,0.002021179,,0.004745518,,0.04806845,,0.2264682,,0.09978704,,0.02162671,,0.004844599,,0.001193639,,0.0469188,,5.550216E-06,,0.001305581,,0.1248423,,0.001019117,,0.0008243973,,9.904867E-05,,
102,0.02219508,0.0222,0.002042606,0.00207,0.004829642,0.00675,0.04809237,0.03622047,0.226818,0.2096818,0.1003245,0.08228867,0.02183654,0.01370678,0.004897937,0.00550231,0.001198951,0.000828459,0.04696457,0.0325,5.489599E-06,1.12E-05,0.001303704,0.000874,0.1259833,0.108,0.001018522,0.001290001,0.0008280579,0.0005550922,9.978873E-05,8.003937E-05,
