"","x"
"373",0.716787346582517
"374",0.72315513788327
"375",0.729214810250162
"376",0.735274482617055
"377",0.741436861295173
"378",0.747804652595926
"379",0.754377856519313
"380",0.761156473065335
"381",0.768140502233808
"382",0.775432650336324
"383",0.782827504750249
"384",0.790530478097851
"385",0.798130745134228
"386",0.805320186925518
"387",0.8124069224054
"388",0.820007189441777
"389",0.827710162789562
"390",0.835515842448572
"391",0.843629641041444
"392",0.851640733323089
"393",0.859549119293326
"394",0.867457505263745
"395",0.875365891233982
"396",0.883171570892993
