Pane,"Niche overlap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,"striped bass 0: striped bass 2-5","striped bass 0: menhaden 0","striped bass 0: menhaden 1","striped bass 0: menhaden 2","striped bass 0: menhaden 3","striped bass 0: menhaden 4","striped bass 0: menhaden 5","striped bass 0: menhaden 6+","striped bass 0: spiny dogfish","striped bass 0: bluefish juv","striped bass 0: bluefish adult","striped bass 0: weakfish juv","striped bass 0: weakfish adult","striped bass 0: Atlantic herring 0-1","striped bass 0: Atlantic herring 2+","striped bass 0: anchovies","menhaden 0: menhaden 1","menhaden 0: menhaden 2","menhaden 0: menhaden 3","menhaden 0: menhaden 4","menhaden 0: menhaden 5","menhaden 0: menhaden 6+","menhaden 0: weakfish juv","menhaden 0: weakfish adult","menhaden 0: Atlantic herring 0-1","menhaden 0: Atlantic herring 2+","menhaden 0: anchovies","menhaden 1: menhaden 2","menhaden 1: menhaden 3","menhaden 1: menhaden 4","menhaden 1: menhaden 5","menhaden 1: menhaden 6+","menhaden 1: weakfish juv","menhaden 1: weakfish adult","menhaden 1: Atlantic herring 0-1","menhaden 1: Atlantic herring 2+","menhaden 1: anchovies","menhaden 2: menhaden 3","menhaden 2: menhaden 4","menhaden 2: menhaden 5","menhaden 2: menhaden 6+","menhaden 2: weakfish juv","menhaden 2: weakfish adult","menhaden 2: Atlantic herring 0-1","menhaden 2: Atlantic herring 2+","menhaden 2: anchovies","menhaden 3: menhaden 4","menhaden 3: menhaden 5","menhaden 3: menhaden 6+","menhaden 3: weakfish juv","menhaden 3: weakfish adult","menhaden 3: Atlantic herring 0-1","menhaden 3: Atlantic herring 2+","menhaden 3: anchovies","menhaden 4: menhaden 5","menhaden 4: menhaden 6+","menhaden 4: weakfish juv","menhaden 4: weakfish adult","menhaden 4: Atlantic herring 0-1","menhaden 4: Atlantic herring 2+","menhaden 4: anchovies","menhaden 5: menhaden 6+","menhaden 5: weakfish juv","menhaden 5: weakfish adult","menhaden 5: Atlantic herring 0-1","menhaden 5: Atlantic herring 2+","menhaden 5: anchovies","menhaden 6+: weakfish juv","menhaden 6+: weakfish adult","menhaden 6+: Atlantic herring 0-1","menhaden 6+: Atlantic herring 2+","menhaden 6+: anchovies","spiny dogfish: Atlantic herring 0-1","spiny dogfish: Atlantic herring 2+","bluefish juv: bluefish adult","bluefish juv: weakfish juv","bluefish juv: weakfish adult","bluefish adult: weakfish juv","bluefish adult: weakfish adult","weakfish juv: weakfish adult","weakfish juv: Atlantic herring 0-1","weakfish juv: Atlantic herring 2+","weakfish juv: anchovies","weakfish adult: Atlantic herring 0-1","weakfish adult: Atlantic herring 2+","weakfish adult: anchovies","Atlantic herring 0-1: Atlantic herring 2+","Atlantic herring 0-1: anchovies","Atlantic herring 2+: anchovies"
0.760252237319946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590906023979187,,,,,,,,,,,,,,,
0.761465132236481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590764224529266,,,,,,,,,,,,,,,,
0.781044661998749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975750207901001,,,,,,,,,0.975750207901001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.781044721603394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975750207901001,,,,,,,,,0.975750207901001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.781044840812683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975750207901001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.781044900417328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975750207901001,0.975750207901001,,,,,,,,,0.975750207901001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.821100652217865,,,,,,,,,,,,,,,,,,,,,,,,0.230411008000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.864086449146271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340284794569016,,,
0.88936448097229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375523716211319,,,,,,,,,0.375523716211319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.909607768058777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4623022377491,,,,,,
0.909985363483429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271898478269577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.909985423088074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271898478269577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.919986367225647,,,,,,,,,,,,,,0.441470801830292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
