EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:28:30 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Timestep,"biomass (predicted) SB juv comp YOY","biomass (observed) SB juv comp YOY","biomass (predicted) SB 2-5 MRIP CPUE","biomass (observed) SB 2-5 MRIP CPUE","biomass (predicted) SB 2-5 CT LISTS","biomass (observed) SB 2-5 CT LISTS","biomass (predicted) SB adult MRIP CPUE","biomass (observed) SB adult MRIP CPUE","biomass (predicted) SB adult CT LISTS","biomass (observed) SB adult CT LISTS","biomass (predicted) AM juv jai","biomass (observed) AM juv jai","biomass (predicted) AM adult nad","biomass (observed) AM adult nad","biomass (predicted) AM adult mad","biomass (observed) AM adult mad","biomass (predicted) AM adult sad","biomass (observed) AM adult sad","biomass (predicted) SDF biomass","biomass (observed) SDF biomass","biomass (predicted) BF juv comp YOY","biomass (observed) BF juv comp YOY","biomass (predicted) BF adult MRIP CPUE","biomass (observed) BF adult MRIP CPUE","biomass (predicted) BF adult NC PSIGNS","biomass (observed) BF adult NC PSIGNS","biomass (predicted) WF juv comp yoy","biomass (observed) WF juv comp yoy","biomass (predicted) WF adult MRIP","biomass (observed) WF adult MRIP","biomass (predicted) WF adult DE trawl","biomass (observed) WF adult DE trawl","biomass (predicted) AH adult NEFSC-A","biomass (observed) AH adult NEFSC-A","biomass (predicted) AH adult NEFSC-B","biomass (observed) AH adult NEFSC-B",
170,0.0745787,,0.1346199,,0.1346199,,0.1667953,,0.1667953,,0.3365064,,2.141821,,2.141821,,2.141821,,0.2882937,,0.002318792,,0.1149828,,0.1149828,,0.000474335,,0.005418777,,0.005418777,,0.7160472,,0.7160472,,
171,0.07453398,,0.1347585,,0.1347585,,0.1663462,,0.1663462,,0.3360717,,2.150529,,2.150529,,2.150529,,0.2886015,,0.002293637,,0.1159679,,0.1159679,,0.0004712272,,0.005344446,,0.005344446,,0.7129602,,0.7129602,,
172,0.0744644,,0.1348811,,0.1348811,,0.1659562,,0.1659562,,0.3355623,,2.158276,,2.158276,,2.158276,,0.2888981,,0.002270178,,0.1169213,,0.1169213,,0.0004683743,,0.00527527,,0.00527527,,0.709909,,0.709909,,
173,0.07436672,,0.1349885,,0.1349885,,0.1656214,,0.1656214,,0.3350101,,2.165157,,2.165157,,2.165157,,0.2891834,,0.002248666,,0.1178431,,0.1178431,,0.0004656899,,0.005210739,,0.005210739,,0.7068908,,0.7068908,,
174,0.07423799,0.04967977,0.1350814,0.2630269,0.1350814,0.237136,0.1653385,0.2881619,0.1653385,0.3411116,0.3344529,0.4807644,2.171245,4.903805,2.171245,1.239032,2.171245,0.7222241,0.2894577,0.280836,0.002229478,0.004210216,0.1187338,0.1191223,0.1187338,,0.0004630871,0.001031162,0.005150433,0.01342233,0.005150433,0.008981693,0.7039027,0.346209,0.7039027,,
175,0.07407543,,0.1351602,,0.1351602,,0.1651046,,0.1651046,,0.3339288,,2.176594,,2.176594,,2.176594,,0.2897212,,0.002213081,,0.1195935,,0.1195935,,0.0004604791,,0.005094009,,0.005094009,,0.7009424,,0.7009424,,
176,0.07387639,,0.1352257,,0.1352257,,0.1649171,,0.1649171,,0.3334734,,2.18125,,2.18125,,2.18125,,0.2899738,,0.002199973,,0.1204224,,0.1204224,,0.0004577826,,0.005041185,,0.005041185,,0.6980074,,0.6980074,,
177,0.07363841,,0.1352781,,0.1352781,,0.1647738,,0.1647738,,0.3331165,,2.185244,,2.185244,,2.185244,,0.2902157,,0.002190642,,0.1212208,,0.1212208,,0.0004549225,,0.004991728,,0.004991728,,0.6950958,,0.6950958,,
178,0.07335933,,0.1353178,,0.1353178,,0.1646728,,0.1646728,,0.3328814,,2.188606,,2.188606,,2.188606,,0.2904471,,0.00218553,,0.1219886,,0.1219886,,0.0004518364,,0.004945445,,0.004945445,,0.6922056,,0.6922056,,
179,0.07303746,,0.135345,,0.135345,,0.1646121,,0.1646121,,0.332784,,2.191356,,2.191356,,2.191356,,0.2906679,,0.002185007,,0.1227261,,0.1227261,,0.0004484779,,0.004902167,,0.004902167,,0.6893351,,0.6893351,,
180,0.0726716,,0.1353599,,0.1353599,,0.1645901,,0.1645901,,0.3328336,,2.193514,,2.193514,,2.193514,,0.2908782,,0.002189349,,0.1234331,,0.1234331,,0.0004448191,,0.00486175,,0.00486175,,0.6864828,,0.6864828,,
181,0.07230107,,0.1351098,,0.1351098,,0.1651227,,0.1651227,,0.3326122,,2.195939,,2.195939,,2.195939,,0.2915109,,0.002221388,,0.1235443,,0.1235443,,0.0004427225,,0.004791216,,0.004791216,,0.6854196,,0.6854196,,
182,0.07191642,,0.1348438,,0.1348438,,0.1657074,,0.1657074,,0.3321698,,2.198115,,2.198115,,2.198115,,0.2921335,,0.002249696,,0.1236652,,0.1236652,,0.0004408289,,0.00472619,,0.00472619,,0.684284,,0.684284,,
183,0.07151788,,0.134559,,0.134559,,0.1663243,,0.1663243,,0.3315692,,2.199987,,2.199987,,2.199987,,0.2927457,,0.002274454,,0.1237933,,0.1237933,,0.0004391147,,0.004666076,,0.004666076,,0.6830744,,0.6830744,,
184,0.07110512,,0.1342561,,0.1342561,,0.1669701,,0.1669701,,0.3308629,,2.201519,,2.201519,,2.201519,,0.2933474,,0.002295702,,0.1239264,,0.1239264,,0.0004375397,,0.004610386,,0.004610386,,0.6817891,,0.6817891,,
185,0.07067943,,0.1339356,,0.1339356,,0.1676414,,0.1676414,,0.3300964,,2.202686,,2.202686,,2.202686,,0.2939387,,0.002313333,,0.1240625,,0.1240625,,0.0004360449,,0.004558721,,0.004558721,,0.6804272,,0.6804272,,
186,0.07024303,0.04233283,0.1335983,0.2138989,0.1335983,0.1832894,0.1683352,0.2718485,0.1683352,0.2611471,0.3293099,0.4297742,2.203477,2.253769,2.203477,3.498443,2.203477,2.455562,0.2945193,0.2077625,0.002327123,0.001484908,0.1242002,0.1204212,0.1242002,,0.0004345549,0.001272683,0.004510751,0.01540203,0.004510751,0.01882704,0.678988,0.5304759,0.678988,,
187,0.06979877,,0.1332451,,0.1332451,,0.1690488,,0.1690488,,0.3285379,,2.20389,,2.20389,,2.20389,,0.2950892,,0.002336764,,0.1243381,,0.1243381,,0.0004329828,,0.004466205,,0.004466205,,0.6774712,,0.6774712,,
188,0.06934991,,0.1328768,,0.1328768,,0.1697795,,0.1697795,,0.3278093,,2.203933,,2.203933,,2.203933,,0.2956485,,0.00234192,,0.1244752,,0.1244752,,0.0004312373,,0.00442486,,0.00442486,,0.6758773,,0.6758773,,
189,0.06889994,,0.1324946,,0.1324946,,0.170525,,0.170525,,0.3271471,,2.203621,,2.203621,,2.203621,,0.296197,,0.002342279,,0.1246108,,0.1246108,,0.0004292296,,0.004386529,,0.004386529,,0.6742069,,0.6742069,,
190,0.0684524,,0.1320996,,0.1320996,,0.1712834,,0.1712834,,0.326568,,2.202974,,2.202974,,2.202974,,0.2967349,,0.002337565,,0.1247443,,0.1247443,,0.00042688,,0.004351052,,0.004351052,,0.672461,,0.672461,,
191,0.06801075,,0.1316929,,0.1316929,,0.1720527,,0.1720527,,0.3260829,,2.202018,,2.202018,,2.202018,,0.297262,,0.002327552,,0.1248754,,0.1248754,,0.0004241233,,0.004318292,,0.004318292,,0.6706412,,0.6706412,,
192,0.06757823,,0.1312759,,0.1312759,,0.1728312,,0.1728312,,0.3256966,,2.200785,,2.200785,,2.200785,,0.2977786,,0.002312064,,0.1250041,,0.1250041,,0.0004209126,,0.004288124,,0.004288124,,0.6687492,,0.6687492,,
193,0.06717794,,0.1308686,,0.1308686,,0.1733767,,0.1733767,,0.325383,,2.191914,,2.191914,,2.191914,,0.2987444,,0.002270689,,0.1244699,,0.1244699,,0.000418088,,0.004312034,,0.004312034,,0.664477,,0.664477,,
194,0.06681161,,0.1304204,,0.1304204,,0.1738842,,0.1738842,,0.3251708,,2.183648,,2.183648,,2.183648,,0.2996896,,0.002234104,,0.1239328,,0.1239328,,0.0004156176,,0.004332613,,0.004332613,,0.6602569,,0.6602569,,
195,0.06648432,,0.1299368,,0.1299368,,0.1743614,,0.1743614,,0.3250558,,2.175908,,2.175908,,2.175908,,0.3006144,,0.002201787,,0.1233942,,0.1233942,,0.0004134555,,0.004350355,,0.004350355,,0.6560959,,0.6560959,,
196,0.06619664,,0.1294238,,0.1294238,,0.1748116,,0.1748116,,0.3250296,,2.168637,,2.168637,,2.168637,,0.3015194,,0.002173315,,0.122855,,0.122855,,0.0004115994,,0.004365671,,0.004365671,,0.6520007,,0.6520007,,
197,0.06594764,,0.1288868,,0.1288868,,0.1752377,,0.1752377,,0.3250796,,2.161788,,2.161788,,2.161788,,0.3024049,,0.002148353,,0.1223159,,0.1223159,,0.0004100769,,0.0043789,,0.0043789,,0.6479776,,0.6479776,,
198,0.06573557,0.05631325,0.1283307,0.1544484,0.1283307,0.1348092,0.1756422,0.2258308,0.1756422,0.1748152,0.3251918,0.2476665,2.155332,1.609835,2.155332,2.065053,2.155332,2.340006,0.3032714,0.1785331,0.002126648,0.002454421,0.1217776,0.1385122,0.1217776,0.1152435,0.0004089338,0.0006688799,0.004390324,0.01065076,0.004390324,0.01088062,0.6440321,0.6493446,0.6440321,,
199,0.06555825,,0.1277597,,0.1277597,,0.1760275,,0.1760275,,0.3253513,,2.149246,,2.149246,,2.149246,,0.3041193,,0.002108018,,0.1212404,,0.1212404,,0.0004082254,,0.004400177,,0.004400177,,0.6401688,,0.6401688,,
200,0.06541326,,0.1271775,,0.1271775,,0.1763957,,0.1763957,,0.3255439,,2.143518,,2.143518,,2.143518,,0.3049488,,0.002092342,,0.1207048,,0.1207048,,0.0004080093,,0.004408653,,0.004408653,,0.6363919,,0.6363919,,
201,0.06529801,,0.1265873,,0.1265873,,0.1767486,,0.1767486,,0.3257564,,2.138142,,2.138142,,2.138142,,0.3057603,,0.002079517,,0.1201709,,0.1201709,,0.00040834,,0.004415906,,0.004415906,,0.6327043,,0.6327043,,
202,0.06520981,,0.1259918,,0.1259918,,0.1770884,,0.1770884,,0.3259763,,2.133117,,2.133117,,2.133117,,0.3065542,,0.002069461,,0.119639,,0.119639,,0.0004092651,,0.004422056,,0.004422056,,0.6291088,,0.6291088,,
203,0.06514595,,0.1253934,,0.1253934,,0.1774165,,0.1774165,,0.3261915,,2.128446,,2.128446,,2.128446,,0.3073307,,0.0020621,,0.1191092,,0.1191092,,0.0004108232,,0.004427191,,0.004427191,,0.6256069,,0.6256069,,
204,0.06510364,,0.1247943,,0.1247943,,0.1777347,,0.1777347,,0.3263898,,2.124136,,2.124136,,2.124136,,0.3080901,,0.002057365,,0.1185816,,0.1185816,,0.0004130439,,0.004431367,,0.004431367,,0.6221998,,0.6221998,,
205,0.06506575,,0.1243611,,0.1243611,,0.1783057,,0.1783057,,0.3267973,,2.125861,,2.125861,,2.125861,,0.3088638,,0.002082617,,0.1195178,,0.1195178,,0.0004148648,,0.00441141,,0.00441141,,0.620095,,0.620095,,
206,0.06502638,,0.1239382,,0.1239382,,0.1789019,,0.1789019,,0.3273295,,2.127107,,2.127107,,2.127107,,0.3096232,,0.002105289,,0.1204206,,0.1204206,,0.0004162351,,0.004393968,,0.004393968,,0.6179681,,0.6179681,,
207,0.06497847,,0.1235264,,0.1235264,,0.1795174,,0.1795174,,0.3279413,,2.128008,,2.128008,,2.128008,,0.3103682,,0.0021257,,0.121291,,0.121291,,0.0004172555,,0.004378715,,0.004378715,,0.6158133,,0.6158133,,
208,0.06491822,,0.123126,,0.123126,,0.1801498,,0.1801498,,0.3286,,2.128667,,2.128667,,2.128667,,0.311099,,0.002144131,,0.1221305,,0.1221305,,0.0004179819,,0.004365365,,0.004365365,,0.6136245,,0.6136245,,
209,0.06484332,,0.1227373,,0.1227373,,0.1807967,,0.1807967,,0.3292829,,2.129159,,2.129159,,2.129159,,0.3118156,,0.002160803,,0.1229405,,0.1229405,,0.0004184431,,0.004353672,,0.004353672,,0.6113965,,0.6113965,,
210,0.06475276,0.0735988,0.1223598,0.1432822,0.1223598,0.18723,0.1814558,0.2076087,0.1814558,0.2939649,0.3299737,0.3496468,2.129541,3.863604,2.129541,1.117558,2.129541,2.571118,0.312518,0.2759839,0.002175884,0.001312431,0.1237225,0.1099377,0.1237225,0.09385364,0.0004186536,0.0004917643,0.004343418,0.008552282,0.004343418,0.008139206,0.6091246,1.984138,0.6091246,,
211,0.06464612,,0.1219931,,0.1219931,,0.1821251,,0.1821251,,0.3306607,,2.12985,,2.12985,,2.12985,,0.3132063,,0.002189492,,0.1244779,,0.1244779,,0.0004186207,,0.004334415,,0.004334415,,0.6068048,,0.6068048,,
212,0.06452341,,0.1216365,,0.1216365,,0.1828025,,0.1828025,,0.3313352,,2.130108,,2.130108,,2.130108,,0.3138806,,0.0022017,,0.125208,,0.125208,,0.0004183485,,0.0043265,,0.0043265,,0.6044341,,0.6044341,,
213,0.06438508,,0.1212893,,0.1212893,,0.1834861,,0.1834861,,0.3319908,,2.130329,,2.130329,,2.130329,,0.314541,,0.002212573,,0.1259141,,0.1259141,,0.0004178398,,0.004319538,,0.004319538,,0.60201,,0.60201,,
214,0.06423186,,0.1209507,,0.1209507,,0.1841738,,0.1841738,,0.3326233,,2.130514,,2.130514,,2.130514,,0.3151876,,0.002222172,,0.1265975,,0.1265975,,0.0004170963,,0.004313419,,0.004313419,,0.5995312,,0.5995312,,
215,0.06406479,,0.1206198,,0.1206198,,0.1848639,,0.1848639,,0.33323,,2.130656,,2.130656,,2.130656,,0.3158206,,0.002230567,,0.127259,,0.127259,,0.0004161179,,0.004308057,,0.004308057,,0.5969969,,0.5969969,,
216,0.06388514,,0.1202957,,0.1202957,,0.1855544,,0.1855544,,0.3338102,,2.130742,,2.130742,,2.130742,,0.3164402,,0.002237839,,0.1278997,,0.1278997,,0.0004148995,,0.004303398,,0.004303398,,0.5944071,,0.5944071,,
217,0.06370237,,0.1198647,,0.1198647,,0.1859168,,0.1859168,,0.3341654,,2.130964,,2.130964,,2.130964,,0.3173185,,0.002253437,,0.1280086,,0.1280086,,0.0004140523,,0.004343916,,0.004343916,,0.5901819,,0.5901819,,
218,0.06351816,,0.1194321,,0.1194321,,0.1862619,,0.1862619,,0.3343427,,2.131273,,2.131273,,2.131273,,0.3181774,,0.00226723,,0.1281128,,0.1281128,,0.0004134504,,0.004380932,,0.004380932,,0.5860361,,0.5860361,,
219,0.06333511,,0.1189965,,0.1189965,,0.1865912,,0.1865912,,0.3343678,,2.131617,,2.131617,,2.131617,,0.3190174,,0.002279215,,0.1282125,,0.1282125,,0.0004130541,,0.004414815,,0.004414815,,0.581976,,0.581976,,
220,0.0631558,,0.1185569,,0.1185569,,0.1869046,,0.1869046,,0.3342586,,2.131958,,2.131958,,2.131958,,0.3198388,,0.00228937,,0.1283075,,0.1283075,,0.0004128544,,0.004445886,,0.004445886,,0.578008,,0.578008,,
221,0.06298284,,0.1181126,,0.1181126,,0.1872022,,0.1872022,,0.3340285,,2.132264,,2.132264,,2.132264,,0.3206421,,0.002297636,,0.1283977,,0.1283977,,0.0004128662,,0.004474418,,0.004474418,,0.574138,,0.574138,,
222,0.06281767,0.02344118,0.1176641,0.1499064,0.1176641,0.2176593,0.1874839,0.1914319,0.1874839,0.2578848,0.3336884,0.6483034,2.13251,1.188801,2.13251,2.453769,2.13251,3.120008,0.3214276,0.2742302,0.002303923,0.001058446,0.128483,0.1182874,0.128483,0.1045486,0.0004131216,0.0008600843,0.004500646,0.004790862,0.004500646,0.007241609,0.5703712,0.8816206,0.5703712,,
223,0.06266218,,0.1172114,,0.1172114,,0.1877497,,0.1877497,,0.3332484,,2.132672,,2.132672,,2.132672,,0.3221957,,0.00230812,,0.1285631,,0.1285631,,0.0004136637,,0.004524769,,0.004524769,,0.566712,,0.566712,,
224,0.06251819,,0.1167544,,0.1167544,,0.1879997,,0.1879997,,0.332718,,2.132733,,2.132733,,2.132733,,0.3229469,,0.002310109,,0.1286379,,0.1286379,,0.0004145414,,0.004546952,,0.004546952,,0.5631641,,0.5631641,,
225,0.06238708,,0.1162934,,0.1162934,,0.1882341,,0.1882341,,0.3321072,,2.132674,,2.132674,,2.132674,,0.3236814,,0.002309787,,0.1287071,,0.1287071,,0.0004158037,,0.004567333,,0.004567333,,0.55973,,0.55973,,
226,0.06226987,,0.1158289,,0.1158289,,0.1884529,,0.1884529,,0.3314259,,2.132482,,2.132482,,2.132482,,0.3243996,,0.002307062,,0.1287705,,0.1287705,,0.0004174965,,0.004586018,,0.004586018,,0.5564116,,0.5564116,,
227,0.06216718,,0.1153616,,0.1153616,,0.1886564,,0.1886564,,0.330685,,2.132145,,2.132145,,2.132145,,0.3251018,,0.002301873,,0.128828,,0.128828,,0.000419659,,0.004603092,,0.004603092,,0.5532098,,0.5532098,,
228,0.06207924,,0.1148922,,0.1148922,,0.1888448,,0.1888448,,0.3298956,,2.131651,,2.131651,,2.131651,,0.3257882,,0.002294182,,0.1288795,,0.1288795,,0.0004223224,,0.004618613,,0.004618613,,0.5501249,,0.5501249,,
229,0.06199659,,0.1143203,,0.1143203,,0.1892276,,0.1892276,,0.329068,,2.127834,,2.127834,,2.127834,,0.326407,,0.002264374,,0.1285661,,0.1285661,,0.000424313,,0.004682625,,0.004682625,,0.5465739,,0.5465739,,
230,0.06192011,,0.1137677,,0.1137677,,0.1895675,,0.1895675,,0.3282176,,2.124185,,2.124185,,2.124185,,0.3270097,,0.002237757,,0.1282455,,0.1282455,,0.0004259373,,0.004742585,,0.004742585,,0.5431108,,0.5431108,,
231,0.06184997,,0.1132356,,0.1132356,,0.1898654,,0.1898654,,0.3273582,,2.120651,,2.120651,,2.120651,,0.3275968,,0.002213994,,0.1279181,,0.1279181,,0.0004272868,,0.004798801,,0.004798801,,0.5397319,,0.5397319,,
232,0.06178501,,0.1127243,,0.1127243,,0.1901229,,0.1901229,,0.3265001,,2.117198,,2.117198,,2.117198,,0.3281687,,0.002192825,,0.1275843,,0.1275843,,0.0004284524,,0.004851541,,0.004851541,,0.5364334,,0.5364334,,
233,0.06172324,,0.112234,,0.112234,,0.1903416,,0.1903416,,0.3256504,,2.113796,,2.113796,,2.113796,,0.3287257,,0.002174058,,0.1272443,,0.1272443,,0.0004295338,,0.004901027,,0.004901027,,0.5332112,,0.5332112,,
234,0.06166204,0.07679774,0.1117653,0.1221082,0.1117653,0.1167856,0.1905227,0.1289271,0.1905227,0.1721704,0.3248146,0.5026172,2.11043,1.287868,2.11043,1.263327,2.11043,1.300003,0.3292682,0.1315323,0.002157563,0.002105324,0.1268983,0.1339663,0.1268983,0.1134974,0.000430641,0.0006024616,0.00494745,0.008275125,0.00494745,0.006352784,0.5300614,1.044865,0.5300614,,
235,0.06159941,,0.1113179,,0.1113179,,0.1906677,,0.1906677,,0.3239967,,2.107088,,2.107088,,2.107088,,0.3297965,,0.002143249,,0.1265464,,0.1265464,,0.0004318908,,0.00499097,,0.00499097,,0.5269801,,0.5269801,,
236,0.06153344,,0.1108915,,0.1108915,,0.1907777,,0.1907777,,0.3232005,,2.103765,,2.103765,,2.103765,,0.330311,,0.00213106,,0.1261889,,0.1261889,,0.0004334008,,0.005031723,,0.005031723,,0.5239639,,0.5239639,,
237,0.06146242,,0.1104856,,0.1104856,,0.1908541,,0.1908541,,0.3224292,,2.100462,,2.100462,,2.100462,,0.3308119,,0.00212095,,0.1258259,,0.1258259,,0.0004352814,,0.005069829,,0.005069829,,0.5210096,,0.5210096,,
238,0.06138483,,0.1100995,,0.1100995,,0.1908981,,0.1908981,,0.3216857,,2.097184,,2.097184,,2.097184,,0.3312996,,0.00211288,,0.1254576,,0.1254576,,0.0004376277,,0.005105395,,0.005105395,,0.5181143,,0.5181143,,
239,0.06129939,,0.1097326,,0.1097326,,0.1909111,,0.1909111,,0.3209726,,2.093939,,2.093939,,2.093939,,0.3317743,,0.002106806,,0.125084,,0.125084,,0.0004405135,,0.005138516,,0.005138516,,0.5152755,,0.5152755,,
240,0.06120506,,0.1093841,,0.1093841,,0.1908943,,0.1908943,,0.3202919,,2.090739,,2.090739,,2.090739,,0.3322362,,0.002102677,,0.1247055,,0.1247055,,0.0004439851,,0.005169284,,0.005169284,,0.512491,,0.512491,,
241,0.0611091,,0.1090764,,0.1090764,,0.1905935,,0.1905935,,0.3197805,,2.085321,,2.085321,,2.085321,,0.3326849,,0.002086116,,0.124731,,0.124731,,0.0004470608,,0.005183303,,0.005183303,,0.5097128,,0.5097128,,
242,0.06101302,,0.1087782,,0.1087782,,0.1902601,,0.1902601,,0.3193821,,2.080147,,2.080147,,2.080147,,0.3331215,,0.002070392,,0.1247332,,0.1247332,,0.0004497135,,0.005197375,,0.005197375,,0.506994,,0.506994,,
243,0.06091836,,0.1084891,,0.1084891,,0.1898956,,0.1898956,,0.3190804,,2.075215,,2.075215,,2.075215,,0.3335463,,0.002055544,,0.1247135,,0.1247135,,0.0004520215,,0.005211424,,0.005211424,,0.5043336,,0.5043336,,
244,0.06082549,,0.1082085,,0.1082085,,0.1895028,,0.1895028,,0.3188611,,2.070524,,2.070524,,2.070524,,0.3339595,,0.002041676,,0.1246737,,0.1246737,,0.0004540283,,0.005225387,,0.005225387,,0.501731,,0.501731,,
245,0.06073412,,0.1079359,,0.1079359,,0.1890843,,0.1890843,,0.3187111,,2.066071,,2.066071,,2.066071,,0.3343616,,0.002028957,,0.1246151,,0.1246151,,0.0004557584,,0.005239211,,0.005239211,,0.4991856,,0.4991856,,
246,0.06064353,0.04957358,0.1076706,0.1659517,0.1076706,0.3126753,0.1886425,0.1593387,0.1886425,0.3300257,0.3186179,0.6337348,2.061857,2.84817,2.061857,3.27979,2.061857,3.466676,0.3347527,0.2583294,0.002017596,0.002635901,0.1245392,0.1226478,0.1245392,0.1392526,0.000457228,0.0007560959,0.005252847,0.007483246,0.005252847,0.001939169,0.496697,0.6682649,0.496697,,
247,0.06055273,,0.1074122,,0.1074122,,0.1881798,,0.1881798,,0.3185696,,2.057881,,2.057881,,2.057881,,0.3351332,,0.002007816,,0.124447,,0.124447,,0.0004584511,,0.005266251,,0.005266251,,0.4942648,,0.4942648,,
248,0.06046055,,0.1071602,,0.1071602,,0.1876982,,0.1876982,,0.3185562,,2.054145,,2.054145,,2.054145,,0.3355033,,0.001999822,,0.1243396,,0.1243396,,0.0004594424,,0.005279384,,0.005279384,,0.4918886,,0.4918886,,
249,0.06036551,,0.1069142,,0.1069142,,0.1871998,,0.1871998,,0.3185688,,2.05065,,2.05065,,2.05065,,0.3358631,,0.001993791,,0.124218,,0.124218,,0.0004602176,,0.00529222,,0.00529222,,0.4895681,,0.4895681,,
250,0.06026586,,0.1066741,,0.1066741,,0.1866864,,0.1866864,,0.3186007,,2.047398,,2.047398,,2.047398,,0.3362131,,0.001989854,,0.124083,,0.124083,,0.0004607922,,0.00530474,,0.00530474,,0.4873027,,0.4873027,,
251,0.0601604,,0.1064393,,0.1064393,,0.1861599,,0.1861599,,0.3186467,,2.044389,,2.044389,,2.044389,,0.3365534,,0.001988085,,0.1239354,,0.1239354,,0.0004611793,,0.005316941,,0.005316941,,0.4850921,,0.4850921,,
252,0.06004809,,0.1062093,,0.1062093,,0.1856218,,0.1856218,,0.3187034,,2.041626,,2.041626,,2.041626,,0.3368841,,0.001988498,,0.1237758,,0.1237758,,0.0004613862,,0.005328836,,0.005328836,,0.4829359,,0.4829359,,
253,0.05992513,,0.105904,,0.105904,,0.1847943,,0.1847943,,0.3188509,,2.044534,,2.044534,,2.044534,,0.3371201,,0.001985806,,0.1234093,,0.1234093,,0.00046177,,0.005315088,,0.005315088,,0.4792662,,0.4792662,,
254,0.05979209,,0.1056046,,0.1056046,,0.1839772,,0.1839772,,0.3190763,,2.04705,,2.04705,,2.04705,,0.3373425,,0.001982696,,0.1230448,,0.1230448,,0.0004623049,,0.005303114,,0.005303114,,0.4756258,,0.4756258,,
255,0.05964849,,0.1053095,,0.1053095,,0.1831666,,0.1831666,,0.3193696,,2.04927,,2.04927,,2.04927,,0.3375517,,0.00197916,,0.1226819,,0.1226819,,0.0004629472,,0.00529271,,0.00529271,,0.4720093,,0.4720093,,
256,0.05949445,,0.1050174,,0.1050174,,0.1823617,,0.1823617,,0.3197244,,2.051272,,2.051272,,2.051272,,0.3377478,,0.001975207,,0.1223202,,0.1223202,,0.0004636523,,0.005283709,,0.005283709,,0.4684117,,0.4684117,,
257,0.05933029,,0.1047273,,0.1047273,,0.1815619,,0.1815619,,0.3201373,,2.053117,,2.053117,,2.053117,,0.3379312,,0.001970864,,0.1219594,,0.1219594,,0.000464372,,0.005275975,,0.005275975,,0.4648288,,0.4648288,,
258,0.05915641,0.0513257,0.1044381,0.1864322,0.1044381,0.162386,0.1807669,0.1736089,0.1807669,0.1826653,0.3206067,0.2185293,2.054854,1.981336,2.054854,0.9717897,2.054854,9.21558,0.338102,0.4856756,0.001966169,0.00249048,0.1215994,0.1315541,0.1215994,0.1324864,0.0004650549,0.0004448018,0.005269399,0.005503552,0.005269399,0.008315217,0.461257,0.7227406,0.461257,,
259,0.05897313,,0.1041493,,0.1041493,,0.1799763,,0.1799763,,0.3211313,,2.05652,,2.05652,,2.05652,,0.3382607,,0.001961165,,0.1212401,,0.1212401,,0.0004656482,,0.005263894,,0.005263894,,0.4576935,,0.4576935,,
260,0.0587807,,0.1038605,,0.1038605,,0.1791902,,0.1791902,,0.3217092,,2.058144,,2.058144,,2.058144,,0.3384074,,0.001955891,,0.1208817,,0.1208817,,0.0004661009,,0.005259387,,0.005259387,,0.454136,,0.454136,,
261,0.05857931,,0.1035711,,0.1035711,,0.1784085,,0.1784085,,0.3223373,,2.059743,,2.059743,,2.059743,,0.3385424,,0.001950373,,0.1205242,,0.1205242,,0.000466367,,0.005255823,,0.005255823,,0.450583,,0.450583,,
262,0.05836906,,0.1032811,,0.1032811,,0.1776311,,0.1776311,,0.323011,,2.061331,,2.061331,,2.061331,,0.3386662,,0.001944621,,0.1201678,,0.1201678,,0.0004664079,,0.005253152,,0.005253152,,0.4470338,,0.4470338,,
263,0.05814983,,0.1029904,,0.1029904,,0.1768581,,0.1768581,,0.3237245,,2.062913,,2.062913,,2.062913,,0.338779,,0.001938626,,0.1198128,,0.1198128,,0.0004661944,,0.005251337,,0.005251337,,0.4434881,,0.4434881,,
264,0.05792116,,0.1026996,,0.1026996,,0.1760893,,0.1760893,,0.3244714,,2.064491,,2.064491,,2.064491,,0.3388812,,0.001932359,,0.1194594,,0.1194594,,0.000465708,,0.005250343,,0.005250343,,0.4399461,,0.4399461,,
265,0.05768971,,0.102344,,0.102344,,0.174944,,0.174944,,0.3250606,,2.066497,,2.066497,,2.066497,,0.3388731,,0.001939139,,0.1188559,,0.1188559,,0.0004654454,,0.005225603,,0.005225603,,0.43611,,0.43611,,
266,0.05745416,,0.1019865,,0.1019865,,0.1738145,,0.1738145,,0.3255273,,2.068642,,2.068642,,2.068642,,0.3388565,,0.001944633,,0.1182679,,0.1182679,,0.0004653777,,0.005203322,,0.005203322,,0.4324188,,0.4324188,,
267,0.05721363,,0.1016277,,0.1016277,,0.1726961,,0.1726961,,0.3258899,,2.07089,,2.07089,,2.07089,,0.338832,,0.001948831,,0.117695,,0.117695,,0.0004654517,,0.005183215,,0.005183215,,0.4288801,,0.4288801,,
268,0.05696798,,0.1012683,,0.1012683,,0.1715891,,0.1715891,,0.3261637,,2.073211,,2.073211,,2.073211,,0.3387998,,0.001951657,,0.1171365,,0.1171365,,0.000465622,,0.005165049,,0.005165049,,0.4255011,,0.4255011,,
