EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:27:31 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Data,AvgWeightOrProdCons

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1995,0.002405145,0.04668157,0.7049675,0.002842988,0.07527894,0.1773481,0.001149257,0.2554004,0.002128082,0.08512331,0.002879145,0.1204711,0.3000136,0.1950089,0.2965718,0,0
1996,0.0024611,0.04206723,0.6767693,0.002806786,0.07631268,0.1773481,0.001104721,0.263172,0.002132986,0.08720002,0.002909602,0.1180488,0.3000136,0.1950089,0.2965718,0,0
1997,0.002493963,0.03822403,0.6243901,0.002754564,0.07724244,0.1773481,0.001136274,0.2683515,0.002169566,0.08847863,0.002905912,0.1178442,0.3000136,0.1950089,0.2965718,0,0
1998,0.002577393,0.03538151,0.5605087,0.00274813,0.07672632,0.1773481,0.001236809,0.2512761,0.002237585,0.08838069,0.002932546,0.1171913,0.3000136,0.1950089,0.2965718,0,0
1999,0.002695704,0.03330701,0.4969035,0.002750771,0.07652359,0.1773481,0.00120597,0.2343666,0.002311391,0.08708692,0.002958062,0.1159349,0.3000136,0.1950089,0.2965718,0,0
2000,0.002706335,0.03198435,0.4459405,0.002749513,0.0774043,0.1773481,0.001180308,0.2366887,0.002399232,0.08530084,0.002949033,0.1155872,0.3000136,0.1950089,0.2965718,0,0
2001,0.002619934,0.03137984,0.4082061,0.002708579,0.07815985,0.1773481,0.0011465,0.2376952,0.002384098,0.08448439,0.002978038,0.1153929,0.3000136,0.1950089,0.2965718,0,0
2002,0.002633561,0.03111775,0.3791138,0.002674651,0.07801763,0.1773481,0.001136684,0.2461932,0.002399508,0.08454377,0.002978256,0.1142991,0.3000136,0.1950089,0.2965718,0,0
2003,0.002606274,0.03087768,0.3605386,0.002701934,0.07750582,0.1773481,0.001143839,0.2448841,0.002360167,0.0846473,0.003000228,0.114421,0.3000136,0.1950089,0.2965718,0,0
2004,0.002607913,0.0305744,0.347527,0.002709325,0.07774084,0.1773481,0.001120041,0.2429652,0.002285015,0.08607309,0.003042149,0.1124221,0.3000136,0.1950089,0.2965718,0,0
2005,0.002637409,0.0303272,0.3393758,0.002685995,0.07837248,0.1773481,0.00108204,0.2499046,0.002267813,0.08635084,0.003048581,0.1117643,0.3000136,0.1950089,0.2965718,0,0
2006,0.002694832,0.03011433,0.3342756,0.002666202,0.07841913,0.1773481,0.001066937,0.2574913,0.002289215,0.08563585,0.00299755,0.1126365,0.3000136,0.1950089,0.2965718,0,0
2007,0.002744891,0.02985792,0.3295329,0.002693006,0.07796317,0.1773481,0.001084969,0.2583103,0.002326669,0.08481463,0.003048807,0.113202,0.3000136,0.1950089,0.2965718,0,0
2008,0.002789007,0.02979102,0.3258821,0.002710595,0.07774407,0.1773481,0.001091666,0.2546072,0.002305593,0.08455411,0.003089125,0.1101773,0.3000136,0.1950089,0.2965718,0,0
2009,0.002821566,0.02988741,0.3208604,0.002709616,0.07791389,0.1773481,0.001080384,0.2547733,0.00229611,0.08459229,0.003156107,0.108923,0.3000136,0.1950089,0.2965718,0,0
2010,0.002865972,0.03021635,0.3159331,0.002713891,0.07775228,0.1773481,0.001040757,0.2609957,0.002251976,0.08463008,0.003074592,0.1082068,0.3000136,0.1950089,0.2965718,0,0
2011,0.002751091,0.0312025,0.3210396,0.002719862,0.07734004,0.1773481,0.0009995109,0.2773411,0.00221563,0.08494326,0.002979785,0.1137732,0.3000136,0.1950089,0.2965718,0,0
2012,0.002667488,0.0324567,0.333468,0.002744121,0.07713096,0.1773481,0.0009518252,0.2985451,0.00222889,0.0843747,0.003033985,0.1133295,0.3000136,0.1950089,0.2965718,0,0
2013,0.002652091,0.03342001,0.3478136,0.002737131,0.07725091,0.1773481,0.0009512227,0.3147164,0.00223298,0.08383556,0.002980524,0.1133594,0.3000136,0.1950089,0.2965718,0,0
2014,0.002696797,0.03394046,0.3624744,0.002734191,0.0772711,0.1773481,0.0009392004,0.3185339,0.002208851,0.08418727,0.00296012,0.1156517,0.3000136,0.1950089,0.2965718,0,0
2015,0.002724589,0.03413602,0.3764238,0.002743635,0.07683395,0.1773481,0.001009544,0.3116032,0.002199363,0.08466148,0.00299551,0.1145871,0.3000136,0.1950089,0.2965718,0,0
2016,0.002780605,0.03438407,0.3905133,0.002753382,0.07658025,0.1773481,0.000960584,0.2984837,0.002188498,0.08502384,0.002988108,0.114147,0.3000136,0.1950089,0.2965718,0,0
2017,0.002848109,0.03467008,0.3996252,0.002762328,0.07666828,0.1773481,0.000932263,0.3164716,0.002185276,0.08540654,0.002979706,0.1145988,0.3000136,0.1950089,0.2965718,0,0
