SSB2017,R0
3059773,80.13168
3175992,78.46298
3654645,146.713
5671948,198.9143
2072373,87.96112
2748332,141.3779
2533889,86.40546
2019153,73.27603
3182550,86.40546
3182550,86.40546
3567130,98.97708
8561734,206.1893
2390546,100.1618
2592580,96.98759
2592580,96.98759
2129008,87.48934
2678298,75.83937
2050604,86.05172
2449504,75.34419
6067326,164.5163
2905074,78.67698
3034487,81.42542
3168517,72.76263
2697314,77.5556
2149660,117.2951
2136949,92.82749
3945798,91.33217
2686948,118.8205
2938979,79.21023
2385223,80.83238
2759306,118.9749
3497870,140.4967
6508018,226.4608
4794131,238.6273
3331963,105.2236
7108245,289.0707
5114130,195.2051
5114130,195.2051
1894128,82.73814
2859132,113.6416
2859132,113.6416
4210318,172.0914
5078714,275.2596
3587099,142.0934
4058066,223.5717
3054440,77.75235
5242593,170.9439
5242593,170.9439
3399578,99.81031
3825500,105.3832
3825500,105.3832
2384117,102.5937
2843392,90.00373
2865863,74.38092
2823780,91.90581
2849138,116.1481
2618133,129.7064
3297078,85.89418
2876920,90.72162
5102455,178.771
2984215,91.48266
6003379,214.1655
8185471,368.3019
3563430,78.17883
2257027,83.28496
2578294,102.021
2578294,102.021
7007681,240.4016
2128471,88.28678
10614900,308.1526
2434900,111.9742
4145033,107.2342
3373891,69.33331
3373891,69.33331
2982857,122.4583
3623645,140.1399
3438880,82.24916
2456496,72.59297
8729055,288.9651
2590222,72.76263
2590222,72.76263
2486727,114.3711
3374995,108.258
3677749,99.15152
2245064,136.1801
3968006,121.2661
3968006,121.2661
2532850,104.1965
3109411,91.83926
3471700,104.1938
3176340,97.40633
3176340,97.40633
3921515,124.6958
2296010,112.4775
2392561,75.3624
2876123,122.0161
2865982,100.1243
3595763,80.5434
2170215,77.02772
1939112,72.65783
1939112,72.65783
1939112,72.65783
2776779,77.0904
2382440,99.4138
4244238,90.14144
6407799,321.6902
6407799,321.6902
2774909,152.2392
4791855,188.0174
4791855,188.0174
3066452,82.14219
6828323,186.9531
2648380,72.30581
2632741,96.69081
2702185,101.1373
2106748,104.0797
2180098,77.89742
2168958,75.35788
2882736,125.0621
3108370,73.74673
2573296,79.68835
2785244,109.8401
4927855,223.1197
1968483,83.94099
2425663,81.46336
3484377,111.9714
2550883,79.11409
3412094,84.05891
5180084,201.7014
5180084,201.7014
3566825,122.6426
3798354,149.2767
3798354,149.2767
8067536,319.7332
3538116,118.4096
3538116,118.4096
3079979,78.99144
3203096,73.8265
2030418,99.16905
2244113,73.28412
3316035,128.8545
2560350,88.28678
2984635,70.36599
2970051,79.89505
4935031,172.0698
2528168,90.68456
3632600,139.7766
1888068,80.67432
4756803,212.1106
3424259,184.5421
2652003,76.60988
3386603,81.51678
4784505,173.8759
2180300,83.06354
5754737,161.6834
3789294,145.646
2717192,91.51219
3341526,104.9398
1859990,84.36545
2648770,76.76543
2943062,89.69317
2226181,83.99906
3072229,91.78079
1956113,82.27223
11638410,324.4902
3126294,129.7065
3126294,129.7065
7042613,212.012
3374302,119.2961
2095880,99.01504
2791206,78.67701
6152881,198.1257
1689452,74.14444
3106783,107.3936
2567084,83.82344
6756455,192.4633
6444574,209.9666
2688068,70.04324
2781259,90.91758
2298972,73.4658
4030008,186.9392
3989578,114.2862
2096369,97.25879
2256313,70.37733
2727762,107.3936
2747494,80.44716
3407242,85.71977
2858083,83.2709
8715778,236.4695
3478876,79.87823
3853859,92.37549
2938253,79.42866
5807773,242.615
2011272,95.45712
3127911,161.7489
3127911,161.7489
4939506,179.4704
2820992,72.74456
1865489,86.35338
2417189,92.69124
2528766,92.22903
4220450,102.021
2734489,112.1609
2794962,75.86637
2884432,130.2636
2884432,130.2636
2439367,74.47805
2439367,74.47805
3950953,136.8494
3043579,69.14445
2219355,97.09741
3665620,73.64778
1870862,86.31603
3851205,98.5863
4377735,170.659
3616787,98.37688
2646612,71.90205
2215848,113.6556
2060690,117.2458
3479126,89.5316
5682793,213.234
8553928,333.2736
2039296,79.28886
2191787,78.23643
1906806,85.89415
3140364,107.7491
4584980,136.9013
2234178,100.3454
2649794,73.99105
3411609,172.2526
3599586,77.7247
2814894,76.40205
2544766,94.86855
2557497,80.72506
2051267,120.8314
2226766,89.05221
2226766,89.05221
2226766,89.05221
2625321,73.46823
2773531,103.2827
4138279,123.1016
2935495,78.95805
2549096,80.04005
2549096,80.04005
3221780,93.7385
3221780,93.7385
2566271,90.94732
2566271,90.94732
1957307,93.34475
3861214,192.8748
1797253,82.27224
3132179,101.1173
3132179,101.1173
3593415,118.581
1967039,85.73111
3131634,84.0978
3379497,86.14195
2166510,68.91728
2883340,89.18915
2693914,69.82447
2821950,73.64765
3262962,83.25228
4641128,196.8622
5803104,157.542
3347886,80.70863
7995635,201.6831
3474392,106.7058
2503277,89.75258
3782606,124.3888
4305020,115.3851
1983430,88.50717
1986448,80.83242
2739985,69.95926
3229369,113.2535
3293920,106.7517
3293920,106.7517
1947924,72.44991
3749816,101.3258
3507789,106.7059
2065548,100.9439
8214429,230.8219
2179308,122.6522
3277615,93.57569
3277615,93.57569
2763493,140.6281
3277680,73.59548
3277680,73.59548
3012311,96.14456
2519847,98.08205
2940946,83.1177
5588674,193.59
5588674,193.59
6407707,188.0171
2091604,96.48064
6057843,176.2295
6057843,176.2295
6629110,177.1152
2102733,91.52461
2102733,91.52461
2107602,82.74692
2107602,82.74692
2826805,100.5908
4319751,205.6917
3821453,101.6377
7790300,258.2373
2097244,88.32937
3449169,101.4541
2515753,113.2904
3949358,143.5053
2662064,86.60593
3601176,95.95987
1882263,76.61979
2329201,101.1673
2271171,82.02973
2346893,86.04923
8678010,330.8796
2189461,94.28226
2622454,73.57536
2580095,120.0844
2419137,83.41064
3549850,88.529
5623534,163.5247
4221323,152.7338
8070259,298.3499
2837700,82.06522
6250459,324.4907
2902111,81.51174
2596253,78.61992
3195224,97.36567
1989270,96.14457
3330796,74.50929
3261696,85.80626
3022833,106.6104
2111135,122.1234
5378112,193.1557
2058426,72.5035
2310209,68.41207
3483350,99.36895
7894830,273.7646
2542812,114.1741
2801425,108.2235
5735177,201.6181
5735177,201.6181
5735177,201.6181
2412138,103.248
4027546,97.99715
3254247,87.50011
2929056,83.32065
2929056,83.32065
7887824,294.8669
3005994,95.54031
8650469,264.9061
2890856,74.95251
10021190,289.1008
3628332,102.5309
3202578,86.53416
2002094,103.6051
3270840,100.7946
7222883,223.7788
3373352,104.5779
2669232,105.8434
2992514,80.75671
3154558,92.68802
5066415,183.8964
2569193,130.1224
2169327,70.37742
2955855,77.72469
9154508,268.2955
2245933,76.96317
2736968,124.9127
1925866,79.77802
5317562,186.9389
2133979,85.6008
2818378,91.70655
2332020,86.40547
2475914,74.7225
1700455,71.15527
2749574,85.65508
2285403,103.6051
2552707,83.99901
3913946,139.7701
3150051,70.40741
2450363,77.69531
2548446,90.1857
3454148,101.2886
3330488,74.06966
3121378,73.54469
3121378,73.54469
2458623,75.83937
3854161,94.95339
3143134,106.2248
2812444,102.2805
1913334,80.34508
2241199,79.61014
3533720,94.87313
2632452,144.8884
3128615,120.7702
3363328,72.73334
5141364,150.7469
3213088,100.5908
2856909,125.3282
2268677,99.58068
3331590,76.40208
2432063,79.92122
2432063,79.92122
1998192,116.1481
3311771,74.62615
3603218,107.8594
2183451,103.742
2438452,70.37364
3241420,73.91497
3241420,73.91497
3241420,73.91497
2449295,77.15905
2054863,85.20312
8444442,304.0025
2675133,134.9577
2634311,110.6796
3067292,97.23654
2140699,83.1177
3045704,93.18721
5679052,188.7334
2233094,89.77044
2910953,74.1934
2910953,74.1934
3981824,159.2773
3981824,159.2773
3048738,75.11993
3039556,122.157
2798270,93.62231
3065251,121.8312
3065251,121.8312
3065251,121.8312
1986269,87.30403
5586774,203.7173
2679485,113.2904
2373816,126.0029
5748051,204.4336
5748051,204.4336
5748051,204.4336
2843672,109.6464
2096658,109.0991
2956452,81.73948
4173163,141.2975
2295117,102.2805
3095931,101.3302
3095931,101.3302
3653818,125.8079
10147250,311.1428
2597107,88.98644
6535047,249.238
2847884,86.0633
2656263,81.85744
7609196,293.0758
2663876,72.65783
3805473,220.9967
2999334,88.61695
3254667,78.8718
2647967,78.81111
2647967,78.81111
2413045,100.311
4061053,216.2389
2386448,93.15969
3223369,115.579
3960587,137.1341
3960587,137.1341
6579263,253.873
2845004,84.79716
3013661,88.28682
3013661,88.28682
2159291,120.7213
6223499,215.4039
1979222,85.54122
5295301,204.6306
2683090,135.9119
3427537,80.04004
2290143,72.95307
2365539,131.5474
3972807,109.6089
2434003,73.90512
6807025,297.2548
9011025,267.657
8962603,286.3344
3904849,161.9655
2526066,74.50929
3401601,113.2904
2381069,96.29171
2389763,87.2077
3352707,78.2819
10309420,290.6187
2384342,93.50262
7185362,252.9206
4632993,199.4266
2228195,111.5457
2246046,78.49387
2246046,78.49387
3441464,78.05911
4991041,152.7358
2298571,93.28667
2298571,93.28667
2370582,87.16726
3362048,99.30841
3362048,99.30841
3037713,74.30603
2212682,96.41715
2862710,71.92238
2634310,75.44802
2634310,75.44802
2394842,109.0499
2456693,84.07568
8430280,273.7643
8430280,273.7643
3348260,121.0262
3348260,121.0262
2065293,90.13849
2627460,120.1521
3225308,102.1546
2118974,75.03917
3336253,101.3257
2410913,100.9704
4129778,105.3831
3213421,72.60463
4292144,141.9665
3324359,102.2805
2904235,95.29714
2072133,117.7545
3186770,118.8713
2611556,79.97711
3760858,120.6872
3486949,80.75672
2912991,84.18836
2657024,82.73817
1919278,76.6002
2393293,110.7982
1784315,100.1617
2706762,95.80435
2965330,77.81428
2854975,107.7008
2072604,91.60293
3195002,78.8734
3195002,78.8734
6985372,258.9294
4510393,185.2112
2956950,95.15953
3286023,93.35802
2127360,76.53801
2808365,141.2975
1777866,74.92834
1965376,73.02267
2335860,71.23747
4645015,177.1168
3130638,83.93386
3273988,173.4056
3273988,173.4056
2490743,135.1233
2475161,84.05891
3364293,89.69111
3063440,119.8769
3266157,118.0669
2773567,71.20254
3919901,121.576
4133518,100.3474
3991589,195.2053
3567440,78.34078
6480048,186.9392
2071325,101.9384
3386333,73.27115
2650186,76.02755
2389677,101.1327
3343333,107.6409
5364488,156.1503
5364488,156.1503
5708688,217.2129
7755352,294.8003
7755352,294.8003
2398135,87.30363
2320019,75.84556
2320019,75.84556
3408223,74.19341
2619750,105.7617
2469820,114.2327
3251458,78.46296
2438361,81.55487
2588124,139.9962
2849034,80.7045
3814595,120.4449
2982659,78.31541
2525742,106.6612
2437864,145.5916
3406482,91.77827
4792309,223.777
3708225,107.6544
2974292,149.5688
6055462,255.0451
2718277,103.1752
6211330,210.4006
3752705,118.009
3272886,80.30438
3564304,116.0382
2519097,89.38369
6926629,278.1235
3064123,73.90513
3114120,101.3257
10695020,349.0185
2295435,83.17551
2295435,83.17551
4435562,164.5178
2949424,91.88874
2354749,75.34419
9356615,255.5917
3416551,94.54976
4283540,109.884
1901101,93.61092
2019027,93.06328
2504123,80.92622
3334554,89.90841
2554552,103.5034
2223826,85.94301
2129810,104.0797
3648264,115.7928
2411634,135.8791
2913019,94.75105
2913019,94.75105
2913019,94.75105
3102216,83.99911
4429107,198.8699
4429107,198.8699
2713407,93.05006
3266066,88.64836
3266066,88.64836
2468171,109.4231
2958575,90.8386
2851725,101.8288
1886394,71.94386
1859949,81.38832
6528552,241.9858
6516344,230.4943
7404045,329.7784
2404847,106.381
1932781,79.49472
2393208,91.73034
3216657,91.60294
3453745,89.83117
2429803,90.68451
2031559,76.11531
9018028,318.3242
2682220,79.68831
2808559,106.9096
1781187,93.61095
3013019,98.44275
3338441,151.0176
3232599,123.6949
2024965,83.9991
2285170,73.54469
3907414,99.66876
3109265,106.4246
2489978,71.20152
2303971,76.58988
3590780,113.5194
2287777,79.66343
2287777,79.66343
3416427,105.3832
4641262,168.9224
3829076,115.385
2092222,111.1271
2296742,79.02751
8086568,223.3054
8086568,223.3054
3153468,117.7376
5727195,272.9731
2375506,75.54064
8559595,284.1669
2882273,126.7916
3374837,93.35788
2821868,111.9714
3937170,126.4553
4565969,252.1442
3200533,152.736
6942182,204.9067
3556714,183.8965
3543364,114.8922
3505664,141.5791
1983057,105.7579
3974425,150.1327
2307646,117.4216
2816122,96.41716
3523442,78.17883
3523442,78.17883
2916427,74.16986
2891710,89.15173
2349151,115.3636
3364773,78.67699
2556020,108.7796
2867371,79.55555
3920347,110.9098
3920347,110.9098
6419019,201.8018
2687839,119.3072
2687839,119.3072
2723765,105.4157
4711765,224.7488
3238579,78.46045
3358420,111.4331
1657655,72.96357
2181628,96.88299
3332183,76.40204
5718222,177.3102
3462988,84.68219
3194395,76.10609
2640661,89.18526
2400293,73.29546
3898042,114.2856
2993231,100.1618
3759229,114.08
2860802,86.05941
3023819,103.7894
7803072,281.8564
3000148,83.98616
8290493,279.1841
3470193,120.7367
2028018,71.17726
3271070,119.8555
2042979,91.39978
2128769,94.54278
2360841,109.4229
2360841,109.4229
2543605,88.71839
2543605,88.71839
3038044,183.453
3038044,183.453
5642513,192.4639
2162505,89.47202
8368503,303.9895
3022871,110.5075
2460352,114.0117
3120633,80.83237
2680569,110.9381
5220552,156.8834
6948480,275.6149
7043669,272.8277
2535908,77.75236
4308720,129.6738
4308720,129.6738
2492208,93.39532
2784210,83.08925
2784210,83.08925
8683162,258.0436
3098852,88.98644
2874273,104.1914
2628303,90.97647
3477485,80.51852
3477485,80.51852
1878043,85.20312
2215758,80.83236
2339562,89.62165
5300424,225.7262
2701009,125.7977
6524565,230.495
3100336,87.79553
4821032,201.8017
3219124,79.15337
2397371,73.01711
2819723,70.4082
7802638,220.2817
3050474,97.09817
2550765,91.78211
2458095,83.1177
2227684,89.49674
3543125,71.20254
3452893,112.0022
3604571,101.1543
3604571,101.1543
3109477,102.5535
3109477,102.5535
2686146,101.5884
3128580,93.30874
3128580,93.30874
3111231,77.81427
3272000,107.8079
2788093,76.59171
3444533,80.04004
3444533,80.04004
4350745,141.2974
2723345,107.3784
2329376,79.92928
2440403,83.98618
1911963,87.12918
3302678,89.07407
3301246,77.41153
2676287,96.52544
4043499,120.9453
6283676,186.9531
2918225,96.14511
3701397,163.5639
2750683,103.2827
2357328,112.0314
3133789,85.73114
2398065,90.04772
3229295,114.9882
10988560,324.4899
2883819,95.03895
2883819,95.03895
3607966,80.08354
3607966,80.08354
4013959,105.3832
2088671,74.92833
2088671,74.92833
4343319,112.0035
4612682,177.493
3334184,82.43265
2419859,70.65556
3011694,93.27219
3136511,83.23305
3135592,70.65553
2073826,74.06164
2783769,118.0197
3068387,82.91018
3068387,82.91018
2223101,97.27846
10953410,299.571
3325664,81.92493
2895300,111.0036
6498657,192.673
2005529,97.0974
2005529,97.0974
6021909,229.9297
2484309,124.401
4157914,150.7468
4157914,150.7468
1823235,86.37374
3018679,83.85287
3395842,93.02222
3190639,99.28917
2949888,107.2754
6893088,185.2112
2080556,87.94816
2080556,87.94816
3420271,99.96385
3420271,99.96385
4747109,179.24
2903037,77.05063
3119995,136.1703
2789044,82.02974
2789044,82.02974
6594755,223.3049
2701095,103.3395
2701095,103.3395
3608023,121.0263
3608023,121.0263
2564261,114.08
3626182,102.1294
5183388,189.9577
2695441,142.3329
6529487,280.9279
3121238,69.72533
3823716,98.67076
2759165,77.32803
2134476,84.64184
2343861,74.00678
2614645,88.62884
3667275,92.26947
2955591,138.1869
2583777,86.0633
2377126,118.9437
5053786,195.5291
2624425,105.6373
2424649,81.85745
5882858,207.6146
3894574,149.1474
7293536,238.7554
2309659,114.6552
3814991,206.4133
3882329,93.27012
3882329,93.27012
1891259,88.28677
4733934,239.7086
4733934,239.7086
7056582,294.7999
2387994,101.6377
2299256,80.04003
3399464,83.98616
3387812,94.87314
3387812,94.87314
2874728,75.69726
2000534,69.85534
7685926,267.5876
2639405,100.1126
2676935,90.20396
2324026,82.53969
2784642,100.5957
2645760,86.43871
2266229,103.7004
3655821,93.3953
2506294,75.6526
2277283,89.25342
4078832,177.6722
2221750,96.48064
4355383,209.1768
14018350,394.1781
14018350,394.1781
3078411,113.8595
6200341,318.6059
3007688,108.8654
2279515,82.25905
3313617,72.60477
6118575,201.8018
2856830,80.13165
6759401,206.6035
2578372,127.0522
2578372,127.0522
2324833,113.8599
2923313,81.85744
2445983,81.88507
2445983,81.88507
2445983,81.88507
2471021,98.36924
2238493,100.1243
2238493,100.1243
4625316,151.1936
3057898,81.73948
2203313,116.1105
3502752,131.0198
2165051,75.03917
2165051,75.03917
3123331,70.37367
4020846,213.0402
5932458,155.2071
5857341,193.6822
5056483,169.9544
8596874,286.1122
4064222,115.1118
3910932,139.442
3744388,158.3228
6763004,210.2769
2711155,124.6959
2903851,89.50868
4118318,212.1251
2150975,87.4572
3566506,141.7079
2151026,87.12918
1888964,75.69725
3324778,79.61019
2322267,117.7041
2322267,117.7041
2121936,76.99428
2121936,76.99428
2750772,104.8647
2343428,77.72469
4363040,206.8744
2588547,72.50351
5768156,197.8962
2507977,78.21088
4447715,148.0461
2295473,73.18319
2798214,88.32709
2750887,95.14151
2750887,95.14151
3250919,78.10598
2339331,115.7928
2339331,115.7928
5049261,234.2429
3788923,159.9613
3221626,114.0064
1594158,76.44946
4840385,231.9172
2299494,90.07242
3478582,73.16578
1881400,72.46843
11107790,323.74
2618087,76.99427
2618087,76.99427
2618087,76.99427
6951741,223.1204
5687927,190.548
3261029,109.8284
3010964,96.38498
3476091,112.1681
2818033,74.19342
2028214,117.4216
2028214,117.4216
2028214,117.4216
10470210,316.6632
2900371,117.1992
2362431,89.47034
1818368,126.6916
2741215,81.0097
2303190,95.51526
3191243,83.1177
3407728,89.69091
3689200,103.445
3634465,80.07027
3448744,134.2299
1873140,82.50203
1873140,82.50203
1873140,82.50203
2826976,104.4631
2177547,112.9536
2464580,79.43656
2941632,127.3494
3198675,106.6613
3978834,111.127
4400180,163.5639
3109418,130.3034
2857604,115.4781
2799934,102.1332
2176615,78.88081
1965419,89.55676
2634163,86.3144
4335514,146.888
2435479,82.43266
3096626,94.87312
2687994,120.6871
2423588,87.61214
3436070,120.7213
5064220,138.5063
2125619,78.72706
2712313,69.82446
2887311,123.7723
2990867,93.73601
2706753,72.32601
6501197,212.6618
2315643,100.1832
3545036,97.45519
2529675,92.70384
3314149,101.184
2422348,132.3695
2264359,84.88915
3413909,138.6627
2675206,73.46822
3344113,114.8922
3053628,99.95347
9975632,304.267
3143222,70.37732
2584785,92.22903
2513202,88.36665
2086613,72.89803
7075526,238.6272
4610705,191.2303
3179110,78.46295
2372539,97.40633
2752342,93.34475
2989698,80.71249
3645723,105.4156
3645723,105.4156
3056813,85.7198
2338369,73.16577
2750802,83.14
2567183,75.34419
2302469,111.9713
4857134,199.5925
8509322,263.118
2149897,104.5526
3277979,107.2343
2150181,69.33332
5041126,187.2069
2706023,135.512
2688460,92.26252
1764348,74.30604
1764348,74.30604
2680517,95.15954
9669274,294.5954
3697375,105.0147
4267159,241.2128
2855274,100.5908
3097744,83.94099
2680475,75.50255
3432200,96.63841
1921401,77.15904
2721238,114.7914
4457605,119.4793
2854805,110.0387
3176627,87.74594
2081532,78.88081
3371785,113.2535
2219109,72.81602
3148890,94.40211
3231660,126.1766
2320211,119.0019
3880883,91.68849
3169284,202.849
2763479,119.6493
2680668,109.4028
2215244,115.6489
2259338,98.67074
2259338,98.67074
2815031,96.38499
2274186,113.516
7714569,294.4065
3065845,76.60021
7422506,223.779
2603265,105.3481
2441492,137.1339
7421419,214.5985
2306280,104.7254
2166601,81.0664
7649522,275.4785
4519859,230.8217
6879429,190.0696
6879429,190.0696
3426967,103.9443
3038413,66.72914
2471639,112.0314
6974168,302.8464
2235856,84.05891
3151581,139.9299
2008813,80.7125
2008813,80.7125
2858328,73.74673
3117116,144.5764
7687658,270.5668
1919291,78.32372
3180398,123.3646
4728352,139.4237
2076397,99.10321
2483819,116.5481
3434181,91.57239
4113625,188.1239
4113625,188.1239
2805840,94.87312
2708775,138.7691
2708775,138.7691
3191160,125.5039
2503230,103.7483
2438011,103.0934
3972087,125.0623
3749178,103.8692
2008660,96.48762
2008660,96.48762
3468457,109.4231
2121035,88.94959
3759298,117.6554
2057221,95.0327
2050288,124.6298
3692400,129.5553
3166927,68.70292
3667217,80.68025
8647583,252.9208
2419111,98.0157
3227410,93.06328
5192478,183.7883
2524060,113.6416
6660746,209.9804
2437026,77.15903
7557358,272.4839
4018340,132.9652
5255276,216.5498
3079817,98.05932
7894126,223.8842
2393058,112.1451
1981532,82.02975
5581280,210.2769
1962748,78.10599
3263797,132.1715
3217676,79.92927
2644607,109.0133
3103475,76.27299
3766889,132.5573
3688282,120.7213
8003612,201.6831
4339412,163.5492
2663644,88.24239
2622407,70.41466
2622407,70.41466
2660473,140.1399
2057308,79.05313
6480303,204.7707
5056159,233.1973
3217158,99.99744
2902840,94.56419
11403000,324.4911
3140514,120.7702
3344809,107.11
8806099,235.2524
3684231,89.69091
1853179,83.53614
1988742,78.5155
2761881,105.3832
2904302,108.5644
2946801,101.5884
2946801,101.5884
3335616,107.7008
3335616,107.7008
2808852,90.42019
2986667,113.1354
3295155,74.19342
3375100,93.35788
3907089,108.2235
2065959,84.96505
3104835,99.33579
5308172,235.3771
2880831,113.327
7742657,232.4952
7742657,232.4952
2249416,93.30873
3414074,81.84454
2413431,82.54979
2694048,89.38368
2770656,81.64337
3705335,174.9679
2213547,82.73816
2213547,82.73816
10156170,297.6529
6328634,201.8017
3718412,106.6104
5297352,258.6644
3137819,77.69529
2952021,70.72505
2714969,101.1327
2234643,81.85743
3286501,81.14512
2647437,89.62165
2647437,89.62165
6380338,248.9162
2519084,130.1224
1984532,85.51987
4531271,177.2074
3044291,119.0019
3200400,99.30359
2332516,123.2406
1965211,93.56053
3037785,75.69316
3879934,136.3868
2013130,69.52288
3136532,88.505
3136532,88.505
3136532,88.505
7260389,223.3338
3767998,132.6241
5245321,186.9392
2869901,74.03871
2869901,74.03871
2851936,100.5958
2528528,110.3417
2156465,124.5699
3216697,83.23305
1951783,90.95749
3041937,78.32237
6647776,201.8017
2570740,76.53803
3239816,74.41074
3239816,74.41074
2666510,137.1339
2666510,137.1339
2950384,78.14278
3162455,70.37733
2337579,81.55486
2365818,90.25893
9262191,258.2374
2358335,84.28896
2358335,84.28896
3001437,75.81043
2430484,95.54031
2429541,82.45699
2388915,81.55486
7496318,261.1291
2886389,105.5937
2447680,79.25561
3050876,75.67064
2938567,85.02806
4190345,113.8025
3268495,86.91579
3797770,98.12974
2055856,73.26632
7399225,302.3093
3169687,73.4658
3169687,73.4658
6811998,201.7014
1978625,74.19341
5980892,223.1199
3012053,117.1958
4775400,190.6942
3237773,78.86919
2821274,106.2248
2544697,77.35504
3048784,81.92493
3379774,71.93396
2571289,79.55555
2861687,133.7161
2367513,128.3088
2434843,83.53614
3684739,98.44622
2853874,148.4244
2853874,148.4244
4764512,192.7233
4764512,192.7233
6355786,165.0567
6783308,173.876
5491385,195.5293
3880074,125.8079
4648363,172.0698
2773965,75.78485
7014886,298.35
5264957,183.79
3656116,86.56755
2857673,90.80111
4007358,117.8404
3199165,117.31
2833757,117.4515
2833757,117.4515
3324141,98.18462
7766509,349.0213
5908531,230.5559
2504877,72.5549
5606454,182.5802
1798543,74.92834
2742409,92.62511
3468184,114.8931
2227865,119.2726
2157802,77.6953
1997260,94.14179
1834078,73.67685
1834078,73.67685
2753913,113.4899
3278771,97.09742
3484279,70.37734
2916353,95.47972
3000214,114.6904
3198714,91.73521
3198714,91.73521
4746573,148.3642
2910088,87.34039
2044695,74.6068
2598156,71.67886
2601465,100.9526
3868044,86.40542
4016242,106.6613
2549854,122.157
2842830,87.75772
2977930,71.31785
3555023,103.2676
3347056,71.20253
3468336,102.3276
5992109,230.8217
2401168,98.18463
3488634,102.3141
3095681,77.81426
3015641,114.4039
4564825,171.436
6741841,192.7231
2599210,70.55048
2599210,70.55048
3203309,114.286
3916208,195.5291
2946991,124.9127
2567457,104.3643
5480198,168.4098
5432382,240.1154
2363151,117.3595
6540916,220.5575
2719651,152.7381
2430637,94.17092
1864897,75.84795
6755449,163.6489
4615681,168.4107
1950520,85.21712
4496914,225.4683
4512163,177.1168
3361216,76.40204
3361216,76.40204
7722199,230.8219
2512354,70.51035
3546190,99.35425
3555502,141.378
3555502,141.378
5756435,133.7866
3336946,106.6492
6038830,154.6161
6953839,237.428
2178065,76.1061
5498738,218.9854
3163392,71.76835
3163392,71.76835
3832316,128.243
3832316,128.243
3757716,114.6552
3509664,88.9309
2527682,124.6957
3383526,83.85291
3474824,93.513
5327220,243.2528
2752484,113.8802
2899421,85.00974
10048480,299.5689
2879667,106.0264
4926321,156.1499
2303665,118.8205
7034354,261.1663
7034354,261.1663
2483471,99.95473
3537331,135.512
3133160,92.51107
4818382,138.5061
3182149,93.70541
2438916,77.8392
2759198,83.9862
2854729,69.71946
7000629,240.9185
2750691,85.20316
2758538,72.0016
2890363,93.30874
2824169,80.7125
2824169,80.7125
4597090,175.9758
3562426,88.24248
2111667,83.99906
1993537,74.15808
2666312,84.12153
2778583,81.40971
8102442,245.5585
4656877,201.7012
4656877,201.7012
7917354,240.391
7917354,240.391
2444633,80.75671
7363128,244.6326
2371286,83.25005
2658379,77.03734
6271908,204.2555
3488630,101.3624
2961744,74.06968
8149290,295.5127
2439325,113.257
2548525,139.8071
2548525,139.8071
3020882,76.99424
2937487,83.358
5186516,130.6844
3066327,120.0541
2908838,66.97271
3907525,94.61495
2871465,78.2711
3339633,97.45519
1918800,77.05063
4006059,165.0567
2857115,123.7722
2692258,82.20238
3314043,93.35787
3088858,77.62597
3971846,187.2069
6813482,201.7013
3584181,105.2714
3543237,83.00042
3851158,88.12635
2884532,80.70452
1922502,90.72162
3510107,141.484
3384423,96.41011
3384423,96.41011
8712920,266.7153
6712250,199.9073
2190236,71.90204
3146566,86.0517
6287389,230.6703
3417179,91.78078
3512733,123.7722
5749672,168.4102
3585941,121.5324
2710635,81.46334
2684835,70.22055
2289922,77.6953
2289922,77.6953
3027206,141.5161
4861789,199.4266
2033946,82.30262
3004731,100.1243
2667609,85.6551
2928138,99.16902
5225376,206.4135
2710607,139.9961
5745172,221.3299
3445103,75.45297
8324062,241.2393
2842751,104.1914
4226157,120.6872
2848486,121.0262
2017569,97.43411
8422589,273.7646
8422589,273.7646
2370341,84.99938
4764024,215.4
2776613,92.39874
2995435,87.40439
4382977,148.0463
2380880,116.1481
6215682,205.7601
1993088,73.12549
3008112,77.72469
7955171,252.3642
2693351,73.74673
3889004,106.6613
2436795,75.84555
4548849,185.211
2896267,83.45821
2059283,88.98644
2838006,93.36754
2838006,93.36754
4369272,153.8643
3287850,82.03597
3943770,100.3011
5454101,273.7416
5454101,273.7416
2896887,109.8284
6951288,163.1508
3480584,83.24123
2371851,78.1022
3006141,83.9991
2225893,84.71553
3596638,105.3481
6063285,171.5166
6063285,171.5166
2450463,83.9862
4729512,223.1197
2205048,73.74674
2205048,73.74674
3659165,117.8405
1815357,75.81041
7568389,258.9181
2507182,138.6627
2838388,97.05442
3078686,119.1031
3078686,119.1031
3078686,119.1031
3337901,90.50623
2159411,90.03387
4475536,203.7173
2421893,72.74456
2131606,83.25005
2260830,74.50929
6983688,292.6194
3718716,126.579
2672243,82.65651
5299087,192.4642
2665099,107.7491
5973894,193.59
3045752,102.1332
3548156,76.93526
2945680,98.58631
6209719,281.8565
2920316,88.80052
5898729,282.4157
5898729,282.4157
4002293,141.297
4792044,176.5494
3215519,71.61599
3908089,192.875
2490574,98.67075
2512078,113.2904
3368363,99.3036
3368363,99.3036
3751845,110.5078
2457018,87.20771
2457018,87.20771
3430342,81.89699
2697401,73.36405
2697401,73.36405
9251883,279.1841
7691517,321.1
2585493,104.4631
6032707,191.9984
3318022,93.57562
2259904,137.1335
2833675,78.10599
3029853,74.92834
3029853,74.92834
